Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Marco Bizot,nl NED,GK,32-027,28.0,802,510,291,70,0,1,0,0,0,0,0,0,578,1,0,Matches
Lilian Brassier,fr FRA,DF,23-155,25.4,1197,1035,155,55,1,11,30,100,0,0,0,0,913,7,19,Matches
Franck Honorat,fr FRA,"FW,MF",26-238,23.1,852,743,104,19,1,8,176,12,68,26,32,2,559,5,29,Matches
Pierre Lees-Melou,fr FRA,MF,29-316,22.7,1045,995,49,43,4,25,28,5,1,1,0,0,868,1,14,Matches
Haris Belkebla,dz ALG,MF,29-068,21.1,865,837,24,17,1,8,10,3,0,0,0,0,721,4,21,Matches
Jean-Kevin Duverne,fr FRA,DF,25-268,20.4,1068,858,206,12,0,6,61,194,0,0,0,0,780,4,31,Matches
Brendan Chardonnet,fr FRA,DF,28-105,18.7,906,849,54,52,0,19,3,2,0,0,0,0,737,3,2,Matches
Mahdi Camara,fr FRA,MF,24-280,16.2,545,507,35,6,0,1,11,6,0,0,0,0,453,3,10,Matches
Hugo Magnetti,fr FRA,MF,24-311,15.3,619,575,41,22,0,12,20,7,1,0,1,0,507,3,16,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",24-350,15.2,250,238,9,0,1,1,18,1,0,0,0,0,168,3,10,Matches
Achraf Dari,ma MAR,DF,23-335,14.6,690,661,27,27,0,7,1,0,0,0,0,0,547,2,4,Matches
Noah Fadiga,sn SEN,DF,23-124,13.3,567,453,113,8,0,1,9,105,0,0,0,0,456,1,12,Matches
Mathias Pereira Lage,pt POR,"MF,FW",26-127,12.0,330,316,12,4,0,6,22,3,4,4,0,0,225,2,11,Matches
Christophe Hérelle,mq MTQ,DF,30-227,11.8,440,423,17,10,0,2,2,7,0,0,0,0,377,0,6,Matches
Romain Del Castillo,fr FRA,"MF,FW",27-008,11.4,487,419,67,18,3,3,78,13,34,18,16,0,320,1,10,Matches
Islam Slimani,dz ALG,FW,34-292,11.0,367,347,20,3,4,1,9,1,0,0,0,0,261,0,12,Matches
Steve Mounié,bj BEN,FW,28-189,9.7,238,235,1,0,0,1,6,1,0,0,0,0,133,2,7,Matches
Kenny Lala,fr FRA,DF,31-185,7.7,410,303,106,28,1,5,35,65,13,5,8,0,299,1,9,Matches
Youcef Belaïli,dz ALG,"FW,MF",31-023,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7,Matches
Jere Uronen,fi FIN,DF,28-267,3.3,157,135,22,2,0,2,13,20,0,0,0,0,125,0,8,Matches
Alberth Elis,hn HON,"MF,FW",27-053,2.7,38,37,1,0,1,0,2,0,0,0,0,0,29,0,1,Matches
Irvin Cardona,fr FRA,"FW,MF",25-241,2.6,58,53,5,0,1,0,1,1,0,0,0,0,34,0,3,Matches
Félix Lemaréchal,ci CIV,MF,19-242,1.6,46,46,0,0,0,0,0,0,0,0,0,0,40,0,1,Matches
Banzouzi Locko,fr FRA,DF,20-335,1.5,66,53,13,0,0,0,2,13,0,0,0,0,56,0,0,Matches
Taïryk Arconte,fr FRA,FW,19-145,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1,Matches
Joaquín Blázquez,ar ARG,GK,22-068,1.0,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1,Matches
Karamoko Dembele,sct SCO,"FW,MF",20-043,1.8,81,70,10,3,0,0,12,3,4,1,2,0,54,1,3,Matches
Axel Camblan,fr FRA,"FW,MF",19-219,0.8,27,27,0,0,0,0,2,0,0,0,0,0,19,0,0,Matches
Hianga Mananga Mbock,fr FRA,MF,23-099,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
Squad Total,,,27.3,29.0,12365,10899,1422,411,19,128,574,564,139,65,63,2,9412,44,248,
Opponent Total,,,26.8,29.0,15795,14343,1397,393,57,100,520,573,164,66,67,0,12895,55,283,
