Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
4,Freiburg,13,8,4,1,22,11,11,28,2.15,22.6,15.7,6.9,0.53,13,5,4,4,17,24,-7,19,1.46,14.3,19.7,-5.4,-0.41
5,RB Leipzig,13,9,2,2,28,13,15,29,2.23,24.8,14.8,9.9,0.76,13,4,4,5,21,20,1,16,1.23,21.3,15.3,6.0,0.46
6,Eint Frankfurt,13,7,3,3,28,15,13,24,1.85,24.4,14.2,10.1,0.78,13,4,5,4,19,22,-3,17,1.31,15.3,18.3,-3.0,-0.23
7,Leverkusen,13,6,2,5,27,18,9,20,1.54,23.9,13.5,10.4,0.8,13,6,2,5,21,22,-1,20,1.54,17.3,19.7,-2.5,-0.19
8,Mainz 05,13,5,5,3,23,15,8,20,1.54,17.3,14.9,2.4,0.18,13,6,2,5,20,21,-1,20,1.54,18.4,22.0,-3.6,-0.28
