Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Kevin Trapp,de GER,GK,32-254,23.0,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,7,0,Matches
Obite N'Dicka,fr FRA,DF,23-211,22.9,19,13,9,8,2,13,25,52.0,12,38,15,23,29,48,121,0,Matches
Tuta,br BRA,DF,23-258,22.9,35,23,17,13,5,21,38,55.3,17,34,10,24,33,68,98,1,Matches
Mario Götze,de GER,MF,30-289,21.8,32,17,10,15,7,9,35,25.7,26,19,0,19,13,45,7,0,Matches
Randal Kolo Muani,fr FRA,FW,24-104,20.8,11,9,2,2,7,1,6,16.7,5,13,1,12,2,13,8,0,Matches
Djibril Sow,ch SUI,MF,26-041,20.7,36,20,11,23,2,17,31,54.8,14,18,4,14,27,63,17,0,Matches
Jesper Lindstrøm,dk DEN,"MF,FW",23-018,17.0,23,10,13,6,4,6,19,31.6,13,21,2,19,7,30,9,0,Matches
Daichi Kamada,jp JPN,"MF,FW",26-226,17.4,35,21,6,27,2,21,39,53.8,18,23,2,21,14,49,10,1,Matches
Kristijan Jakić,hr CRO,"DF,MF",25-309,14.0,31,19,19,10,2,21,37,56.8,16,31,10,21,9,40,44,1,Matches
Ansgar Knauff,de GER,DF,21-068,11.5,26,18,15,9,2,12,28,42.9,16,17,1,16,11,37,22,0,Matches
Sebastian Rode,de GER,MF,32-159,10.5,29,18,5,21,3,10,30,33.3,20,11,1,10,10,39,10,0,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",22-118,8.7,24,16,12,12,0,13,23,56.5,10,12,4,8,7,31,12,0,Matches
Makoto Hasebe,jp JPN,DF,39-060,8.1,12,8,10,2,0,5,13,38.5,8,17,7,10,6,18,29,0,Matches
Luca Pellegrini,it ITA,DF,24-012,6.2,13,8,10,3,0,8,8,100.0,0,8,2,6,7,20,11,1,Matches
Philipp Max,de GER,DF,29-170,5.0,9,7,4,4,1,4,12,33.3,8,7,0,7,1,10,5,0,Matches
Christopher Lenz,de GER,DF,28-178,7.6,18,14,8,6,4,10,20,50.0,10,10,0,10,10,28,19,0,Matches
Rafael Borré,co COL,"FW,MF",27-185,7.0,17,12,4,8,5,1,7,14.3,6,7,1,6,2,19,4,0,Matches
Aurélio Buta,pt POR,DF,26-037,5.5,14,6,8,6,0,6,9,66.7,3,8,1,7,4,18,11,0,Matches
Hrvoje Smolčić,hr CRO,DF,22-214,4.2,8,7,6,2,0,5,9,55.6,4,11,4,7,6,14,33,0,Matches
Lucas Alario,ar ARG,"FW,MF",30-162,3.0,3,2,1,0,2,0,1,0.0,1,0,0,0,0,3,11,0,Matches
Almamy Touré,ml MLI,DF,26-325,1.8,5,4,2,3,0,3,5,60.0,2,5,2,3,5,10,2,0,Matches
Diant Ramaj,de GER,GK,21-181,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Filip Kostić,rs SRB,"DF,MF",30-138,0.8,2,0,1,1,0,0,0,,0,0,0,0,1,3,0,0,Matches
Faride Alidou,de GER,"DF,MF",21-244,1.4,7,4,3,4,0,3,6,50.0,3,1,0,1,1,8,0,0,Matches
Timothy Chandler,us USA,DF,32-355,0.9,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,Matches
Marcel Wenig,de GER,MF,18-319,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,24.0,412,259,179,185,48,191,404,47.3,213,314,67,247,205,617,494,4,
Opponent Total,,,27.0,24.0,487,277,247,184,56,258,465,55.5,207,303,57,246,261,748,467,7,
