Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Kevin Trapp,de GER,GK,32-269,25.0,2,0,0,0,2,0,0,0,1,0,0,0,25,3,0,100.0,Matches
Obite N'Dicka,fr FRA,DF,23-226,24.9,4,0,0,29,12,0,4,29,15,0,1,1,162,66,38,63.5,Matches
Mario Götze,de GER,MF,30-304,23.5,4,0,0,22,36,2,61,13,20,0,0,0,132,1,12,7.7,Matches
Tuta,br BRA,DF,23-273,23.9,5,0,0,25,15,1,4,34,23,0,0,0,186,36,46,43.9,Matches
Randal Kolo Muani,fr FRA,FW,24-119,22.8,4,1,1,42,61,20,22,2,9,3,0,0,78,49,70,41.2,Matches
Djibril Sow,ch SUI,MF,26-056,22.7,7,0,0,31,38,0,5,27,20,0,0,0,169,20,25,44.4,Matches
Jesper Lindstrøm,dk DEN,"MF,FW",23-033,17.0,2,0,0,15,16,3,45,7,10,1,0,0,85,6,21,22.2,Matches
Daichi Kamada,jp JPN,"MF,FW",26-241,18.5,2,0,0,33,19,6,46,14,21,0,0,0,108,14,25,35.9,Matches
Kristijan Jakić,hr CRO,"DF,MF",25-324,15.0,3,0,0,16,6,1,9,10,19,0,0,0,120,27,30,47.4,Matches
Sebastian Rode,de GER,MF,32-174,11.3,5,0,0,17,16,0,8,10,18,0,0,0,75,9,7,56.3,Matches
Ansgar Knauff,de GER,DF,21-083,11.5,0,0,0,13,15,1,19,11,18,1,0,0,78,7,15,31.8,Matches
Makoto Hasebe,jp JPN,DF,39-075,9.1,1,0,0,3,7,0,0,9,8,0,0,0,64,12,12,50.0,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",22-133,8.7,1,0,0,12,10,2,5,7,16,0,0,0,54,12,10,54.5,Matches
Rafael Borré,co COL,"FW,MF",27-200,8.7,3,0,0,18,10,15,20,2,14,0,0,0,36,19,23,45.2,Matches
Aurélio Buta,pt POR,DF,26-052,7.5,1,0,0,21,8,0,29,5,10,0,0,0,36,13,18,41.9,Matches
Philipp Max,de GER,DF,29-185,6.2,1,0,0,4,2,1,48,1,7,0,0,0,25,4,6,40.0,Matches
Luca Pellegrini,it ITA,DF,24-027,6.2,1,0,0,8,8,0,54,7,8,0,0,0,53,5,3,62.5,Matches
Christopher Lenz,de GER,DF,28-193,8.4,0,0,0,8,9,0,60,11,15,0,0,0,49,8,9,47.1,Matches
Hrvoje Smolčić,hr CRO,DF,22-229,5.2,0,0,0,0,5,0,0,6,7,0,0,0,31,27,13,67.5,Matches
Lucas Alario,ar ARG,"FW,MF",30-177,3.4,0,0,0,8,2,5,0,0,2,0,0,0,9,18,20,47.4,Matches
Almamy Touré,ml MLI,DF,26-340,1.8,0,0,0,0,0,1,2,5,4,0,0,0,13,4,3,57.1,Matches
Diant Ramaj,de GER,GK,21-196,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Filip Kostić,rs SRB,"DF,MF",30-153,0.8,1,0,0,1,1,0,7,1,0,0,0,0,3,0,0,,Matches
Faride Alidou,de GER,"DF,MF",21-259,1.5,0,0,0,7,1,2,2,1,4,0,0,0,12,2,7,22.2,Matches
Timothy Chandler,us USA,DF,33-005,0.9,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,100.0,Matches
Paxten Aaronson,us USA,MF,19-220,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Marcel Wenig,de GER,MF,18-334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.9,26.0,47,1,1,334,299,60,453,212,271,5,1,1,1611,364,413,46.8,
Opponent Total,,,27.2,26.0,61,1,1,316,319,43,412,284,289,1,5,1,1552,413,364,53.2,
