Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Kevin Trapp,de GER,GK,32-254,23,2070.0,90.0,95.8,23.0,23,90.0,23,0,,0,1.7,45.0,33.0,12.0,0.52,0.52,33.7,28.2,5.5,0.24,2.0,Matches
Obite N'Dicka,fr FRA,DF,23-211,23,2062.0,90.0,95.5,22.9,23,90.0,22,0,,1,1.74,44.0,32.0,12.0,0.52,0.52,32.8,28.2,4.7,0.2,1.07,Matches
Tuta,br BRA,DF,23-258,23,2061.0,90.0,95.4,22.9,23,90.0,22,0,,0,1.61,43.0,33.0,10.0,0.44,-1.38,32.7,27.8,4.8,0.21,1.21,Matches
Mario Götze,de GER,MF,30-289,23,1959.0,85.0,90.7,21.8,23,85.0,16,0,,0,1.74,44.0,27.0,17.0,0.78,3.02,32.0,25.3,6.7,0.31,1.64,Matches
Randal Kolo Muani,fr FRA,FW,24-104,23,1869.0,81.0,86.5,20.8,22,83.0,8,1,45.0,0,1.74,40.0,23.0,17.0,0.82,2.37,28.1,23.6,4.5,0.22,0.45,Matches
Djibril Sow,ch SUI,MF,26-041,23,1865.0,81.0,86.3,20.7,21,87.0,16,2,22.0,0,1.7,39.0,26.0,13.0,0.63,0.93,29.8,26.4,3.4,0.17,0.07,Matches
Jesper Lindstrøm,dk DEN,"MF,FW",23-018,22,1530.0,70.0,70.8,17.0,20,74.0,2,2,26.0,0,1.64,33.0,23.0,10.0,0.59,0.3,24.1,22.1,2.1,0.12,-0.12,Matches
Daichi Kamada,jp JPN,"MF,FW",26-226,22,1567.0,71.0,72.5,17.4,18,82.0,9,4,25.0,1,1.68,39.0,25.0,14.0,0.8,1.11,28.4,21.0,7.3,0.42,0.96,Matches
Kristijan Jakić,hr CRO,"DF,MF",25-309,21,1264.0,60.0,58.5,14.0,14,81.0,10,7,18.0,2,1.71,35.0,16.0,19.0,1.35,2.06,23.9,13.7,10.2,0.73,1.38,Matches
Ansgar Knauff,de GER,DF,21-068,18,1031.0,57.0,47.7,11.5,12,75.0,5,6,23.0,2,1.67,18.0,20.0,-2.0,-0.17,-1.29,12.9,18.1,-5.2,-0.45,-1.16,Matches
Sebastian Rode,de GER,MF,32-159,20,941.0,47.0,43.6,10.5,12,63.0,0,8,24.0,1,1.65,20.0,20.0,0.0,0.0,-0.89,12.2,13.9,-1.7,-0.16,-0.57,Matches
Junior Dina Ebimbe,fr FRA,"DF,MF",22-118,11,780.0,71.0,36.1,8.7,8,85.0,4,3,34.0,2,2.27,19.0,12.0,7.0,0.81,0.48,17.6,9.1,8.5,0.98,1.29,Matches
Makoto Hasebe,jp JPN,DF,39-060,10,733.0,73.0,33.9,8.1,8,88.0,6,2,14.0,7,1.3,13.0,10.0,3.0,0.37,-0.2,7.3,10.9,-3.6,-0.44,-0.9,Matches
