Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Karim Onisiwo,at AUT,"FW,MF",31-002,20.7,462,408,51,0,0,1,43,4,0,0,0,0,261,3,29,Matches
Dominik Kohr,de GER,MF,29-047,17.6,831,800,27,25,4,5,3,2,0,0,0,0,596,4,13,Matches
Robin Zentner,de GER,GK,28-142,18.0,572,404,166,42,0,1,0,0,0,0,0,0,320,2,0,Matches
Edimilson Fernandes,ch SUI,DF,26-338,17.9,786,701,82,27,0,12,44,28,27,17,10,0,569,3,15,Matches
Lee Jae-sung,kr KOR,MF,30-221,15.5,585,570,9,3,1,3,19,4,0,0,0,0,422,6,22,Matches
Aarón Martín,es ESP,DF,25-331,16.5,849,596,250,34,0,3,126,165,51,39,11,0,641,3,23,Matches
Stefan Bell,de GER,DF,31-207,16.7,792,763,24,23,1,5,12,1,0,0,0,0,610,5,7,Matches
Leandro Barreiro Martins,lu LUX,MF,23-075,15.9,379,371,5,5,2,0,6,0,0,0,0,0,256,3,14,Matches
Anton Stach,de GER,MF,24-124,15.9,630,580,46,20,5,5,47,2,24,19,3,0,421,4,20,Matches
Anthony Caci,fr FRA,DF,25-261,15.0,774,661,111,16,0,18,45,83,12,8,4,0,558,2,20,Matches
Silvan Widmer,ch SUI,DF,30-014,14.0,650,492,157,10,0,2,23,147,0,0,0,0,455,1,16,Matches
Alexander Hack,de GER,DF,29-192,12.5,580,544,33,30,0,7,2,3,0,0,0,0,426,3,12,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-074,9.8,217,209,6,0,0,0,3,0,0,0,0,0,137,2,8,Matches
Danny da Costa,de GER,DF,29-249,10.0,463,348,112,0,0,3,43,111,1,0,1,0,284,3,14,Matches
Andreas Hanche-Olsen,no NOR,DF,26-061,7.6,339,330,8,7,0,4,3,1,0,0,0,0,225,1,3,Matches
Maxim Leitsch,de GER,DF,24-305,7.4,328,319,9,6,0,2,0,1,0,0,0,0,249,0,2,Matches
Ludovic Ajorque,fr FRA,FW,29-022,6.2,193,189,2,0,0,4,1,0,0,0,0,0,104,2,5,Matches
Jonathan Burkardt,de GER,"MF,FW",22-251,5.9,109,106,1,0,2,2,11,0,0,0,0,0,71,2,5,Matches
Finn Dahmen,de GER,GK,24-357,6.0,200,144,56,16,0,0,0,0,0,0,0,0,132,0,0,Matches
Angelo Fulgini,fr FRA,MF,26-211,5.8,238,230,7,0,1,1,7,5,1,0,0,0,188,1,3,Matches
Aymen Barkok,ma MAR,MF,24-302,4.2,165,154,8,0,1,1,10,5,3,1,1,0,114,3,5,Matches
Delano Burgzorg,nl NED,"FW,MF",24-132,2.3,42,37,3,1,0,0,1,1,1,0,0,0,31,2,3,Matches
Niklas Tauer,de GER,"DF,MF",22-030,1.0,56,55,1,0,0,0,1,1,0,0,0,0,50,0,1,Matches
Suliman Mustapha,at AUT,"FW,MF",21-299,0.8,19,18,1,0,0,0,0,1,0,0,0,0,10,0,1,Matches
Nelson Weiper,de GER,"FW,MF",18-002,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Brajan Gruda,de GER,MF,18-292,0.0,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.6,24.0,10270,9040,1175,265,17,79,451,565,120,84,30,0,7138,55,241,
Opponent Total,,,27.3,24.0,12445,11160,1250,366,29,82,380,546,99,40,45,0,9414,35,245,
