Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Karim Onisiwo,at AUT,"FW,MF",31-002,20.7,261,462,56.5,3833,770,143,229,62.4,88,138,63.8,11,25,44.0,1,2.3,2.9,-1.3,27,21,16,4,36,Matches
Dominik Kohr,de GER,MF,29-047,17.6,596,831,71.7,9775,3382,292,355,82.3,241,321,75.1,41,101,40.6,0,0.6,1.1,-0.6,11,82,11,0,105,Matches
Robin Zentner,de GER,GK,28-142,18.0,320,572,55.9,10899,8572,35,35,100.0,129,135,95.6,156,400,39.0,0,0.1,0.2,-0.1,1,16,1,0,5,Matches
Edimilson Fernandes,ch SUI,DF,26-338,17.9,569,786,72.4,11956,4531,204,230,88.7,247,302,81.8,107,218,49.1,2,0.8,1.3,1.2,10,51,9,3,49,Matches
Lee Jae-sung,kr KOR,MF,30-221,15.5,422,585,72.1,6330,1473,227,280,81.1,145,192,75.5,27,53,50.9,3,1.8,2.4,1.2,19,37,17,3,52,Matches
Aarón Martín,es ESP,DF,25-331,16.5,641,849,75.5,10585,4227,329,358,91.9,234,294,79.6,60,146,41.1,3,2.5,2.9,0.5,24,62,25,15,74,Matches
Stefan Bell,de GER,DF,31-207,16.7,610,792,77.0,12033,5730,221,264,83.7,283,321,88.2,99,171,57.9,1,0.5,0.7,0.5,7,44,8,1,58,Matches
Leandro Barreiro Martins,lu LUX,MF,23-075,15.9,256,379,67.5,3592,1254,156,195,80.0,77,112,68.8,11,35,31.4,3,2.0,1.0,1.0,11,34,3,1,38,Matches
Anton Stach,de GER,MF,24-124,15.9,421,630,66.8,6744,2452,216,290,74.5,145,202,71.8,39,81,48.1,3,2.5,2.9,0.5,24,48,17,3,80,Matches
Anthony Caci,fr FRA,DF,25-261,15.0,558,774,72.1,11814,5155,189,226,83.6,250,324,77.2,108,187,57.8,1,1.7,1.5,-0.7,14,63,16,9,61,Matches
Silvan Widmer,ch SUI,DF,30-014,14.0,455,650,70.0,7583,3147,242,285,84.9,170,246,69.1,38,90,42.2,0,0.8,0.7,-0.8,9,35,13,2,41,Matches
Alexander Hack,de GER,DF,29-192,12.5,426,580,73.4,9062,4734,142,169,84.0,191,235,81.3,86,147,58.5,0,0.1,0.8,-0.1,4,35,4,1,52,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-074,9.8,137,217,63.1,1881,374,80,115,69.6,46,68,67.6,4,8,50.0,0,0.2,0.3,-0.2,5,8,3,0,18,Matches
Danny da Costa,de GER,DF,29-249,10.0,284,463,61.3,5085,2564,107,143,74.8,143,224,63.8,21,61,34.4,2,0.9,1.2,1.1,10,28,18,8,47,Matches
Andreas Hanche-Olsen,no NOR,DF,26-061,7.6,225,339,66.4,4376,1786,84,109,77.1,109,144,75.7,30,75,40.0,1,0.0,0.3,1.0,1,28,3,0,25,Matches
Maxim Leitsch,de GER,DF,24-305,7.4,249,328,75.9,4691,1687,105,127,82.7,114,142,80.3,27,50,54.0,0,0.0,0.1,0.0,1,16,1,0,25,Matches
Ludovic Ajorque,fr FRA,FW,29-022,6.2,104,193,53.9,1625,346,63,102,61.8,22,53,41.5,13,15,86.7,1,1.0,1.3,0.0,7,10,4,0,13,Matches
Jonathan Burkardt,de GER,"MF,FW",22-251,5.9,71,109,65.1,1119,317,37,46,80.4,23,32,71.9,8,14,57.1,2,1.1,1.6,0.9,7,3,9,2,14,Matches
Finn Dahmen,de GER,GK,24-357,6.0,132,200,66.0,4201,3224,21,21,100.0,59,59,100.0,52,120,43.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Angelo Fulgini,fr FRA,MF,26-211,5.8,188,238,79.0,2496,683,123,139,88.5,48,69,69.6,6,15,40.0,1,0.8,0.4,0.2,8,13,10,1,29,Matches
Aymen Barkok,ma MAR,MF,24-302,4.2,114,165,69.1,1738,639,64,77,83.1,36,53,67.9,9,14,64.3,1,0.3,0.9,0.7,5,10,5,1,25,Matches
Delano Burgzorg,nl NED,"FW,MF",24-132,2.3,31,42,73.8,371,55,22,27,81.5,5,5,100.0,1,2,50.0,1,0.1,0.2,0.9,1,1,1,0,3,Matches
Niklas Tauer,de GER,"DF,MF",22-030,1.0,50,56,89.3,757,260,30,33,90.9,19,20,95.0,1,2,50.0,0,0.0,0.1,0.0,0,5,2,1,6,Matches
Suliman Mustapha,at AUT,"FW,MF",21-299,0.8,10,19,52.6,137,57,6,10,60.0,3,7,42.9,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Nelson Weiper,de GER,"FW,MF",18-002,0.2,6,7,85.7,55,4,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Brajan Gruda,de GER,MF,18-292,0.0,2,4,50.0,49,17,1,3,33.3,0,0,,1,1,100.0,0,0.1,0.0,-0.1,1,0,1,1,0,Matches
Squad Total,,,27.6,24.0,7138,10270,69.5,132787,57440,3144,3874,81.2,2827,3698,76.4,956,2031,47.1,26,19.9,24.9,6.1,207,661,198,56,858,
Opponent Total,,,27.3,24.0,9414,12445,75.6,178525,67099,3790,4533,83.6,4266,5118,83.4,1182,2174,54.4,26,24.7,26.5,1.3,232,755,173,54,847,
