Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Karim Onisiwo,at AUT,"FW,MF",31-002,20.7,8,55,25,45.5,2.66,1.21,0.15,0.32,16.1,0,0,0,5.4,5.4,0.1,2.6,2.6,Matches
Dominik Kohr,de GER,MF,29-047,17.6,2,24,4,16.7,1.36,0.23,0.08,0.5,21.5,0,0,0,1.3,1.3,0.05,0.7,0.7,Matches
Robin Zentner,de GER,GK,28-142,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Edimilson Fernandes,ch SUI,DF,26-338,17.9,0,9,1,11.1,0.5,0.06,0.0,0.0,24.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Lee Jae-sung,kr KOR,MF,30-221,15.5,7,24,11,45.8,1.55,0.71,0.29,0.64,13.9,0,0,0,3.0,3.0,0.13,4.0,4.0,Matches
Aarón Martín,es ESP,DF,25-331,16.5,3,13,4,30.8,0.79,0.24,0.23,0.75,25.6,6,0,1,2.0,1.2,0.09,1.0,1.8,Matches
Stefan Bell,de GER,DF,31-207,16.7,0,6,2,33.3,0.36,0.12,0.0,0.0,10.0,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Leandro Barreiro Martins,lu LUX,MF,23-075,15.9,2,23,11,47.8,1.45,0.69,0.09,0.18,15.7,0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
Anton Stach,de GER,MF,24-124,15.9,1,26,8,30.8,1.64,0.5,0.04,0.13,21.6,2,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Anthony Caci,fr FRA,DF,25-261,15.0,2,8,4,50.0,0.53,0.27,0.25,0.5,17.1,0,0,0,0.5,0.5,0.07,1.5,1.5,Matches
Silvan Widmer,ch SUI,DF,30-014,14.0,2,18,6,33.3,1.29,0.43,0.11,0.33,10.6,0,0,0,2.5,2.4,0.13,-0.5,-0.4,Matches
Alexander Hack,de GER,DF,29-192,12.5,0,3,0,0.0,0.24,0.0,0.0,,12.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-074,9.8,8,23,7,30.4,2.35,0.72,0.17,0.57,16.7,0,4,4,5.6,2.5,0.11,2.4,1.5,Matches
Danny da Costa,de GER,DF,29-249,10.0,0,5,0,0.0,0.5,0.0,0.0,,17.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Andreas Hanche-Olsen,no NOR,DF,26-061,7.6,0,3,1,33.3,0.39,0.13,0.0,0.0,15.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Maxim Leitsch,de GER,DF,24-305,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,19.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Ludovic Ajorque,fr FRA,FW,29-022,6.2,2,15,6,40.0,2.42,0.97,0.13,0.33,15.4,0,0,0,1.7,1.7,0.11,0.3,0.3,Matches
Jonathan Burkardt,de GER,"MF,FW",22-251,5.9,1,20,6,30.0,3.38,1.01,0.05,0.17,12.6,0,0,1,3.0,2.2,0.11,-2.0,-1.2,Matches
Finn Dahmen,de GER,GK,24-357,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Angelo Fulgini,fr FRA,MF,26-211,5.8,0,8,4,50.0,1.37,0.69,0.0,0.0,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Aymen Barkok,ma MAR,MF,24-302,4.2,0,9,1,11.1,2.15,0.24,0.0,0.0,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Delano Burgzorg,nl NED,"FW,MF",24-132,2.3,0,4,2,50.0,1.71,0.85,0.0,0.0,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Niklas Tauer,de GER,"DF,MF",22-030,1.0,0,1,0,0.0,0.97,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Suliman Mustapha,at AUT,"FW,MF",21-299,0.8,0,2,0,0.0,2.65,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Nelson Weiper,de GER,"FW,MF",18-002,0.2,1,2,2,100.0,9.47,9.47,0.5,0.5,8.8,0,0,0,0.6,0.6,0.29,0.4,0.4,Matches
Brajan Gruda,de GER,MF,18-292,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.6,24.0,39,303,106,35.0,12.62,4.42,0.12,0.33,17.1,9,4,6,31.7,27.0,0.09,7.3,8.0,
Opponent Total,,,27.3,24.0,35,301,95,31.6,12.54,3.96,0.11,0.35,18.3,16,2,5,34.4,30.4,0.1,0.6,2.6,
