Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Karim Onisiwo,at AUT,"FW,MF",31-002,22,1864.0,85.0,86.3,20.7,21,87.0,13,1,33.0,0,1.36,31.0,31.0,0.0,0.0,-1.22,27.7,29.4,-1.7,-0.08,0.2,Matches
Dominik Kohr,de GER,MF,29-047,21,1583.0,75.0,73.3,17.6,19,81.0,14,2,19.0,1,1.57,27.0,22.0,5.0,0.28,0.44,22.1,23.6,-1.5,-0.08,0.1,Matches
Robin Zentner,de GER,GK,28-142,18,1620.0,90.0,75.0,18.0,18,90.0,18,0,,1,1.44,25.0,25.0,0.0,0.0,-0.67,21.7,24.9,-3.2,-0.18,-0.27,Matches
Edimilson Fernandes,ch SUI,DF,26-338,22,1611.0,73.0,74.6,17.9,18,85.0,11,4,20.0,2,1.59,33.0,26.0,7.0,0.39,0.88,24.7,24.5,0.2,0.01,0.48,Matches
Lee Jae-sung,kr KOR,MF,30-221,24,1392.0,58.0,64.4,15.5,18,69.0,2,6,26.0,0,1.5,29.0,19.0,10.0,0.65,1.35,20.2,18.3,1.9,0.12,0.66,Matches
Aarón Martín,es ESP,DF,25-331,20,1489.0,74.0,68.9,16.5,17,84.0,12,3,23.0,4,1.35,22.0,25.0,-3.0,-0.18,-1.12,21.4,23.7,-2.3,-0.14,-0.09,Matches
Stefan Bell,de GER,DF,31-207,20,1500.0,75.0,69.4,16.7,16,86.0,13,4,30.0,2,1.6,28.0,21.0,7.0,0.42,0.83,21.4,23.6,-2.2,-0.13,-0.07,Matches
Leandro Barreiro Martins,lu LUX,MF,23-075,22,1432.0,65.0,66.3,15.9,16,82.0,8,6,21.0,2,1.5,29.0,21.0,8.0,0.5,1.0,22.2,25.1,-2.8,-0.18,-0.2,Matches
Anton Stach,de GER,MF,24-124,21,1430.0,68.0,66.2,15.9,15,83.0,6,6,30.0,1,1.52,22.0,24.0,-2.0,-0.13,-0.87,21.4,22.6,-1.2,-0.08,0.1,Matches
Anthony Caci,fr FRA,DF,25-261,21,1351.0,64.0,62.5,15.0,15,84.0,10,6,16.0,3,1.38,28.0,24.0,4.0,0.27,0.27,20.4,21.9,-1.5,-0.1,0.04,Matches
Silvan Widmer,ch SUI,DF,30-014,20,1258.0,63.0,58.2,14.0,14,81.0,9,6,21.0,0,1.35,19.0,23.0,-4.0,-0.29,-1.08,19.3,21.1,-1.7,-0.12,-0.03,Matches
Alexander Hack,de GER,DF,29-192,18,1124.0,62.0,52.0,12.5,14,77.0,10,4,12.0,4,1.56,17.0,19.0,-2.0,-0.16,-0.68,16.7,17.6,-0.9,-0.07,0.08,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-074,18,879.0,49.0,40.7,9.8,11,69.0,1,7,18.0,2,1.5,19.0,9.0,10.0,1.02,1.45,12.5,11.8,0.7,0.07,0.31,Matches
Danny da Costa,de GER,DF,29-249,15,901.0,60.0,41.7,10.0,10,76.0,3,5,28.0,3,1.67,19.0,12.0,7.0,0.7,0.91,11.5,14.1,-2.6,-0.26,-0.25,Matches
Andreas Hanche-Olsen,no NOR,DF,26-061,8,687.0,86.0,31.8,7.6,8,86.0,7,0,,1,2.0,17.0,10.0,7.0,0.92,1.1,11.2,10.9,0.4,0.05,0.23,Matches
Maxim Leitsch,de GER,DF,24-305,9,663.0,74.0,30.7,7.4,7,89.0,6,2,22.0,8,1.56,9.0,13.0,-4.0,-0.54,-1.02,9.0,10.6,-1.6,-0.22,-0.16,Matches
Ludovic Ajorque,fr FRA,FW,29-022,8,557.0,70.0,25.8,6.2,7,78.0,1,1,11.0,0,2.0,14.0,8.0,6.0,0.97,1.08,8.3,9.1,-0.8,-0.14,-0.03,Matches
Jonathan Burkardt,de GER,"MF,FW",22-251,11,533.0,48.0,24.7,5.9,7,59.0,0,4,29.0,0,1.18,7.0,12.0,-5.0,-0.84,-1.34,8.5,9.8,-1.3,-0.22,-0.15,Matches
Finn Dahmen,de GER,GK,24-357,6,540.0,90.0,25.0,6.0,6,90.0,6,0,,18,1.67,14.0,10.0,4.0,0.67,0.67,10.0,9.5,0.6,0.09,0.27,Matches
Angelo Fulgini,fr FRA,MF,26-211,16,525.0,33.0,24.3,5.8,5,56.0,0,11,22.0,2,1.19,5.0,11.0,-6.0,-1.03,-1.58,6.4,10.2,-3.7,-0.64,-0.7,Matches
Aymen Barkok,ma MAR,MF,24-302,15,376.0,25.0,17.4,4.2,2,83.0,0,13,16.0,8,1.67,8.0,7.0,1.0,0.24,0.09,6.2,5.8,0.4,0.1,0.26,Matches
Delano Burgzorg,nl NED,"FW,MF",24-132,10,211.0,21.0,9.8,2.3,0,,0,10,21.0,5,1.1,3.0,4.0,-1.0,-0.43,-0.66,2.5,3.5,-1.1,-0.46,-0.39,Matches
Niklas Tauer,de GER,"DF,MF",22-030,3,93.0,31.0,4.3,1.0,0,,0,3,31.0,10,1.0,1.0,4.0,-3.0,-2.9,-3.21,1.0,2.6,-1.5,-1.49,-1.44,Matches
Suliman Mustapha,at AUT,"FW,MF",21-299,5,68.0,14.0,3.1,0.8,0,,0,5,14.0,4,2.2,1.0,0.0,1.0,1.32,1.19,0.7,0.2,0.5,0.61,0.74,Matches
