Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Robin Zentner,de GER,GK,28-157,20,20,1800,20.0,26,1.3,79,52,68.4,8,6,6,7,35.0,3,1,1,1,50.0,Matches
Finn Dahmen,de GER,GK,25-007,6,6,540,6.0,10,1.67,28,17,67.9,3,1,2,0,0.0,2,1,1,0,50.0,Matches
Squad Total,,,27.6,26,26,2340,26.0,36,1.38,107,69,68.2,11,7,8,7,26.9,5,2,2,1,50.0,
Opponent Total,,,27.4,26,26,2340,26.0,43,1.65,124,79,68.5,8,7,11,4,15.4,6,4,2,0,33.3,
