Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Karim Onisiwo,at AUT,"FW,MF",31-017,21.1,3,0,0,39,25,18,43,2,8,1,0,0,46,46,52,46.9,Matches
Robin Zentner,de GER,GK,28-157,20.0,1,0,0,0,3,0,0,0,0,0,0,0,35,13,0,100.0,Matches
Edimilson Fernandes,ch SUI,DF,26-353,19.7,3,0,0,20,13,0,50,42,19,0,0,0,174,29,35,45.3,Matches
Dominik Kohr,de GER,MF,29-062,18.8,6,0,0,31,27,1,3,28,25,0,0,0,161,24,32,42.9,Matches
Lee Jae-sung,kr KOR,MF,30-236,16.4,2,0,0,17,21,4,21,11,14,0,0,0,105,34,38,47.2,Matches
Stefan Bell,de GER,DF,31-222,18.7,6,0,0,39,7,4,12,37,17,0,0,0,136,73,48,60.3,Matches
Leandro Barreiro Martins,lu LUX,MF,23-090,17.7,4,0,0,36,26,2,6,29,25,1,2,0,106,26,30,46.4,Matches
Anton Stach,de GER,MF,24-139,17.7,4,0,0,24,33,2,55,32,18,0,1,0,132,62,26,70.5,Matches
Anthony Caci,fr FRA,DF,25-276,17.0,3,0,0,13,7,0,48,44,20,0,0,0,117,17,28,37.8,Matches
Aarón Martín,es ESP,DF,25-346,16.6,1,0,0,19,10,2,127,13,22,0,0,0,77,1,8,11.1,Matches
Silvan Widmer,ch SUI,DF,30-029,15.1,0,0,0,9,13,1,23,30,14,1,0,0,83,14,21,40.0,Matches
Alexander Hack,de GER,DF,29-207,12.5,2,1,0,25,12,1,2,24,17,0,2,0,83,33,32,50.8,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-089,11.3,2,0,0,27,14,8,4,2,1,0,0,0,30,27,41,39.7,Matches
Danny da Costa,de GER,DF,29-264,10.9,0,0,0,6,2,2,47,9,13,0,0,0,74,13,9,59.1,Matches
Andreas Hanche-Olsen,no NOR,DF,26-076,9.6,4,0,0,11,4,0,5,19,15,0,0,0,74,42,23,64.6,Matches
Ludovic Ajorque,fr FRA,FW,29-037,8.2,2,0,0,15,9,2,1,0,2,0,0,0,32,62,56,52.5,Matches
Maxim Leitsch,de GER,DF,24-320,7.4,0,0,0,3,3,0,0,18,7,0,0,0,35,18,13,58.1,Matches
Jonathan Burkardt,de GER,"MF,FW",22-266,5.9,2,0,0,6,11,3,11,1,1,2,0,0,13,8,15,34.8,Matches
Finn Dahmen,de GER,GK,25-007,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,100.0,Matches
Angelo Fulgini,fr FRA,MF,26-226,5.8,1,0,0,7,15,1,7,5,5,0,0,0,30,4,12,25.0,Matches
Aymen Barkok,ma MAR,MF,24-317,4.6,1,0,0,16,2,0,12,3,7,0,0,0,40,13,10,56.5,Matches
Delano Burgzorg,nl NED,"FW,MF",24-147,2.4,2,0,0,4,3,3,1,0,3,0,0,0,4,1,11,8.3,Matches
Niklas Tauer,de GER,"DF,MF",22-045,1.0,0,0,0,1,0,0,1,2,1,0,0,0,3,2,1,66.7,Matches
Suliman Mustapha,at AUT,"FW,MF",21-314,0.8,1,0,0,3,0,1,0,0,2,0,0,0,3,1,2,33.3,Matches
Nelson Weiper,de GER,"FW,MF",18-017,0.4,0,0,0,0,2,2,0,0,0,0,0,0,2,3,2,60.0,Matches
Brajan Gruda,de GER,MF,18-307,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.6,26.0,50,1,0,372,262,57,480,351,256,5,5,0,1612,570,545,51.1,
Opponent Total,,,27.4,26.0,59,5,3,273,352,39,422,235,224,3,6,0,1518,545,570,48.9,
