Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Karim Onisiwo,at AUT,"FW,MF",31-017,21.1,66,3.13,46,0,7,7,5,1,8,0.38,2,0,1,2,3,0,Matches
Robin Zentner,de GER,GK,28-157,20.0,6,0.3,3,3,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Edimilson Fernandes,ch SUI,DF,26-353,19.7,27,1.37,15,9,1,1,1,0,2,0.1,1,1,0,0,0,0,Matches
Dominik Kohr,de GER,MF,29-062,18.8,43,2.29,33,0,1,6,3,0,2,0.11,1,0,0,1,0,0,Matches
Lee Jae-sung,kr KOR,MF,30-236,16.4,41,2.5,37,0,1,2,0,1,8,0.49,7,0,0,0,0,1,Matches
Stefan Bell,de GER,DF,31-222,18.7,12,0.64,11,0,0,1,0,0,3,0.16,2,0,0,1,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,23-090,17.7,35,1.98,25,0,1,3,4,2,8,0.45,5,0,1,1,1,0,Matches
Anton Stach,de GER,MF,24-139,17.7,50,2.82,32,10,3,0,3,2,6,0.34,4,1,1,0,0,0,Matches
Anthony Caci,fr FRA,DF,25-276,17.0,39,2.3,26,9,1,2,1,0,5,0.29,4,0,0,1,0,0,Matches
Aarón Martín,es ESP,DF,25-346,16.6,52,3.13,34,16,1,1,0,0,4,0.24,3,1,0,0,0,0,Matches
Silvan Widmer,ch SUI,DF,30-029,15.1,32,2.12,18,9,0,3,2,0,2,0.13,0,1,0,0,1,0,Matches
Alexander Hack,de GER,DF,29-207,12.5,11,0.88,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcus Ingvartsen,dk DEN,"FW,MF",27-089,11.3,17,1.5,11,0,3,2,1,0,3,0.27,3,0,0,0,0,0,Matches
Danny da Costa,de GER,DF,29-264,10.9,29,2.66,21,5,1,1,0,1,4,0.37,2,1,0,0,0,1,Matches
Andreas Hanche-Olsen,no NOR,DF,26-076,9.6,4,0.42,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ludovic Ajorque,fr FRA,FW,29-037,8.2,27,3.31,20,0,0,4,3,0,3,0.37,2,0,0,1,0,0,Matches
Maxim Leitsch,de GER,DF,24-320,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"MF,FW",22-266,5.9,20,3.38,10,0,2,5,2,1,3,0.51,2,0,0,1,0,0,Matches
Finn Dahmen,de GER,GK,25-007,6.0,3,0.5,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Angelo Fulgini,fr FRA,MF,26-226,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches
Aymen Barkok,ma MAR,MF,24-317,4.6,14,3.04,9,1,1,2,1,0,1,0.22,1,0,0,0,0,0,Matches
Delano Burgzorg,nl NED,"FW,MF",24-147,2.4,4,1.7,1,1,0,1,1,0,2,0.85,1,1,0,0,0,0,Matches
Niklas Tauer,de GER,"DF,MF",22-045,1.0,1,0.97,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Suliman Mustapha,at AUT,"FW,MF",21-314,0.8,2,2.65,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nelson Weiper,de GER,"FW,MF",18-017,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Brajan Gruda,de GER,MF,18-307,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.6,26.0,559,21.5,395,63,24,41,28,8,67,2.58,43,6,3,8,5,2,
Opponent Total,,,27.4,26.0,574,22.08,405,49,33,36,44,7,61,2.35,42,3,8,5,2,1,
