Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jefferson Lerma,co COL,"MF,DF",28-107,20.9,3,0,0,20,23,2,4,21,17,0,2,1,141,39,24,61.9,Matches
Adam Smith,eng ENG,DF,31-286,19.2,6,0,0,19,12,0,25,13,21,0,0,0,80,14,26,35.0,Matches
Philip Billing,dk DEN,"MF,FW",26-243,16.3,2,0,0,16,21,3,20,14,19,0,0,0,78,31,17,64.6,Matches
Chris Mepham,wls WAL,DF,25-096,16.9,5,0,0,12,6,0,0,14,12,0,0,1,58,29,20,59.2,Matches
Lewis Cook,eng ENG,MF,26-006,16.5,2,0,0,12,8,0,36,17,22,0,0,0,113,7,8,46.7,Matches
Marcos Senesi,ar ARG,DF,25-275,15.3,2,0,0,15,8,0,6,21,21,0,2,0,87,11,11,50.0,Matches
Dominic Solanke,eng ENG,"FW,MF",25-148,14.9,1,0,0,20,26,4,4,2,4,0,0,0,46,19,38,33.3,Matches
Marcus Tavernier,eng ENG,"MF,FW",23-324,14.3,1,0,0,12,25,3,77,4,16,0,0,0,90,12,20,37.5,Matches
Jordan Zemura,zw ZIM,DF,23-087,12.5,1,0,0,13,11,0,14,13,19,0,1,0,57,5,8,38.5,Matches
Kieffer Moore,wls WAL,FW,30-185,12.4,0,0,0,22,28,1,6,1,11,0,0,0,24,55,51,51.9,Matches
Ryan Christie,sct SCO,"MF,FW",27-352,11.5,1,0,0,20,26,0,14,18,15,0,0,0,72,6,14,30.0,Matches
Neto,br BRA,GK,33-205,10.5,3,0,0,0,3,0,0,0,0,0,0,0,7,2,2,50.0,Matches
Mark Travers,ie IRL,GK,23-267,10.5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0,Matches
Lloyd Kelly,eng ENG,DF,24-126,10.0,2,0,0,8,2,0,6,13,7,0,1,0,43,19,8,70.4,Matches
Jaidon Anthony,eng ENG,"MF,FW",23-070,8.0,1,0,0,6,6,3,30,3,10,0,0,0,40,8,9,47.1,Matches
Ryan Fredericks,eng ENG,DF,30-122,5.0,1,0,0,3,1,0,13,0,1,0,0,0,11,4,9,30.8,Matches
Jack Stacey,eng ENG,DF,26-309,3.3,2,0,0,4,0,1,10,5,4,0,0,0,15,5,3,62.5,Matches
Ben Pearson,eng ENG,MF,28-036,3.2,1,0,0,9,2,0,0,2,3,0,0,0,19,2,3,40.0,Matches
Jack Stephens,eng ENG,DF,29-013,2.0,0,0,0,1,0,0,0,0,2,0,0,0,10,1,2,33.3,Matches
Dango Ouattara,bf BFA,MF,20-363,2.0,0,0,0,2,3,2,7,2,2,0,0,0,10,9,3,75.0,Matches
Joe Rothwell,eng ENG,"MF,DF",28-029,1.7,0,0,0,2,1,0,4,2,1,0,0,0,5,0,2,0.0,Matches
Antoine Semenyo,gh GHA,FW,23-033,1.0,0,0,0,1,2,0,1,0,0,0,0,0,2,4,2,66.7,Matches
Hamed Junior Traorè,ci CIV,FW,22-358,0.7,0,0,0,0,0,0,3,1,3,0,0,0,7,0,1,0.0,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-155,1.2,0,0,0,1,2,0,3,1,1,0,0,0,9,0,4,0.0,Matches
Junior Stanislas,eng ENG,MF,33-075,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Jamal Lowe,jm JAM,"MF,FW",28-203,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Matías Viña,uy URU,MF,25-092,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Owen Bevan,wls WAL,DF,19-106,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Emiliano Marcondes,dk DEN,MF,27-337,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,26.9,21.0,34,0,0,218,217,19,284,167,212,0,6,2,1032,285,286,49.9,
Opponent Total,,,27.3,21.0,29,0,0,220,209,35,532,149,228,3,0,0,1179,286,285,50.1,
