Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Jefferson Lerma,co COL,"MF,DF",28-107,20.9,24,1.15,20,2,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Adam Smith,eng ENG,DF,31-286,19.2,14,0.73,12,1,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
Philip Billing,dk DEN,"MF,FW",26-243,16.3,27,1.66,20,0,4,2,1,0,4,0.25,3,0,0,1,0,0,Matches
Chris Mepham,wls WAL,DF,25-096,16.9,5,0.3,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Cook,eng ENG,MF,26-006,16.5,32,1.94,21,7,0,0,1,3,4,0.24,2,1,0,0,0,1,Matches
Marcos Senesi,ar ARG,DF,25-275,15.3,7,0.46,6,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Dominic Solanke,eng ENG,"FW,MF",25-148,14.9,25,1.68,15,0,4,5,1,0,7,0.47,5,0,0,2,0,0,Matches
Marcus Tavernier,eng ENG,"MF,FW",23-324,14.3,34,2.39,21,7,2,2,2,0,7,0.49,3,2,0,2,0,0,Matches
Jordan Zemura,zw ZIM,DF,23-087,12.5,29,2.32,19,0,6,2,2,0,1,0.08,1,0,0,0,0,0,Matches
Kieffer Moore,wls WAL,FW,30-185,12.4,16,1.29,12,0,1,0,3,0,2,0.16,2,0,0,0,0,0,Matches
Ryan Christie,sct SCO,"MF,FW",27-352,11.5,33,2.87,24,2,1,3,3,0,1,0.09,1,0,0,0,0,0,Matches
Neto,br BRA,GK,33-205,10.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mark Travers,ie IRL,GK,23-267,10.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lloyd Kelly,eng ENG,DF,24-126,10.0,4,0.4,3,1,0,0,0,0,2,0.2,2,0,0,0,0,0,Matches
Jaidon Anthony,eng ENG,"MF,FW",23-070,8.0,25,3.12,18,3,1,1,1,1,1,0.12,0,0,0,0,1,0,Matches
Ryan Fredericks,eng ENG,DF,30-122,5.0,4,0.8,4,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
Jack Stacey,eng ENG,DF,26-309,3.3,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ben Pearson,eng ENG,MF,28-036,3.2,2,0.63,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jack Stephens,eng ENG,DF,29-013,2.0,1,0.49,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dango Ouattara,bf BFA,MF,20-363,2.0,5,2.5,3,0,0,1,1,0,1,0.5,1,0,0,0,0,0,Matches
Joe Rothwell,eng ENG,"MF,DF",28-029,1.7,5,2.87,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antoine Semenyo,gh GHA,FW,23-033,1.0,3,3.0,1,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Hamed Junior Traorè,ci CIV,FW,22-358,0.7,2,3.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-155,1.2,5,4.09,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Junior Stanislas,eng ENG,MF,33-075,0.7,4,5.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jamal Lowe,jm JAM,"MF,FW",28-203,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matías Viña,uy URU,MF,25-092,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Owen Bevan,wls WAL,DF,19-106,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emiliano Marcondes,dk DEN,MF,27-337,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,21.0,307,14.62,220,26,20,22,15,4,33,1.57,23,3,0,5,1,1,
Opponent Total,,,27.3,21.0,601,28.62,447,60,13,41,28,12,71,3.38,43,12,0,12,4,0,
