Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
David Raya,es ESP,GK,27-147,21.0,943,682,890,54,0,0,943,0,0,,0,,577,3511,2271,0,0,0,0,0,421,0,Matches
Bryan Mbeumo,cm CMR,FW,23-186,17.6,646,11,101,190,365,59,645,38,18,47.4,16,42.1,382,2132,800,31,12,14,37,31,425,112,Matches
Mathias Jensen,dk DEN,MF,27-039,17.6,1082,19,220,503,368,19,1082,34,11,32.4,18,52.9,504,1958,740,14,14,1,37,21,562,40,Matches
Rico Henry,eng ENG,DF,25-216,19.9,856,70,261,329,280,21,856,24,11,45.8,9,37.5,406,2038,1034,31,22,8,34,26,420,68,Matches
Ben Mee,eng ENG,DF,33-141,19.4,1179,163,632,470,81,34,1179,2,2,100.0,0,0.0,626,2370,1069,2,5,2,12,1,641,7,Matches
Ivan Toney,eng ENG,FW,26-330,18.9,725,29,77,313,338,92,721,30,8,26.7,18,60.0,366,1434,387,5,12,4,63,26,517,91,Matches
Vitaly Janelt,de GER,"MF,DF",24-275,15.0,767,44,218,411,143,22,767,16,9,56.3,6,37.5,398,1715,779,10,13,0,11,10,443,15,Matches
Ethan Pinnock,jm JAM,DF,29-256,13.0,668,158,411,210,50,22,668,2,1,50.0,0,0.0,237,1022,575,1,0,0,1,6,285,7,Matches
Josh Dasilva,eng ENG,MF,24-109,10.9,519,7,96,237,194,22,519,34,20,58.8,9,26.5,366,2357,1120,42,29,6,16,18,385,37,Matches
Christian Nørgaard,dk DEN,MF,28-336,9.7,541,43,176,295,76,14,541,9,3,33.3,5,55.6,238,783,331,0,3,0,6,5,262,2,Matches
Yoane Wissa,cd COD,FW,26-159,10.2,316,11,43,124,156,33,316,25,11,44.0,9,36.0,190,928,388,12,6,4,28,19,202,62,Matches
Mads Roerslev,dk DEN,DF,23-230,9.4,324,33,128,111,86,9,324,5,2,40.0,2,40.0,150,573,230,7,6,1,12,9,165,27,Matches
Aaron Hickey,sct SCO,DF,20-244,8.2,404,22,106,212,90,9,404,25,7,28.0,11,44.0,248,1317,809,22,7,0,7,4,252,25,Matches
Mathias Jørgensen,dk DEN,DF,32-292,8.3,422,64,210,193,20,7,422,1,0,0.0,1,100.0,215,858,509,1,1,0,2,1,221,1,Matches
Kristoffer Ajer,no NOR,DF,24-298,7.5,379,39,169,154,59,7,379,7,1,14.3,4,57.1,203,1097,604,10,5,0,3,8,215,10,Matches
Pontus Jansson,se SWE,DF,31-361,5.7,286,47,174,108,4,4,286,2,2,100.0,0,0.0,149,603,241,1,0,0,1,1,167,0,Matches
Frank Onyeka,ng NGA,MF,25-039,4.9,188,12,59,81,49,13,188,9,1,11.1,5,55.6,100,341,158,3,5,1,5,6,99,10,Matches
Shandon Baptiste,gd GRN,MF,24-307,4.8,231,7,52,119,63,4,231,10,4,40.0,2,20.0,167,787,383,8,10,2,10,5,157,18,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",21-352,3.4,121,4,21,40,62,18,121,13,4,30.8,9,69.2,83,597,294,8,6,3,11,8,79,35,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-221,3.2,166,1,26,77,64,9,166,7,3,42.9,3,42.9,88,333,144,4,4,1,8,1,94,12,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-156,1.0,63,7,20,27,19,1,63,2,0,0.0,2,100.0,25,65,33,0,1,0,3,0,24,2,Matches
Sergi Canós,es ESP,"FW,DF",26-007,0.9,57,1,13,25,20,2,57,6,4,66.7,2,33.3,29,206,111,4,2,0,0,0,36,7,Matches
Kevin Schade,de GER,"FW,MF",21-074,0.3,17,0,1,8,8,2,17,2,0,0.0,2,100.0,6,132,16,1,0,1,0,1,10,1,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-033,0.2,14,1,4,8,2,0,14,0,0,,0,,2,3,0,0,0,0,0,0,5,0,Matches
Halil Dervişoğlu,tr TUR,MF,23-063,0.1,1,0,0,0,1,0,1,0,0,,0,,2,13,0,0,0,1,0,1,2,0,Matches
Squad Total,,,26.8,21.0,10915,1475,4108,4299,2598,423,10910,303,122,40.3,133,43.9,5757,27173,13026,217,163,49,307,208,6089,589,
Opponent Total,,,27.2,21.0,13520,1217,3724,6003,3918,518,13519,356,176,49.4,137,38.5,7498,40547,21210,422,400,83,348,181,8751,855,
