Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Yunis Abdelhamid,ma MAR,DF,35-190,29.0,1,24,2,8.3,0.83,0.07,0.04,0.5,15.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
Folarin Balogun,eng ENG,FW,21-277,24.4,17,85,39,45.9,3.48,1.6,0.15,0.33,15.1,1,4,5,19.4,15.3,0.18,-2.4,-2.3,Matches
Junya Ito,jp JPN,FW,30-028,23.6,5,35,15,42.9,1.49,0.64,0.14,0.33,15.0,0,0,0,5.0,5.0,0.14,0.0,0.0,Matches
Yehvann Diouf,fr FRA,GK,23-141,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marshall Munetsi,zw ZIM,MF,26-288,21.5,6,51,18,35.3,2.37,0.84,0.12,0.33,17.2,0,0,0,6.9,6.9,0.13,-0.9,-0.9,Matches
Azor Matusiwa,nl NED,MF,24-343,21.0,0,6,2,33.3,0.29,0.1,0.0,0.0,27.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Alexis Flips,fr FRA,"FW,DF",23-078,16.3,4,41,17,41.5,2.52,1.05,0.1,0.24,23.4,5,0,0,3.0,3.0,0.07,1.0,1.0,Matches
Emmanuel Agbadou,ci CIV,DF,25-293,19.9,0,17,3,17.6,0.85,0.15,0.0,0.0,15.4,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Thibault De Smet,be BEL,DF,24-305,14.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thomas Foket,be BEL,DF,28-193,13.8,0,1,0,0.0,0.07,0.0,0.0,,15.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Dion Lopy,sn SEN,MF,21-063,12.9,0,16,4,25.0,1.24,0.31,0.0,0.0,24.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Banzouzi Locko,fr FRA,DF,20-335,11.8,0,5,0,0.0,0.42,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Andrew Gravillon,gp GLP,DF,25-057,11.5,0,8,1,12.5,0.69,0.09,0.0,0.0,18.3,1,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
Kamory Doumbia,ml MLI,MF,20-047,10.4,2,23,9,39.1,2.21,0.87,0.04,0.11,19.2,0,1,1,3.6,2.8,0.12,-1.6,-1.8,Matches
Arber Zeneli,xk KVX,"FW,MF",28-040,10.3,0,29,6,20.7,2.81,0.58,0.0,0.0,21.1,5,0,0,2.0,2.0,0.07,-2.0,-2.0,Matches
Jens Cajuste,se SWE,MF,23-239,11.9,3,20,5,25.0,1.69,0.42,0.15,0.6,18.8,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
Maxime Busi,be BEL,DF,23-174,7.2,0,3,0,0.0,0.42,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Patrick Pentz,at AUT,GK,26-094,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Check Keita,fr FRA,DF,20-004,5.9,0,1,0,0.0,0.17,0.0,0.0,,14.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Mitchell van Bergen,nl NED,"FW,DF",23-222,8.6,0,23,11,47.8,2.67,1.28,0.0,0.0,19.0,0,0,0,1.9,1.9,0.08,-1.9,-1.9,Matches
Wout Faes,be BEL,DF,25-003,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Noah Holm,no NOR,"FW,MF",21-318,2.2,0,2,0,0.0,0.93,0.0,0.0,,36.7,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
Myziane Maolida,fr FRA,"FW,MF",24-051,1.9,1,4,2,50.0,2.08,1.04,0.25,0.5,19.6,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Ibrahim Diakité,gn GUI,DF,19-157,1.5,0,1,1,100.0,0.69,0.69,0.0,0.0,7.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches
El Bilal Touré,ml MLI,FW,21-185,1.0,0,1,1,100.0,0.99,0.99,0.0,0.0,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Martin Adeline,fr FRA,"MF,FW",19-125,1.2,0,1,0,0.0,0.84,0.0,0.0,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Nathanael Mbuku,fr FRA,"FW,MF",21-021,0.7,0,2,0,0.0,2.73,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Kaj Sierhuis,nl NED,"FW,MF",24-344,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Valentin Atangana Edoa,fr FRA,MF,17-224,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafik Guitane,fr FRA,FW,23-315,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.6,29.0,39,399,136,34.1,13.76,4.69,0.09,0.25,18.3,12,5,6,47.8,43.0,0.11,-8.8,-9.0,
Opponent Total,,,27.1,29.0,27,369,118,32.0,12.72,4.07,0.07,0.21,17.6,16,2,2,36.9,35.3,0.1,-9.9,-10.3,
