Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Yunis Abdelhamid,ma MAR,DF,35-190,29.0,1221,1492,81.8,23930,10012,340,398,85.4,749,831,90.1,112,215,52.1,1,0.4,0.6,0.6,10,97,3,0,150,Matches
Folarin Balogun,eng ENG,FW,21-277,24.4,272,402,67.7,3869,812,157,207,75.8,79,117,67.5,14,24,58.3,2,2.7,2.2,-0.7,24,22,14,1,42,Matches
Junya Ito,jp JPN,FW,30-028,23.6,510,814,62.7,7936,3130,262,349,75.1,183,291,62.9,39,99,39.4,5,6.2,6.9,-1.2,47,43,57,15,103,Matches
Yehvann Diouf,fr FRA,GK,23-141,22.0,579,744,77.8,16112,10615,69,70,98.6,305,310,98.4,201,357,56.3,0,0.0,0.0,0.0,1,5,0,0,0,Matches
Marshall Munetsi,zw ZIM,MF,26-288,21.5,479,661,72.5,7528,2437,240,310,77.4,167,217,77.0,41,81,50.6,3,2.3,1.2,0.7,23,54,7,1,69,Matches
Azor Matusiwa,nl NED,MF,24-343,21.0,1014,1193,85.0,19552,6418,370,439,84.3,471,520,90.6,145,178,81.5,0,0.7,1.0,-0.7,16,108,10,0,154,Matches
Alexis Flips,fr FRA,"FW,DF",23-078,16.3,486,752,64.6,8714,3712,227,287,79.1,184,269,68.4,61,141,43.3,6,5.7,5.1,0.3,39,57,32,14,77,Matches
Emmanuel Agbadou,ci CIV,DF,25-293,19.9,862,1010,85.3,17948,6215,259,291,89.0,457,498,91.8,136,196,69.4,2,1.6,1.0,0.4,8,65,9,0,66,Matches
Thibault De Smet,be BEL,DF,24-305,14.8,672,857,78.4,10746,4239,329,382,86.1,284,344,82.6,39,84,46.4,1,0.2,0.4,0.8,5,69,11,5,68,Matches
Thomas Foket,be BEL,DF,28-193,13.8,613,761,80.6,10249,2785,274,324,84.6,275,331,83.1,43,65,66.2,0,1.5,1.5,-1.5,16,37,11,7,48,Matches
Dion Lopy,sn SEN,MF,21-063,12.9,519,612,84.8,9785,2580,199,235,84.7,229,261,87.7,73,91,80.2,1,1.6,0.6,-0.6,15,72,3,0,81,Matches
Banzouzi Locko,fr FRA,DF,20-335,11.8,362,470,77.0,5529,2311,199,229,86.9,129,177,72.9,21,38,55.3,0,0.5,0.5,-0.5,8,44,7,3,55,Matches
Andrew Gravillon,gp GLP,DF,25-057,11.5,330,445,74.2,6298,2474,127,157,80.9,159,191,83.2,38,75,50.7,0,0.4,0.6,-0.4,3,31,4,2,38,Matches
Kamory Doumbia,ml MLI,MF,20-047,10.4,320,406,78.8,5047,1569,154,185,83.2,134,159,84.3,18,33,54.5,2,2.6,1.2,-0.6,16,50,10,1,62,Matches
Arber Zeneli,xk KVX,"FW,MF",28-040,10.3,282,393,71.8,4165,1382,170,207,82.1,82,114,71.9,17,42,40.5,2,2.9,2.0,-0.9,21,23,17,0,48,Matches
Jens Cajuste,se SWE,MF,23-239,11.9,403,506,79.6,7327,2066,176,214,82.2,166,201,82.6,49,69,71.0,1,0.9,0.6,0.1,10,46,9,0,68,Matches
Maxime Busi,be BEL,DF,23-174,7.2,248,344,72.1,4391,1680,123,152,80.9,86,116,74.1,34,59,57.6,1,0.4,0.4,0.6,4,22,8,4,23,Matches
Patrick Pentz,at AUT,GK,26-094,7.0,141,211,66.8,3725,2480,34,36,94.4,61,61,100.0,44,112,39.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Check Keita,fr FRA,DF,20-004,5.9,224,254,88.2,4169,944,82,89,92.1,119,127,93.7,17,27,63.0,0,0.0,0.0,0.0,1,14,0,0,17,Matches
Mitchell van Bergen,nl NED,"FW,DF",23-222,8.6,165,246,67.1,2468,743,92,109,84.4,44,72,61.1,16,39,41.0,1,2.5,2.2,-1.5,16,7,14,8,16,Matches
Wout Faes,be BEL,DF,25-003,3.0,95,115,82.6,2016,841,22,28,78.6,54,58,93.1,16,23,69.6,0,0.0,0.2,0.0,1,8,2,0,8,Matches
Noah Holm,no NOR,"FW,MF",21-318,2.2,27,44,61.4,404,80,16,21,76.2,9,14,64.3,1,4,25.0,0,0.3,0.1,-0.3,3,3,1,0,2,Matches
Myziane Maolida,fr FRA,"FW,MF",24-051,1.9,57,80,71.3,762,135,36,49,73.5,17,22,77.3,1,3,33.3,0,0.1,0.2,-0.1,1,2,3,0,4,Matches
Ibrahim Diakité,gn GUI,DF,19-157,1.5,48,68,70.6,600,354,36,42,85.7,11,15,73.3,0,6,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
El Bilal Touré,ml MLI,FW,21-185,1.0,16,20,80.0,234,46,9,11,81.8,6,7,85.7,0,1,0.0,0,0.1,0.0,-0.1,2,1,1,0,1,Matches
Martin Adeline,fr FRA,"MF,FW",19-125,1.2,29,41,70.7,390,93,12,18,66.7,11,14,78.6,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Nathanael Mbuku,fr FRA,"FW,MF",21-021,0.7,22,27,81.5,318,86,12,14,85.7,9,10,90.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Kaj Sierhuis,nl NED,"FW,MF",24-344,0.6,6,12,50.0,106,12,3,4,75.0,2,6,33.3,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Valentin Atangana Edoa,fr FRA,MF,17-224,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rafik Guitane,fr FRA,FW,23-315,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.6,29.0,10002,12980,77.1,184318,70251,4029,4857,83.0,4482,5353,83.7,1178,2068,57.0,28,33.4,28.9,-5.4,290,888,233,61,1209,
Opponent Total,,,27.1,29.0,11845,14930,79.3,211680,79506,5193,5980,86.8,4895,5800,84.4,1308,2283,57.3,19,28.2,30.9,-9.2,271,1033,274,74,1309,
