Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Yehvann Diouf,fr FRA,GK,23-141,22.0,14,0,1,1,0,21.6,0.24,7.6,0.34,95,227,41.9,601,135,30.1,32.7,140,32.9,33.8,323,29,9.0,23,1.05,12.5,Matches
Patrick Pentz,at AUT,GK,26-094,7.0,14,2,0,2,1,11.9,0.34,-1.1,-0.16,29,94,30.9,152,25,44.7,36.3,59,44.1,38.7,103,8,7.8,4,0.57,12.2,Matches
Squad Total,,,25.6,29.0,28,2,1,3,1,33.4,0.26,6.4,0.22,124,321,38.6,753,160,33.1,33.4,199,36.2,35.2,426,37,8.7,27,0.93,12.5,
Opponent Total,,,27.1,29.0,39,5,0,3,0,45.2,0.29,6.2,0.21,167,421,39.7,794,134,35.6,33.3,223,61.9,43.6,382,22,5.8,39,1.34,14.2,
