Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Yunis Abdelhamid,ma MAR,DF,35-172,27.0,3,0,0,34,18,1,4,49,39,0,0,0,189,62,33,65.3,Matches
Folarin Balogun,eng ENG,FW,21-259,22.5,3,0,0,24,42,23,14,2,3,3,0,0,61,11,43,20.4,Matches
Junya Ito,jp JPN,FW,30-010,21.7,3,1,0,14,27,18,119,6,15,0,0,0,96,14,12,53.8,Matches
Yehvann Diouf,fr FRA,GK,23-123,20.0,2,0,0,0,9,0,0,0,0,0,0,0,31,5,1,83.3,Matches
Marshall Munetsi,zw ZIM,MF,26-270,19.5,4,0,0,38,29,2,15,17,19,0,0,0,113,37,31,54.4,Matches
Azor Matusiwa,nl NED,MF,24-325,19.2,3,0,0,29,23,0,1,36,36,0,0,0,165,23,23,50.0,Matches
Emmanuel Agbadou,ci CIV,DF,25-275,18.8,2,2,0,19,5,0,0,23,30,0,0,0,159,35,26,57.4,Matches
Alexis Flips,fr FRA,"DF,FW",23-060,14.7,2,1,0,17,16,2,88,21,17,0,0,0,114,8,23,25.8,Matches
Thibault De Smet,be BEL,DF,24-287,12.8,1,0,0,16,7,1,21,14,16,0,0,0,61,21,6,77.8,Matches
Dion Lopy,sn SEN,MF,21-045,11.9,5,2,1,22,19,0,5,19,19,1,0,0,100,12,7,63.2,Matches
Banzouzi Locko,fr FRA,DF,20-317,11.8,3,1,0,10,9,1,13,20,16,0,0,0,77,12,8,60.0,Matches
Thomas Foket,be BEL,DF,28-175,11.9,0,0,0,17,13,2,30,20,14,0,0,0,89,5,9,35.7,Matches
Andrew Gravillon,gp GLP,DF,25-039,11.5,3,0,0,18,14,0,16,21,8,0,0,0,65,13,12,52.0,Matches
Kamory Doumbia,ml MLI,MF,20-029,10.1,0,0,0,13,5,0,8,12,11,0,0,0,61,7,16,30.4,Matches
Arber Zeneli,xk KVX,"FW,MF",28-022,10.0,0,0,0,7,11,3,42,2,3,0,0,0,51,3,8,27.3,Matches
Jens Cajuste,se SWE,MF,23-221,11.0,7,1,1,26,23,0,3,15,19,0,0,0,73,10,13,43.5,Matches
Maxime Busi,be BEL,DF,23-156,7.1,3,0,0,9,3,0,14,7,12,0,1,0,48,7,9,43.8,Matches
Patrick Pentz,at AUT,GK,26-076,7.0,1,0,0,0,2,0,0,0,0,0,0,0,8,0,0,,Matches
Mitchell van Bergen,nl NED,"FW,DF",23-204,8.3,1,0,0,10,7,3,45,4,6,1,1,0,48,4,6,40.0,Matches
Check Keita,fr FRA,DF,19-351,5.1,1,0,0,4,5,0,0,3,3,0,0,0,24,8,9,47.1,Matches
Wout Faes,be BEL,DF,24-350,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0,Matches
Noah Holm,no NOR,"FW,MF",21-300,2.2,1,0,0,6,9,1,0,0,4,0,0,0,12,4,12,25.0,Matches
Myziane Maolida,fr FRA,"FW,MF",24-033,1.7,0,0,0,4,1,1,1,2,1,0,0,0,13,1,1,50.0,Matches
Ibrahim Diakité,gn GUI,DF,19-139,1.5,1,0,0,3,2,0,7,5,3,0,0,0,10,1,2,33.3,Matches
El Bilal Touré,ml MLI,FW,21-167,1.0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,6,33.3,Matches
Martin Adeline,fr FRA,"MF,FW",19-107,1.2,2,0,0,5,0,0,0,3,3,0,0,0,11,6,5,54.5,Matches
Nathanael Mbuku,fr FRA,"FW,MF",21-003,0.7,0,0,0,0,7,0,2,0,1,0,0,0,7,0,2,0.0,Matches
Kaj Sierhuis,nl NED,"FW,MF",24-326,0.6,0,0,0,2,1,0,1,0,2,0,0,0,4,0,3,0.0,Matches
Valentin Atangana Edoa,fr FRA,MF,17-206,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
Rafik Guitane,fr FRA,FW,23-297,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,25.5,27.0,53,8,2,353,312,58,449,308,302,5,2,1,1709,316,332,48.8,
Opponent Total,,,26.9,27.0,50,4,1,323,335,50,511,348,314,1,6,0,1634,332,316,51.2,
