Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Mory Diaw,sn SEN,GK,29-285,28,28,2520,28.0,40,1.43,129,87,74.4,9,7,12,7,25.0,9,7,2,0,22.2,Matches
Squad Total,,,27.8,28,28,2520,28.0,40,1.43,129,87,74.4,9,7,12,7,25.0,9,7,2,0,22.2,
Opponent Total,,,27.1,28,28,2520,28.0,27,0.96,104,77,76.0,12,7,9,10,35.7,4,2,1,1,33.3,
