Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
10,Lorient,14,7,3,4,21,15,6,24,1.71,19.3,17.3,2.0,0.14,15,5,5,5,21,25,-4,20,1.33,15.7,27.8,-12.0,-0.8
11,Montpellier,15,6,2,7,24,23,1,20,1.33,22.3,24.6,-2.4,-0.16,14,5,2,7,21,25,-4,17,1.21,15.1,21.8,-6.8,-0.48
12,Clermont Foot,15,5,3,7,13,26,-13,18,1.2,17.8,23.4,-5.5,-0.37,14,5,4,5,16,15,1,19,1.36,15.2,24.5,-9.3,-0.66
13,Toulouse,15,6,4,5,25,23,2,22,1.47,23.7,20.8,2.9,0.19,14,4,1,9,19,28,-9,13,0.93,16.5,23.7,-7.2,-0.51
14,Nantes,14,4,6,4,15,17,-2,18,1.29,19.5,18.8,0.7,0.05,15,2,6,7,15,23,-8,12,0.8,13.8,19.7,-5.9,-0.39
