Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Mory Diaw,sn SEN,GK,29-285,28.0,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,11,4,Matches
Mateusz Wieteska,pl POL,DF,26-051,27.0,30,18,20,10,0,13,24,54.2,11,33,21,12,43,73,81,4,Matches
Neto Borges,br BRA,DF,26-202,24.0,66,40,43,18,5,39,61,63.9,22,36,10,26,35,101,47,1,Matches
Yohann Magnin,fr FRA,MF,25-286,22.7,73,45,27,39,7,42,86,48.8,44,43,10,33,21,94,42,0,Matches
Alidu Seidu,gh GHA,DF,22-303,19.5,36,23,24,9,3,22,34,64.7,12,20,13,7,37,73,38,2,Matches
Johan Gastien,fr FRA,MF,35-068,18.9,40,23,20,17,3,25,69,36.2,44,24,6,18,23,63,20,1,Matches
Saîf-Eddine Khaoui,tn TUN,MF,27-341,18.6,36,21,12,19,5,11,36,30.6,25,16,2,14,27,63,5,0,Matches
Jim Allevinah,ga GAB,"DF,FW",28-035,18.4,33,21,18,11,4,16,51,31.4,35,21,1,20,15,48,17,1,Matches
Muhammed Saracevic Cham,at AUT,MF,22-189,16.1,25,12,13,3,9,10,27,37.0,17,12,0,12,6,31,5,0,Matches
Elba Rashani,xk KVX,"MF,DF",29-329,16.0,24,14,7,13,4,6,20,30.0,14,16,2,14,17,41,13,0,Matches
Grejohn Kyei,fr FRA,FW,27-234,15.6,10,3,1,7,2,2,6,33.3,4,8,2,6,3,13,12,0,Matches
Maximiliano Caufriez,be BEL,DF,26-046,15.4,20,11,15,5,0,12,18,66.7,6,23,11,12,24,44,53,0,Matches
Komnen Andrić,rs SRB,FW,27-276,15.3,13,5,2,7,4,2,15,13.3,13,7,1,6,8,21,11,0,Matches
Florent Ogier,fr FRA,DF,34-013,14.5,22,13,14,7,1,14,28,50.0,14,18,10,8,12,34,43,1,Matches
Maxime Gonalons,fr FRA,MF,34-024,9.5,26,15,10,14,2,9,24,37.5,15,9,1,8,11,37,5,1,Matches
Jérémie Bela,ao ANG,"DF,MF",29-360,7.7,6,4,2,1,3,3,4,75.0,1,9,1,8,9,15,7,0,Matches
Cheick Konaté,ci CIV,DF,19-031,5.0,16,9,8,6,2,12,18,66.7,6,6,0,6,11,27,7,0,Matches
Aïman Maurer,ma MAR,MF,18-190,4.4,2,1,1,1,0,1,6,16.7,5,0,0,0,2,4,5,0,Matches
Jodel Dossou,bj BEN,"MF,DF",31-017,2.9,7,4,3,2,2,4,4,100.0,0,2,1,1,1,8,0,0,Matches
Mehdi Zeffane,dz ALG,"DF,MF",30-319,2.5,2,0,1,1,0,0,6,0.0,6,5,1,4,10,12,5,0,Matches
Arial Mendy,sn SEN,DF,28-147,2.5,4,2,3,0,1,2,2,100.0,0,2,0,2,4,8,4,0,Matches
Baila Diallo,fr FRA,"DF,MF",21-283,1.0,1,0,1,0,0,0,0,,0,1,1,0,0,1,1,0,Matches
Yanis Massolin,fr FRA,MF,20-195,0.7,2,1,1,0,1,0,1,0.0,1,1,0,1,2,4,0,0,Matches
Brandon Baiye,be BEL,MF,22-097,0.6,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,3,0,Matches
Souleymane Cissé,fr FRA,DF,20-238,0.4,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,2,0,Matches
Jason Berthomier,fr FRA,MF,33-087,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jean-Claude Billong,cm CMR,MF,29-096,0.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,Matches
Squad Total,,,27.8,28.0,498,288,249,191,58,248,548,45.3,300,315,96,219,326,824,437,15,
Opponent Total,,,27.1,28.0,494,278,171,238,85,235,481,48.9,246,330,74,256,315,809,418,7,
