Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Arthur Theate,be BEL,DF,22-298,25.9,1913,1874,36,28,0,8,0,6,0,0,0,0,1729,3,10,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-064,23.4,1355,1198,150,36,7,11,160,33,81,34,34,0,994,7,30,Matches
Steve Mandanda,fr FRA,GK,37-356,24.5,879,650,227,89,0,0,0,0,0,0,0,0,645,2,0,Matches
Adrien Truffert,fr FRA,DF,21-119,21.7,1395,1153,239,17,0,2,35,222,0,0,0,0,1106,3,36,Matches
Amine Gouiri,fr FRA,FW,23-031,18.6,470,449,19,0,2,2,8,0,0,0,0,0,380,2,18,Matches
Hamari Traoré,ml MLI,DF,31-051,18.3,1281,1134,145,23,2,7,40,122,0,0,0,0,1087,2,19,Matches
Arnaud Kalimuendo,fr FRA,FW,21-058,14.3,300,273,26,0,0,0,13,3,0,0,0,0,238,1,14,Matches
Flavien Tait,fr FRA,MF,30-045,15.8,923,893,27,21,2,6,6,4,2,0,0,0,783,3,20,Matches
Martin Terrier,fr FRA,"FW,MF",26-015,14.7,603,593,9,2,5,5,13,1,0,0,0,0,447,1,17,Matches
Joe Rodon,wls WAL,DF,25-148,13.7,927,918,8,8,0,3,1,0,0,0,0,0,829,1,3,Matches
Baptiste Santamaria,fr FRA,MF,28-010,13.5,958,934,23,23,1,10,4,0,0,0,0,0,818,1,9,Matches
Lovro Majer,hr CRO,"MF,FW",25-061,11.8,658,608,46,16,1,3,47,7,23,9,8,0,519,4,29,Matches
Désiré Doué,fr FRA,"MF,FW",17-289,10.4,362,348,13,1,3,0,24,1,10,5,3,0,285,1,3,Matches
Christopher Wooh,cm CMR,DF,21-182,8.6,475,466,8,8,0,3,1,0,0,0,0,0,431,1,2,Matches
Chimuanya Ugochukwu,fr FRA,MF,18-358,9.7,457,447,10,10,0,3,2,0,0,0,0,0,394,0,8,Matches
Xeka,pt POR,MF,28-129,6.1,312,296,14,14,1,6,0,0,0,0,0,0,279,2,5,Matches
Djed Spence,eng ENG,DF,22-222,5.4,268,224,44,4,0,0,4,40,0,0,0,0,234,0,4,Matches
Birger Meling,no NOR,DF,28-092,7.3,449,385,63,6,0,0,10,57,0,0,0,0,383,1,7,Matches
Jeremy Doku,be BEL,"MF,FW",20-296,6.7,259,258,0,0,1,0,11,0,0,0,0,0,210,1,9,Matches
Warmed Omari,fr FRA,DF,22-330,5.1,387,376,10,8,2,0,0,0,0,0,0,0,354,1,0,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-186,4.8,137,134,3,0,0,0,3,3,0,0,0,0,100,0,3,Matches
Gaëtan Laborde,fr FRA,FW,28-320,2.8,61,54,7,0,0,0,3,0,0,0,0,0,41,0,6,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,3.6,155,149,5,1,0,2,10,4,0,0,0,0,127,1,6,Matches
Doğan Alemdar,tr TUR,GK,20-141,2.5,72,46,25,6,0,0,0,0,0,0,0,0,49,1,0,Matches
Lorenz Assignon,tg TOG,DF,22-270,2.2,108,89,18,3,0,0,2,15,0,0,0,0,89,1,1,Matches
Ibrahim Salah,be BEL,"FW,MF",21-201,1.3,64,63,1,0,0,0,5,1,0,0,0,0,47,0,2,Matches
Jeanöel Belocian,fr FRA,DF,18-030,1.1,86,85,1,1,0,1,0,0,0,0,0,0,80,0,0,Matches
Loïc Bade,fr FRA,DF,22-342,1.0,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0,Matches
Matthis Abline,fr FRA,"FW,MF",19-356,1.2,15,15,0,0,1,0,2,0,0,0,0,0,7,0,1,Matches
Sehrou Guirassy,gn GUI,MF,27-007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Alan Do Marcolino,ga GAB,FW,21-000,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Guela Doué,fr FRA,FW,20-153,0.1,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,,,25.9,27.0,15402,14184,1178,326,28,72,404,519,116,48,45,0,12751,40,262,
Opponent Total,,,27.0,27.0,12192,10888,1242,357,31,108,399,529,111,43,30,2,9475,62,252,
