Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Arthur Theate,be BEL,DF,22-298,25.9,1729,1913,90.4,35017,11798,473,505,93.7,1020,1087,93.8,208,270,77.0,0,0.4,0.7,-0.4,7,176,3,0,185,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-064,23.4,994,1355,73.4,18371,6230,392,477,82.2,446,570,78.2,126,246,51.2,5,7.7,6.7,-2.7,63,117,72,13,180,Matches
Steve Mandanda,fr FRA,GK,37-356,24.5,645,879,73.4,18084,12650,106,108,98.1,314,319,98.4,222,446,49.8,1,0.1,0.0,0.9,1,11,0,0,0,Matches
Adrien Truffert,fr FRA,DF,21-119,21.7,1106,1395,79.3,17515,5252,544,621,87.6,487,625,77.9,52,87,59.8,6,1.5,1.6,4.5,22,71,17,10,90,Matches
Amine Gouiri,fr FRA,FW,23-031,18.6,380,470,80.9,5332,893,209,247,84.6,117,142,82.4,22,26,84.6,1,2.6,2.6,-1.6,25,23,21,3,48,Matches
Hamari Traoré,ml MLI,DF,31-051,18.3,1087,1281,84.9,19170,5848,444,493,90.1,544,621,87.6,84,132,63.6,2,1.4,2.4,0.6,14,96,26,9,111,Matches
Arnaud Kalimuendo,fr FRA,FW,21-058,14.3,238,300,79.3,3118,524,137,163,84.0,77,87,88.5,7,12,58.3,2,1.8,1.4,0.2,8,12,5,0,20,Matches
Flavien Tait,fr FRA,MF,30-045,15.8,783,923,84.8,13799,3907,348,397,87.7,316,355,89.0,91,118,77.1,2,2.0,2.2,0.0,19,102,26,1,136,Matches
Martin Terrier,fr FRA,"FW,MF",26-015,14.7,447,603,74.1,6794,1561,230,302,76.2,146,187,78.1,38,52,73.1,4,3.4,2.2,0.6,26,39,15,3,60,Matches
Joe Rodon,wls WAL,DF,25-148,13.7,829,927,89.4,17334,4706,157,189,83.1,587,619,94.8,76,101,75.2,0,0.0,0.1,0.0,1,36,0,0,43,Matches
Baptiste Santamaria,fr FRA,MF,28-010,13.5,818,958,85.4,16077,3928,291,337,86.4,379,425,89.2,123,156,78.8,0,0.6,1.1,-0.6,10,97,5,0,107,Matches
Lovro Majer,hr CRO,"MF,FW",25-061,11.8,519,658,78.9,8821,2295,225,272,82.7,220,252,87.3,49,86,57.0,3,2.9,3.0,0.1,23,59,23,7,86,Matches
Désiré Doué,fr FRA,"MF,FW",17-289,10.4,285,362,78.7,4804,1029,138,175,78.9,104,122,85.2,29,41,70.7,1,1.1,1.1,-0.1,11,31,9,1,43,Matches
Christopher Wooh,cm CMR,DF,21-182,8.6,431,475,90.7,9038,2242,98,109,89.9,283,299,94.6,47,62,75.8,0,0.2,0.1,-0.2,1,20,0,0,30,Matches
Chimuanya Ugochukwu,fr FRA,MF,18-358,9.7,394,457,86.2,7419,1617,147,176,83.5,188,204,92.2,49,58,84.5,0,0.0,0.1,0.0,0,28,1,0,35,Matches
Xeka,pt POR,MF,28-129,6.1,279,312,89.4,5221,1409,116,124,93.5,118,130,90.8,35,40,87.5,0,0.0,0.2,0.0,0,32,2,0,39,Matches
Djed Spence,eng ENG,DF,22-222,5.4,234,268,87.3,3569,724,117,131,89.3,106,119,89.1,5,10,50.0,0,0.1,0.2,-0.1,1,18,4,1,17,Matches
Birger Meling,no NOR,DF,28-092,7.3,383,449,85.3,6544,1934,174,197,88.3,172,196,87.8,29,39,74.4,0,0.2,0.8,-0.2,2,29,7,1,55,Matches
Jeremy Doku,be BEL,"MF,FW",20-296,6.7,210,259,81.1,3281,741,115,139,82.7,77,91,84.6,15,15,100.0,0,1.4,1.6,-1.4,12,12,21,2,32,Matches
Warmed Omari,fr FRA,DF,22-330,5.1,354,387,91.5,7706,2221,74,82,90.2,217,226,96.0,59,71,83.1,0,0.3,0.3,-0.3,3,15,1,0,19,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-186,4.8,100,137,73.0,1404,349,58,70,82.9,33,49,67.3,3,3,100.0,0,0.8,0.4,-0.8,5,8,3,1,10,Matches
Gaëtan Laborde,fr FRA,FW,28-320,2.8,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40.0,0,0.2,0.2,-0.2,3,3,2,1,5,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,3.6,127,155,81.9,2261,415,64,73,87.7,43,48,89.6,16,22,72.7,0,0.6,0.9,-0.6,6,7,5,2,18,Matches
Doğan Alemdar,tr TUR,GK,20-141,2.5,49,72,68.1,1486,1243,10,10,100.0,23,23,100.0,16,38,42.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Lorenz Assignon,tg TOG,DF,22-270,2.2,89,108,82.4,1446,389,42,50,84.0,44,50,88.0,3,7,42.9,1,0.3,0.3,0.7,1,5,0,0,7,Matches
Ibrahim Salah,be BEL,"FW,MF",21-201,1.3,47,64,73.4,657,209,23,29,79.3,19,24,79.2,2,5,40.0,0,0.1,0.2,-0.1,3,3,2,1,6,Matches
Jeanöel Belocian,fr FRA,DF,18-030,1.1,80,86,93.0,1476,540,28,31,90.3,47,47,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Loïc Bade,fr FRA,DF,22-342,1.0,52,59,88.1,1163,396,8,10,80.0,35,36,97.2,9,13,69.2,1,0.1,0.0,0.9,1,2,0,0,3,Matches
Matthis Abline,fr FRA,"FW,MF",19-356,1.2,7,15,46.7,129,30,3,6,50.0,3,4,75.0,1,1,100.0,0,0.3,0.2,-0.3,2,1,1,0,2,Matches
Sehrou Guirassy,gn GUI,MF,27-007,0.3,8,8,100.0,67,7,6,6,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,2,1,0,0,0,Matches
Alan Do Marcolino,ga GAB,FW,21-000,0.2,2,2,100.0,28,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Guela Doué,fr FRA,FW,20-153,0.1,4,4,100.0,49,9,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.9,27.0,12751,15402,82.8,237803,75226,4807,5569,86.3,6178,6975,88.6,1423,2169,65.6,29,30.0,30.4,-1.0,272,1058,271,56,1390,
