Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Arthur Theate,be BEL,DF,22-298,25.9,25,16,15,7,3,16,24,66.7,8,18,8,10,23,48,83,2,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-064,23.4,30,21,11,16,3,13,42,31.0,29,29,1,28,21,51,20,0,Matches
Steve Mandanda,fr FRA,GK,37-356,24.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2,Matches
Adrien Truffert,fr FRA,DF,21-119,21.7,62,32,36,17,9,31,43,72.1,12,32,8,24,22,84,54,0,Matches
Amine Gouiri,fr FRA,FW,23-031,18.6,22,12,6,7,9,4,15,26.7,11,12,0,12,6,28,5,0,Matches
Hamari Traoré,ml MLI,DF,31-051,18.3,30,20,17,12,1,16,30,53.3,14,23,5,18,27,57,46,0,Matches
Arnaud Kalimuendo,fr FRA,FW,21-058,14.3,10,4,2,4,4,3,12,25.0,9,14,1,13,2,12,7,0,Matches
Flavien Tait,fr FRA,MF,30-045,15.8,28,14,7,16,5,18,35,51.4,17,15,3,12,19,47,11,0,Matches
Martin Terrier,fr FRA,"FW,MF",26-015,14.7,25,11,7,9,9,13,24,54.2,11,15,2,13,14,39,6,0,Matches
Joe Rodon,wls WAL,DF,25-148,13.7,10,6,8,2,0,4,10,40.0,6,15,11,4,9,19,45,1,Matches
Baptiste Santamaria,fr FRA,MF,28-010,13.5,33,18,10,19,4,15,31,48.4,16,12,3,9,16,49,14,0,Matches
Lovro Majer,hr CRO,"MF,FW",25-061,11.8,22,11,10,8,4,3,16,18.8,13,13,1,12,16,38,5,1,Matches
Désiré Doué,fr FRA,"MF,FW",17-289,10.4,32,15,8,20,4,9,20,45.0,11,15,1,14,9,41,2,0,Matches
Christopher Wooh,cm CMR,DF,21-182,8.6,12,6,8,4,0,6,8,75.0,2,10,4,6,4,16,38,0,Matches
Chimuanya Ugochukwu,fr FRA,MF,18-358,9.7,26,12,9,15,2,11,16,68.8,5,14,6,8,14,40,8,0,Matches
Xeka,pt POR,MF,28-129,6.1,10,3,6,3,1,7,16,43.8,9,11,2,9,6,16,8,0,Matches
Djed Spence,eng ENG,DF,22-222,5.4,13,6,7,2,4,10,16,62.5,6,9,3,6,3,16,13,0,Matches
Birger Meling,no NOR,DF,28-092,7.3,16,9,6,8,2,8,12,66.7,4,9,2,7,12,28,15,0,Matches
Jeremy Doku,be BEL,"MF,FW",20-296,6.7,13,10,4,5,4,8,15,53.3,7,6,0,6,4,17,2,0,Matches
Warmed Omari,fr FRA,DF,22-330,5.1,4,2,3,1,0,3,5,60.0,2,6,2,4,6,10,14,1,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-186,4.8,2,1,0,1,1,2,5,40.0,3,3,0,3,5,7,1,0,Matches
Gaëtan Laborde,fr FRA,FW,28-320,2.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,3.6,6,3,1,4,1,1,5,20.0,4,2,0,2,4,10,2,0,Matches
Doğan Alemdar,tr TUR,GK,20-141,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Lorenz Assignon,tg TOG,DF,22-270,2.2,6,2,4,2,0,2,4,50.0,2,4,0,4,2,8,3,0,Matches
Ibrahim Salah,be BEL,"FW,MF",21-201,1.3,4,1,3,1,0,0,5,0.0,5,2,0,2,2,6,0,0,Matches
Jeanöel Belocian,fr FRA,DF,18-030,1.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,4,0,Matches
Loïc Bade,fr FRA,DF,22-342,1.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,0,Matches
Matthis Abline,fr FRA,"FW,MF",19-356,1.2,1,1,0,0,1,1,1,100.0,0,1,0,1,2,3,1,0,Matches
Sehrou Guirassy,gn GUI,MF,27-007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Alan Do Marcolino,ga GAB,FW,21-000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Guela Doué,fr FRA,FW,20-153,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.9,27.0,444,238,190,183,71,204,413,49.4,209,292,64,228,250,694,419,8,
Opponent Total,,,27.0,27.0,492,274,272,184,36,241,493,48.9,252,336,104,232,293,785,429,6,
