Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Steve Mandanda,fr FRA,GK,38-009,27,27,2385,26.5,26,0.98,98,72,74.5,14,5,8,9,33.3,2,1,1,0,50.0,Matches
Doğan Alemdar,tr TUR,GK,20-159,3,2,225,2.5,4,1.6,8,3,50.0,1,0,1,0,0.0,1,0,1,0,100.0,Matches
Squad Total,,,25.9,29,29,2610,29.0,30,1.03,106,75,72.6,15,5,9,9,31.0,3,1,2,0,66.7,
Opponent Total,,,27.0,29,29,2610,29.0,47,1.62,144,99,68.8,9,5,15,4,13.8,2,2,0,0,0.0,
