Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Arthur Theate,be BEL,DF,22-298,25.9,3,0,0,20,10,0,0,23,16,0,1,1,128,57,34,62.6,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-064,23.4,4,1,1,23,11,2,160,21,21,0,0,0,119,8,25,24.2,Matches
Steve Mandanda,fr FRA,GK,37-356,24.5,1,0,0,1,3,0,0,0,0,0,1,0,43,5,1,83.3,Matches
Adrien Truffert,fr FRA,DF,21-119,21.7,1,0,0,20,25,3,35,22,32,0,0,0,126,34,26,56.7,Matches
Amine Gouiri,fr FRA,FW,23-031,18.6,3,0,0,25,10,7,8,6,12,0,0,0,53,19,36,34.5,Matches
Hamari Traoré,ml MLI,DF,31-051,18.3,4,0,0,21,6,2,40,27,20,0,1,0,104,24,14,63.2,Matches
Arnaud Kalimuendo,fr FRA,FW,21-058,14.3,0,0,0,11,13,7,13,2,4,0,0,0,39,11,50,18.0,Matches
Flavien Tait,fr FRA,MF,30-045,15.8,2,0,0,23,23,0,6,19,14,0,0,0,115,5,8,38.5,Matches
Martin Terrier,fr FRA,"FW,MF",26-015,14.7,0,0,0,12,24,6,13,14,11,0,0,0,58,63,37,63.0,Matches
Joe Rodon,wls WAL,DF,25-148,13.7,2,1,0,10,15,0,1,9,6,0,0,0,69,39,27,59.1,Matches
Baptiste Santamaria,fr FRA,MF,28-010,13.5,2,0,0,14,11,1,4,16,18,0,0,0,119,39,24,61.9,Matches
Lovro Majer,hr CRO,"MF,FW",25-061,11.8,2,0,0,32,19,1,47,16,11,0,0,0,92,4,3,57.1,Matches
Désiré Doué,fr FRA,"MF,FW",17-289,10.4,4,0,0,27,23,4,24,9,15,0,0,0,50,10,11,47.6,Matches
Christopher Wooh,cm CMR,DF,21-182,8.6,2,0,0,12,8,0,1,4,6,1,0,0,30,18,7,72.0,Matches
Chimuanya Ugochukwu,fr FRA,MF,18-358,9.7,1,1,0,18,8,0,2,14,12,0,0,0,58,12,4,75.0,Matches
Xeka,pt POR,MF,28-129,6.1,1,0,0,13,11,0,0,6,3,0,0,0,38,8,15,34.8,Matches
Djed Spence,eng ENG,DF,22-222,5.4,0,0,0,5,4,0,4,3,6,0,0,0,31,3,1,75.0,Matches
Birger Meling,no NOR,DF,28-092,7.3,2,1,0,15,8,2,10,12,9,0,0,0,47,8,8,50.0,Matches
Jeremy Doku,be BEL,"MF,FW",20-296,6.7,0,0,0,9,12,0,11,4,10,0,0,0,52,2,7,22.2,Matches
Warmed Omari,fr FRA,DF,22-330,5.1,2,1,0,3,2,0,0,6,2,0,0,0,33,23,9,71.9,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-186,4.8,0,0,0,3,3,2,3,5,1,0,0,0,20,9,5,64.3,Matches
Gaëtan Laborde,fr FRA,FW,28-320,2.8,0,0,0,0,1,0,3,0,1,0,0,0,7,6,9,40.0,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-032,3.6,1,0,0,5,6,1,10,4,3,0,0,0,29,4,5,44.4,Matches
Doğan Alemdar,tr TUR,GK,20-141,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,Matches
Lorenz Assignon,tg TOG,DF,22-270,2.2,2,0,0,2,2,0,2,2,2,0,0,0,13,2,4,33.3,Matches
Ibrahim Salah,be BEL,"FW,MF",21-201,1.3,0,0,0,0,1,1,5,2,1,0,0,0,8,2,3,40.0,Matches
Jeanöel Belocian,fr FRA,DF,18-030,1.1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,100.0,Matches
Loïc Bade,fr FRA,DF,22-342,1.0,1,0,0,3,1,0,0,1,1,0,0,0,4,2,2,50.0,Matches
Matthis Abline,fr FRA,"FW,MF",19-356,1.2,0,0,0,3,5,1,2,2,1,1,0,0,2,1,4,20.0,Matches
Sehrou Guirassy,gn GUI,MF,27-007,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alan Do Marcolino,ga GAB,FW,21-000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Guela Doué,fr FRA,FW,20-153,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,25.9,27.0,42,6,2,330,265,40,404,250,238,2,3,1,1499,422,379,52.7,
Opponent Total,,,27.0,27.0,35,3,0,279,312,62,399,293,274,3,2,2,1493,379,422,47.3,
