Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Arthur Theate,be BEL,DF,22-316,27.9,2285,172,872,1319,102,28,2285,12,5,41.7,7,58.3,1864,11103,6241,24,24,0,14,5,1755,3,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",29-082,25.4,1731,35,199,860,688,58,1730,28,10,35.7,16,57.1,1290,6048,2248,29,57,3,26,14,1206,201,Matches
Steve Mandanda,fr FRA,GK,38-009,26.5,1006,734,994,13,0,0,1006,1,1,100.0,0,0.0,710,3227,1986,0,0,0,2,0,496,0,Matches
Adrien Truffert,fr FRA,DF,21-137,21.7,1656,65,410,790,467,30,1656,46,21,45.7,19,41.3,1071,5984,2659,55,53,9,27,14,979,166,Matches
Amine Gouiri,fr FRA,FW,23-049,19.2,709,7,37,295,388,93,709,56,21,37.5,33,58.9,524,3100,1157,45,26,17,50,25,523,131,Matches
Hamari Traoré,ml MLI,DF,31-069,19.4,1516,62,319,806,397,41,1516,11,3,27.3,8,72.7,1108,5688,2610,45,51,7,20,8,1023,117,Matches
Arnaud Kalimuendo,fr FRA,FW,21-076,16.2,533,9,40,219,283,81,533,46,19,41.3,23,50.0,393,2277,701,32,17,21,48,27,387,156,Matches
Flavien Tait,fr FRA,MF,30-063,15.8,1078,25,121,689,282,35,1078,41,20,48.8,16,39.0,887,4971,2256,42,35,12,19,24,802,44,Matches
Martin Terrier,fr FRA,"FW,MF",26-033,14.7,782,12,65,361,362,85,782,26,9,34.6,14,53.8,580,3282,1254,34,33,9,26,15,591,137,Matches
Baptiste Santamaria,fr FRA,MF,28-028,14.1,1127,25,197,767,170,13,1127,11,5,45.5,5,45.5,852,4179,1937,8,26,1,22,9,782,16,Matches
Joe Rodon,wls WAL,DF,25-166,13.7,1031,89,431,579,24,12,1031,0,0,,0,,808,3980,1915,3,3,0,3,2,757,0,Matches
Lovro Majer,hr CRO,"MF,FW",25-079,12.2,818,12,101,385,347,38,817,29,15,51.7,11,37.9,638,4302,2011,39,40,3,35,20,581,77,Matches
Désiré Doué,fr FRA,"MF,FW",17-307,11.8,607,8,56,326,237,31,607,72,43,59.7,22,30.6,467,3063,1317,35,27,9,32,28,432,77,Matches
Christopher Wooh,cm CMR,DF,21-200,10.2,647,65,263,372,13,7,647,2,2,100.0,0,0.0,507,2903,1610,6,2,0,7,1,478,0,Matches
Chimuanya Ugochukwu,fr FRA,MF,19-011,11.4,634,23,134,451,55,4,634,16,10,62.5,4,25.0,498,2807,1183,7,12,1,5,8,452,10,Matches
Warmed Omari,fr FRA,DF,22-348,7.1,536,41,250,283,9,3,536,0,0,,0,,410,2518,1253,0,3,0,6,2,384,0,Matches
Karl Toko Ekambi,cm CMR,"MF,FW",30-204,6.4,237,3,18,113,110,27,237,14,9,64.3,5,35.7,183,1286,547,22,16,11,7,10,178,55,Matches
Djed Spence,eng ENG,DF,22-240,6.4,394,23,102,204,98,8,394,27,15,55.6,9,33.3,268,1767,909,21,16,5,14,4,240,18,Matches
Birger Meling,no NOR,DF,28-110,9.2,635,25,130,341,167,11,635,16,4,25.0,11,68.8,444,2965,1480,30,18,3,7,4,390,46,Matches
Xeka,pt POR,MF,28-147,6.1,380,12,74,248,61,6,380,6,1,16.7,3,50.0,276,1285,559,5,8,0,13,3,242,13,Matches
Jeremy Doku,be BEL,"MF,FW",20-314,6.9,392,5,43,142,225,43,392,83,44,53.0,33,39.8,345,3056,1550,45,31,23,23,15,301,80,Matches
Gaëtan Laborde,fr FRA,FW,28-338,2.8,92,2,3,41,51,24,92,2,2,100.0,0,0.0,61,349,150,8,4,4,11,4,59,20,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",21-050,3.6,230,2,19,82,133,25,230,32,15,46.9,14,43.8,189,1486,540,17,10,10,13,12,170,57,Matches
Doğan Alemdar,tr TUR,GK,20-159,2.5,79,60,79,0,0,0,79,0,0,,0,,48,193,102,0,0,0,1,0,36,0,Matches
Lorenz Assignon,tg TOG,DF,22-288,2.2,140,7,40,82,20,4,140,3,1,33.3,2,66.7,87,459,223,4,1,2,3,2,76,8,Matches
Ibrahim Salah,ma MAR,"FW,MF",21-219,1.5,87,0,16,35,36,3,87,6,6,100.0,0,0.0,64,479,202,6,4,0,1,2,57,16,Matches
Jeanöel Belocian,fr FRA,DF,18-048,1.1,92,12,54,38,0,0,92,0,0,,0,,78,366,219,0,0,0,0,0,71,0,Matches
Loïc Bade,fr FRA,DF,22-360,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0,Matches
Matthis Abline,fr FRA,"FW,MF",20-009,1.2,37,1,1,15,22,15,37,0,0,,0,,27,174,105,4,1,2,10,1,27,11,Matches
Sehrou Guirassy,gn GUI,MF,27-025,0.3,13,1,1,3,9,5,13,0,0,,0,,9,43,0,0,0,0,0,1,8,6,Matches
Alan Do Marcolino,ga GAB,FW,21-018,0.2,3,1,1,2,0,0,3,0,0,,0,,2,7,2,0,0,0,0,0,2,0,Matches
Guela Doué,fr FRA,FW,20-171,0.1,4,0,1,3,0,0,4,0,0,,0,,3,14,5,0,0,0,0,0,3,0,Matches
Squad Total,,,25.9,29.0,19578,1545,5106,9895,4758,732,19576,586,281,48.0,255,43.5,14742,83638,39031,566,518,152,445,260,13539,1465,
Opponent Total,,,27.0,29.0,16460,1760,5459,7813,3399,461,16457,537,238,44.3,223,41.5,11571,66131,29953,428,358,96,462,253,10375,1016,
