Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Steve Mandanda,fr FRA,GK,37-356,24.5,25,1,0,5,1,26.6,0.3,2.6,0.1,133,336,39.6,739,107,34.1,32.7,138,60.9,43.3,274,23,8.4,35,1.43,16.7,Matches
Doğan Alemdar,tr TUR,GK,20-141,2.5,4,0,0,0,0,3.9,0.36,-0.1,-0.06,14,34,41.2,52,4,46.2,35.5,19,52.6,42.0,40,2,5.0,3,1.2,13.1,Matches
Squad Total,,,25.9,27.0,29,1,0,5,1,30.4,0.3,2.4,0.09,147,370,39.7,791,111,34.9,32.8,157,59.9,43.1,314,25,8.0,38,1.41,16.4,
Opponent Total,,,27.0,27.0,45,2,0,3,2,43.6,0.31,0.6,0.02,106,354,29.9,664,98,38.9,35.1,169,56.8,42.7,312,15,4.8,18,0.67,13.3,
