Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Davide Frattesi,it ITA,MF,23-148,27,2150.0,80.0,88.5,23.9,26,81.0,11,1,33.0,0,1.33,31.0,35.0,-4.0,-0.17,0.15,32.9,31.8,1.0,0.04,0.19,Matches
Andrea Consigli,it ITA,GK,36-051,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,1.4,34.0,37.0,-3.0,-0.12,0.88,34.1,31.5,2.6,0.1,1.11,Matches
Rogério,br BRA,DF,25-065,25,2095.0,84.0,86.2,23.3,24,87.0,21,1,3.0,1,1.28,29.0,35.0,-6.0,-0.26,-0.53,31.5,30.9,0.7,0.03,0.05,Matches
Jeremy Toljan,de GER,DF,28-223,21,1859.0,89.0,76.5,20.7,20,89.0,19,1,84.0,1,1.1,23.0,31.0,-8.0,-0.39,-0.86,28.8,28.8,0.0,0.0,-0.09,Matches
Armand Lauriente,fr FRA,FW,24-105,20,1639.0,82.0,67.4,18.2,20,82.0,7,0,,0,1.4,28.0,25.0,3.0,0.16,1.07,26.5,21.7,4.7,0.26,0.73,Matches
Gian Marco Ferrari,it ITA,DF,31-032,23,1714.0,75.0,70.5,19.0,19,89.0,17,4,4.0,3,1.17,21.0,30.0,-9.0,-0.47,-0.98,27.0,26.0,1.0,0.05,0.11,Matches
Martin Erlic,hr CRO,DF,25-054,20,1698.0,85.0,69.9,18.9,19,88.0,16,1,27.0,5,1.6,25.0,23.0,2.0,0.11,0.97,25.1,23.6,1.5,0.08,0.2,Matches
Andrea Pinamonti,it ITA,FW,23-304,23,1637.0,71.0,67.4,18.2,19,80.0,8,4,30.0,0,1.26,21.0,23.0,-2.0,-0.11,0.23,25.2,22.5,2.7,0.15,0.38,Matches
Maxime Lopez,fr FRA,MF,25-105,20,1514.0,76.0,62.3,16.8,16,86.0,11,4,36.0,2,1.45,20.0,20.0,0.0,0.0,0.49,22.6,23.2,-0.5,-0.03,-0.14,Matches
Domenico Berardi,it ITA,FW,28-230,17,1174.0,69.0,48.3,13.0,14,79.0,7,3,21.0,1,1.35,19.0,18.0,1.0,0.08,0.51,21.6,15.7,5.9,0.45,0.84,Matches
Matheus Henrique,br BRA,MF,25-090,19,1196.0,63.0,49.2,13.3,12,83.0,6,7,29.0,8,1.37,17.0,22.0,-5.0,-0.38,-0.38,18.0,16.6,1.4,0.1,0.16,Matches
Kristian Thorstvedt,no NOR,MF,24-006,23,1001.0,44.0,41.2,11.1,12,64.0,1,11,21.0,4,1.35,12.0,21.0,-9.0,-0.81,-1.06,13.9,15.9,-2.1,-0.19,-0.35,Matches
Ruan,br BRA,DF,23-285,13,929.0,71.0,38.2,10.3,11,83.0,9,2,7.0,12,1.31,18.0,16.0,2.0,0.19,0.61,14.9,14.3,0.6,0.05,0.05,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-042,12,766.0,64.0,31.5,8.5,9,74.0,1,3,33.0,8,1.08,10.0,12.0,-2.0,-0.23,-0.07,11.4,9.7,1.7,0.2,0.25,Matches
Pedro Obiang,gq EQG,MF,30-357,15,706.0,47.0,29.1,7.8,9,70.0,3,6,13.0,12,1.6,15.0,14.0,1.0,0.13,0.44,11.0,9.1,1.8,0.23,0.3,Matches
Grégoire Defrel,mq MTQ,FW,31-275,16,683.0,43.0,28.1,7.6,8,65.0,0,8,20.0,0,1.56,10.0,11.0,-1.0,-0.13,0.07,8.7,9.9,-1.1,-0.15,-0.23,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-031,11,591.0,54.0,24.3,6.6,6,70.0,1,5,34.0,0,0.73,10.0,10.0,0.0,0.0,0.24,9.6,9.4,0.2,0.03,0.01,Matches
Kaan Ayhan,tr TUR,DF,28-129,10,545.0,55.0,22.4,6.1,5,90.0,5,5,19.0,8,1.4,6.0,11.0,-5.0,-0.83,-0.83,5.7,7.3,-1.6,-0.26,-0.37,Matches
Nadir Zortea,it ITA,DF,23-273,5,450.0,90.0,18.5,5.0,5,90.0,5,0,,1,2.0,7.0,6.0,1.0,0.2,0.47,4.8,6.1,-1.3,-0.26,-0.35,Matches
Luca D'Andrea,it ITA,FW,18-194,5,316.0,63.0,13.0,3.5,5,63.0,0,0,,15,1.4,2.0,4.0,-2.0,-0.57,-0.44,1.9,4.1,-2.2,-0.61,-0.73,Matches
Emil Ceide,no NOR,FW,21-197,14,332.0,24.0,13.7,3.7,3,58.0,0,11,14.0,11,1.0,6.0,6.0,0.0,0.0,0.21,6.8,6.5,0.3,0.09,0.08,Matches
Abdou Harroui,nl NED,MF,25-065,16,338.0,21.0,13.9,3.8,2,65.0,0,14,15.0,10,1.38,3.0,4.0,-1.0,-0.27,-0.09,2.7,5.4,-2.7,-0.73,-0.87,Matches
Nedim Bajrami,al ALB,FW,24-019,7,317.0,45.0,13.0,3.5,2,80.0,0,5,31.0,0,2.29,3.0,5.0,-2.0,-0.57,-0.44,3.4,5.9,-2.5,-0.71,-0.84,Matches
Riccardo Marchizza,it ITA,DF,24-358,7,181.0,26.0,7.4,2.0,2,56.0,0,5,14.0,20,2.0,6.0,6.0,0.0,0.0,0.2,2.6,3.2,-0.6,-0.29,-0.34,Matches
Gianluca Pegolo,it ITA,GK,41-359,2,180.0,90.0,7.4,2.0,2,90.0,2,0,,25,0.5,1.0,3.0,-2.0,-1.0,-0.88,2.1,4.1,-2.0,-1.0,-1.11,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-304,18,312.0,17.0,12.8,3.5,1,53.0,0,17,15.0,9,1.0,6.0,7.0,-1.0,-0.29,-0.12,4.2,5.1,-0.9,-0.26,-0.32,Matches
Mert Müldür,tr TUR,DF,23-350,1,6.0,6.0,0.2,0.1,1,6.0,0,0,,2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,-0.02,Matches
Janis Antiste,fr FRA,FW,20-213,2,52.0,26.0,2.1,0.6,0,,0,2,26.0,13,1.5,2.0,1.0,1.0,1.73,1.96,1.0,1.0,0.0,-0.08,-0.1,Matches
Giacomo Raspadori,it ITA,FW,23-029,1,45.0,45.0,1.9,0.5,0,,0,1,45.0,0,0.0,0.0,1.0,-1.0,-2.0,-1.85,0.4,0.9,-0.5,-1.0,-1.04,Matches
Edoardo Pieragnolo,it ITA,DF,20-075,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Filippo Romagna,it ITA,DF,25-297,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Alessandro Russo,it ITA,GK,21-353,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches
Gioele Zacchi,it ITA,GK,19-252,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,26.8,27,2430.0,90.0,100.0,27.0,297,81.0,175,121,21.0,209,1.33,35.0,40.0,-5.0,-0.19,,36.2,35.6,0.6,0.02,,
Opponent Total,,,27.1,27,2430.0,90.0,100.0,27.0,297,81.0,175,121,21.0,211,1.44,40.0,35.0,5.0,0.19,,35.6,36.2,-0.6,-0.02,,
