Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Davide Frattesi,it ITA,MF,23-148,23.9,49,26,17,26,6,17,30,56.7,13,18,3,15,9,58,30,0,Matches
Andrea Consigli,it ITA,GK,36-051,25.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,11,1,Matches
Rogério,br BRA,DF,25-065,23.3,28,16,17,5,6,12,25,48.0,13,23,5,18,25,53,53,0,Matches
Jeremy Toljan,de GER,DF,28-223,20.7,28,20,15,10,3,15,21,71.4,6,20,8,12,13,41,36,1,Matches
Armand Lauriente,fr FRA,FW,24-105,18.2,14,9,2,6,6,5,12,41.7,7,17,0,17,10,24,7,0,Matches
Gian Marco Ferrari,it ITA,DF,31-032,19.0,21,15,10,10,1,10,13,76.9,3,20,16,4,20,41,71,3,Matches
Martin Erlic,hr CRO,DF,25-054,18.9,20,10,14,5,1,9,16,56.3,7,29,18,11,25,45,85,1,Matches
Andrea Pinamonti,it ITA,FW,23-304,18.2,7,5,0,4,3,3,5,60.0,2,15,1,14,2,9,9,0,Matches
Maxime Lopez,fr FRA,MF,25-105,16.8,35,14,21,10,4,11,44,25.0,33,17,3,14,17,52,17,0,Matches
Domenico Berardi,it ITA,FW,28-230,13.0,17,11,7,6,4,8,27,29.6,19,9,0,9,12,29,12,0,Matches
Matheus Henrique,br BRA,MF,25-090,13.3,14,8,6,5,3,4,10,40.0,6,11,3,8,10,24,6,0,Matches
Kristian Thorstvedt,no NOR,MF,24-006,11.1,14,7,4,8,2,5,13,38.5,8,14,3,11,12,26,13,0,Matches
Ruan,br BRA,DF,23-285,10.3,24,19,17,6,1,12,15,80.0,3,14,9,5,13,37,53,2,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-042,8.5,21,8,7,9,5,10,14,71.4,4,7,1,6,11,32,12,1,Matches
Pedro Obiang,gq EQG,MF,30-357,7.8,25,16,11,12,2,10,15,66.7,5,9,1,8,7,32,13,0,Matches
Grégoire Defrel,mq MTQ,FW,31-275,7.6,7,6,3,2,2,2,4,50.0,2,4,0,4,1,8,4,0,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-031,6.6,11,6,4,6,1,4,11,36.4,7,4,0,4,2,13,0,1,Matches
Kaan Ayhan,tr TUR,DF,28-129,6.1,10,4,6,4,0,7,7,100.0,0,5,4,1,5,15,26,1,Matches
Nadir Zortea,it ITA,DF,23-273,5.0,12,7,9,2,1,8,10,80.0,2,6,3,3,3,15,17,0,Matches
Luca D'Andrea,it ITA,FW,18-194,3.5,4,0,2,1,1,1,4,25.0,3,2,0,2,1,5,1,0,Matches
Emil Ceide,no NOR,FW,21-197,3.7,4,1,4,0,0,3,4,75.0,1,2,0,2,1,5,0,0,Matches
Abdou Harroui,nl NED,MF,25-065,3.8,8,1,4,2,2,1,6,16.7,5,3,1,2,0,8,6,0,Matches
Nedim Bajrami,al ALB,FW,24-019,3.5,4,1,2,2,0,2,5,40.0,3,4,1,3,4,8,2,0,Matches
Riccardo Marchizza,it ITA,DF,24-358,2.0,2,2,1,1,0,2,4,50.0,2,1,0,1,1,3,6,0,Matches
Gianluca Pegolo,it ITA,GK,41-359,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-304,3.5,5,2,0,4,1,1,3,33.3,2,4,1,3,3,8,3,0,Matches
Mert Müldür,tr TUR,DF,23-350,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Janis Antiste,fr FRA,FW,20-213,0.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Giacomo Raspadori,it ITA,FW,23-029,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,27.0,386,214,185,146,55,163,321,50.8,158,258,81,177,207,593,494,11,
Opponent Total,,,27.1,27.0,486,274,235,197,54,208,393,52.9,185,309,85,224,229,715,413,7,
