Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Davide Frattesi,it ITA,MF,23-148,23.9,6,45,20,44.4,1.88,0.84,0.13,0.3,14.6,0,0,0,5.3,5.3,0.12,0.7,0.7,Matches
Andrea Consigli,it ITA,GK,36-051,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rogério,br BRA,DF,25-065,23.3,0,9,3,33.3,0.39,0.13,0.0,0.0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Jeremy Toljan,de GER,DF,28-223,20.7,0,5,0,0.0,0.24,0.0,0.0,,18.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Armand Lauriente,fr FRA,FW,24-105,18.2,7,45,20,44.4,2.47,1.1,0.13,0.3,20.9,8,1,1,4.2,3.4,0.08,2.8,2.6,Matches
Gian Marco Ferrari,it ITA,DF,31-032,19.0,1,6,1,16.7,0.32,0.05,0.17,1.0,10.3,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
Martin Erlic,hr CRO,DF,25-054,18.9,0,1,0,0.0,0.05,0.0,0.0,,7.7,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Andrea Pinamonti,it ITA,FW,23-304,18.2,4,51,16,31.4,2.8,0.88,0.06,0.19,15.7,0,1,1,5.3,4.5,0.09,-1.3,-1.5,Matches
Maxime Lopez,fr FRA,MF,25-105,16.8,0,8,2,25.0,0.48,0.12,0.0,0.0,24.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Domenico Berardi,it ITA,FW,28-230,13.0,6,53,11,20.8,4.06,0.84,0.04,0.18,22.5,4,4,5,7.2,3.3,0.06,-1.2,-1.3,Matches
Matheus Henrique,br BRA,MF,25-090,13.3,2,15,9,60.0,1.13,0.68,0.13,0.22,18.6,0,0,0,1.3,1.3,0.09,0.7,0.7,Matches
Kristian Thorstvedt,no NOR,MF,24-006,11.1,2,16,7,43.8,1.44,0.63,0.13,0.29,16.1,0,0,0,1.9,1.9,0.12,0.1,0.1,Matches
Ruan,br BRA,DF,23-285,10.3,0,4,1,25.0,0.39,0.1,0.0,0.0,10.1,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-042,8.5,1,13,4,30.8,1.53,0.47,0.08,0.25,15.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Pedro Obiang,gq EQG,MF,30-357,7.8,0,5,0,0.0,0.64,0.0,0.0,,19.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Grégoire Defrel,mq MTQ,FW,31-275,7.6,1,10,7,70.0,1.32,0.92,0.1,0.14,13.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-031,6.6,0,8,4,50.0,1.22,0.61,0.0,0.0,20.1,2,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
Kaan Ayhan,tr TUR,DF,28-129,6.1,0,1,1,100.0,0.17,0.17,0.0,0.0,37.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Nadir Zortea,it ITA,DF,23-273,5.0,0,4,1,25.0,0.8,0.2,0.0,0.0,26.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Luca D'Andrea,it ITA,FW,18-194,3.5,0,7,3,42.9,1.99,0.85,0.0,0.0,17.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Emil Ceide,no NOR,FW,21-197,3.7,0,4,0,0.0,1.08,0.0,0.0,,15.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Abdou Harroui,nl NED,MF,25-065,3.8,1,10,3,30.0,2.66,0.8,0.1,0.33,25.6,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Nedim Bajrami,al ALB,FW,24-019,3.5,1,9,5,55.6,2.56,1.42,0.11,0.2,18.5,3,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches
Riccardo Marchizza,it ITA,DF,24-358,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gianluca Pegolo,it ITA,GK,41-359,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-304,3.5,1,11,3,27.3,3.17,0.87,0.09,0.33,15.2,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches
Mert Müldür,tr TUR,DF,23-350,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Janis Antiste,fr FRA,FW,20-213,0.6,1,1,1,100.0,1.73,1.73,1.0,1.0,17.3,0,0,0,0.2,0.2,0.18,0.8,0.8,Matches
Giacomo Raspadori,it ITA,FW,23-029,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,27.0,34,341,122,35.8,12.63,4.52,0.08,0.23,18.3,17,6,7,36.2,30.9,0.09,-2.2,-2.9,
Opponent Total,,,27.1,27.0,40,334,86,25.7,12.37,3.19,0.11,0.42,16.9,12,4,4,35.6,33.0,0.1,4.4,3.0,
