2022-08-08,18:00,Coppa Italia,First round,Mon,Away,L,2,3,Modena,Unnamed: 10,Unnamed: 11,65,"7,274",Gian Marco Ferrari,4-3-3,Gianluca Aureliano,Match Report,Unnamed: 18
2023-03-12,18:00,Serie A,Matchweek 26,Sun,Away,W,4.0,3.0,Roma,3.5,1.5,46.0,,Gian Marco Ferrari,4-3-3,Michael Fabbri,Match Report,
2023-03-17,18:30,Serie A,Matchweek 27,Fri,Home,W,1.0,0.0,Spezia,2.0,0.7,45.0,,Gian Marco Ferrari,4-3-3,Davide Ghersini,Match Report,
2023-04-03,20:45,Serie A,Matchweek 28,Mon,Home,D,1.0,1.0,Torino,1.1,1.7,48.0,,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,
2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,
2023-04-16,18:00,Serie A,Matchweek 30,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,
2023-04-22,15:00,Serie A,Matchweek 31,Sat,Away,,,,Salernitana,,,,,,,,Head-to-Head,
2023-04-30,15:00,Serie A,Matchweek 32,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,
2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Lazio,,,,,,,,Head-to-Head,
2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,
2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,
2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,
2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,
2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,
