2022-08-08,18:00,Coppa Italia,First round,Mon,Away,L,2,3,Modena,Unnamed: 10,Unnamed: 11,65,"7,274",Gian Marco Ferrari,4-3-3,Gianluca Aureliano,Match Report,Unnamed: 18
2022-08-15,20:45,Serie A,Matchweek 1,Mon,Away,L,0.0,3.0,Juventus,0.9,2.0,58.0,38725.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,
2022-08-20,20:45,Serie A,Matchweek 2,Sat,Home,W,1.0,0.0,Lecce,0.6,0.5,59.0,9219.0,Gian Marco Ferrari,4-3-3,Andrea Colombo,Match Report,
2022-08-27,20:45,Serie A,Matchweek 3,Sat,Away,D,2.0,2.0,Spezia,2.8,1.2,57.0,6500.0,Gian Marco Ferrari,4-3-3,Francesco Cosso,Match Report,
2022-08-30,18:30,Serie A,Matchweek 4,Tue,Home,D,0.0,0.0,Milan,1.1,0.7,38.0,18053.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,
2022-09-04,12:30,Serie A,Matchweek 5,Sun,Away,D,0.0,0.0,Cremonese,1.5,0.4,54.0,9105.0,Gian Marco Ferrari,4-3-3,Luca Pairetto,Match Report,
2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,L,1.0,3.0,Udinese,0.5,2.1,33.0,8694.0,Gian Marco Ferrari,4-3-3,Giacomo Camplone,Match Report,
2022-09-17,20:45,Serie A,Matchweek 7,Sat,Away,W,1.0,0.0,Torino,0.4,0.7,43.0,14822.0,Gian Marco Ferrari,4-3-3,Niccolò Baroni,Match Report,
2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,W,5.0,0.0,Salernitana,3.2,0.5,44.0,15786.0,Gian Marco Ferrari,4-3-3,Maria Sole Ferrieri Caputi,Match Report,
2022-10-08,15:00,Serie A,Matchweek 9,Sat,Home,L,1.0,2.0,Inter,1.2,2.3,52.0,17574.0,Gian Marco Ferrari,4-3-3,Simone Sozza,Match Report,
2022-10-15,20:45,Serie A,Matchweek 10,Sat,Away,L,1.0,2.0,Atalanta,0.8,2.5,52.0,17772.0,Gian Marco Ferrari,4-3-3,Matteo Marcenaro,Match Report,
2022-10-24,20:45,Serie A,Matchweek 11,Mon,Home,W,2.0,1.0,Hellas Verona,1.5,1.4,51.0,11368.0,Andrea Consigli,4-3-3,Alberto Santoro,Match Report,
2022-10-29,15:00,Serie A,Matchweek 12,Sat,Away,L,0.0,4.0,Napoli,1.0,2.1,33.0,45000.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,
2022-11-05,15:00,Serie A,Matchweek 13,Sat,Away,L,0.0,1.0,Empoli,0.6,1.2,53.0,7834.0,Gian Marco Ferrari,4-3-3,Ermanno Feliciani,Match Report,
2022-11-09,18:30,Serie A,Matchweek 14,Wed,Home,D,1.0,1.0,Roma,1.2,0.7,46.0,16665.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,
2022-11-12,20:45,Serie A,Matchweek 15,Sat,Away,L,0.0,3.0,Bologna,0.8,0.8,49.0,20811.0,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,
2023-01-04,12:30,Serie A,Matchweek 16,Wed,Home,L,1.0,2.0,Sampdoria,1.8,1.3,67.0,8000.0,Gian Marco Ferrari,4-3-3,Fabio Maresca,Match Report,
2023-01-07,15:00,Serie A,Matchweek 17,Sat,Away,L,1.0,2.0,Fiorentina,1.6,2.2,47.0,29695.0,Gian Marco Ferrari,4-3-3,Gianluca Manganiello,Match Report,
2023-01-15,12:30,Serie A,Matchweek 18,Sun,Home,L,0.0,2.0,Lazio,0.7,2.7,50.0,10000.0,Domenico Berardi,4-2-3-1,Luca Pairetto,Match Report,
2023-01-22,15:00,Serie A,Matchweek 19,Sun,Away,D,1.0,1.0,Monza,1.5,1.5,39.0,,Gian Marco Ferrari,4-2-3-1,Alessandro Prontera,Match Report,
2023-01-29,12:30,Serie A,Matchweek 20,Sun,Away,W,5.0,2.0,Milan,2.2,0.6,40.0,,Andrea Consigli,4-2-3-1,Antonio Giua,Match Report,
2023-02-04,20:45,Serie A,Matchweek 21,Sat,Home,W,1.0,0.0,Atalanta,1.3,0.5,53.0,,Andrea Consigli,4-3-3,Matteo Marcenaro,Match Report,
2023-02-12,12:30,Serie A,Matchweek 22,Sun,Away,D,2.0,2.0,Udinese,0.7,1.6,53.0,,Andrea Consigli,4-3-3,Ivan Pezzuto,Match Report,
2023-02-17,20:45,Serie A,Matchweek 23,Fri,Home,L,0.0,2.0,Napoli,0.8,1.6,40.0,,Andrea Consigli,4-3-3,Andrea Colombo,Match Report,
2023-02-25,20:45,Serie A,Matchweek 24,Sat,Away,W,1.0,0.0,Lecce,1.1,1.2,58.0,,Andrea Consigli,4-3-3,Niccolò Baroni,Match Report,
2023-03-06,18:30,Serie A,Matchweek 25,Mon,Home,W,3.0,2.0,Cremonese,1.0,1.2,54.0,,Andrea Consigli,4-3-3,Francesco Fourneau,Match Report,
