Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Andrea Consigli,it ITA,GK,36-069,26,26,2340,26.0,38,1.46,86,48,59.3,10,6,10,8,30.8,3,3,0,0,0.0,Matches
Gianluca Pegolo,it ITA,GK,42-012,2,2,180,2.0,3,1.5,6,3,66.7,0,1,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,26.9,28,28,2520,28.0,41,1.46,92,51,59.8,10,7,11,8,28.6,4,4,0,0,0.0,
Opponent Total,,,27.1,28,28,2520,28.0,36,1.29,133,97,77.4,11,7,10,8,28.6,7,6,1,0,14.3,
