Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Davide Frattesi,it ITA,MF,23-148,23.9,587,766,76.6,10021,2698,283,347,81.6,212,265,80.0,67,99,67.7,0,1.5,1.5,-1.5,23,54,17,1,100,Matches
Andrea Consigli,it ITA,GK,36-051,25.0,841,1072,78.5,23939,15459,138,138,100.0,354,357,99.2,347,574,60.5,0,0.0,0.0,0.0,0,14,0,0,1,Matches
Rogério,br BRA,DF,25-065,23.3,1133,1438,78.8,20365,8057,533,579,92.1,444,538,82.5,136,244,55.7,2,1.2,1.2,0.8,15,84,33,17,122,Matches
Jeremy Toljan,de GER,DF,28-223,20.7,919,1095,83.9,15145,5529,463,514,90.1,364,417,87.3,74,112,66.1,1,2.4,1.2,-1.4,21,81,19,6,97,Matches
Armand Lauriente,fr FRA,FW,24-105,18.2,438,608,72.0,6647,2035,253,296,85.5,137,187,73.3,29,70,41.4,6,5.9,3.8,0.1,55,30,34,9,62,Matches
Gian Marco Ferrari,it ITA,DF,31-032,19.0,785,919,85.4,15976,5892,239,264,90.5,426,470,90.6,111,164,67.7,0,0.0,0.1,0.0,1,50,2,0,64,Matches
Martin Erlic,hr CRO,DF,25-054,18.9,815,948,86.0,17267,5940,228,254,89.8,448,490,91.4,134,191,70.2,0,0.1,0.1,-0.1,1,33,0,0,44,Matches
Andrea Pinamonti,it ITA,FW,23-304,18.2,241,377,63.9,2938,411,161,218,73.9,51,89,57.3,7,15,46.7,0,1.1,1.4,-1.1,12,12,11,2,20,Matches
Maxime Lopez,fr FRA,MF,25-105,16.8,892,1024,87.1,15255,5452,411,454,90.5,373,419,89.0,84,112,75.0,0,1.6,1.4,-1.6,20,112,7,2,135,Matches
Domenico Berardi,it ITA,FW,28-230,13.0,385,564,68.3,7300,2119,167,212,78.8,151,210,71.9,55,96,57.3,5,3.2,3.0,1.8,25,22,31,4,74,Matches
Matheus Henrique,br BRA,MF,25-090,13.3,475,557,85.3,7921,2195,222,251,88.4,190,207,91.8,45,60,75.0,0,1.3,0.8,-1.3,19,54,9,0,69,Matches
Kristian Thorstvedt,no NOR,MF,24-006,11.1,317,413,76.8,4737,1562,176,214,82.2,109,137,79.6,17,28,60.7,1,1.1,1.2,-0.1,9,40,6,1,49,Matches
Ruan,br BRA,DF,23-285,10.3,438,495,88.5,8697,2086,120,134,89.6,274,295,92.9,38,50,76.0,0,0.0,0.0,0.0,0,7,0,0,7,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-042,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,-0.4,14,23,14,9,32,Matches
Pedro Obiang,gq EQG,MF,30-357,7.8,282,345,81.7,5248,1798,135,159,84.9,109,122,89.3,35,50,70.0,1,0.2,0.1,0.8,2,19,1,0,32,Matches
Grégoire Defrel,mq MTQ,FW,31-275,7.6,118,142,83.1,1447,239,74,82,90.2,30,35,85.7,3,8,37.5,0,0.3,0.1,-0.3,7,8,0,0,7,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-031,6.6,184,245,75.1,3077,823,87,101,86.1,68,83,81.9,20,34,58.8,3,1.8,0.8,1.2,17,17,7,3,26,Matches
Kaan Ayhan,tr TUR,DF,28-129,6.1,288,332,86.7,6000,1702,84,87,96.6,154,167,92.2,48,72,66.7,0,0.0,0.0,0.0,0,20,0,0,15,Matches
Nadir Zortea,it ITA,DF,23-273,5.0,231,296,78.0,3634,1461,125,137,91.2,90,110,81.8,13,39,33.3,0,0.4,0.2,-0.4,5,16,7,4,26,Matches
Luca D'Andrea,it ITA,FW,18-194,3.5,61,84,72.6,896,334,32,42,76.2,24,31,77.4,3,6,50.0,1,0.8,0.4,0.2,10,6,3,2,9,Matches
Emil Ceide,no NOR,FW,21-197,3.7,75,109,68.8,1055,351,46,57,80.7,22,32,68.8,3,5,60.0,0,0.7,0.5,-0.7,6,4,8,1,13,Matches
Abdou Harroui,nl NED,MF,25-065,3.8,126,160,78.8,1998,558,62,69,89.9,54,62,87.1,8,14,57.1,0,0.0,0.1,0.0,2,20,4,1,18,Matches
Nedim Bajrami,al ALB,FW,24-019,3.5,91,130,70.0,1335,271,51,63,81.0,33,43,76.7,5,14,35.7,0,0.5,0.7,-0.5,3,5,2,0,16,Matches
Riccardo Marchizza,it ITA,DF,24-358,2.0,87,113,77.0,1530,520,42,45,93.3,37,45,82.2,8,22,36.4,1,0.2,0.1,0.8,2,8,2,1,7,Matches
Gianluca Pegolo,it ITA,GK,41-359,2.0,64,77,83.1,1652,1058,13,13,100.0,31,32,96.9,19,31,61.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-304,3.5,58,72,80.6,830,156,36,44,81.8,12,16,75.0,6,7,85.7,1,0.3,0.1,0.7,1,4,2,0,6,Matches
Mert Müldür,tr TUR,DF,23-350,0.1,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Janis Antiste,fr FRA,FW,20-213,0.6,13,18,72.2,159,43,8,11,72.7,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Giacomo Raspadori,it ITA,FW,23-029,0.5,10,12,83.3,207,33,2,2,100.0,6,7,85.7,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Squad Total,,,26.8,27.0,10255,12803,80.1,190717,70940,4340,4953,87.6,4310,4996,86.3,1360,2201,61.8,23,26.0,20.0,-3.0,270,744,219,63,1054,
Opponent Total,,,27.1,27.0,10861,13499,80.5,196110,70680,4722,5282,89.4,4639,5341,86.9,1205,2121,56.8,30,27.6,23.1,2.4,262,790,243,77,1004,
