Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Davide Frattesi,it ITA,MF,23-166,24.9,4,0,0,32,43,0,15,11,27,0,0,0,121,19,19,50.0,Matches
Andrea Consigli,it ITA,GK,36-069,26.0,0,0,0,0,2,0,0,0,0,0,0,0,25,9,0,100.0,Matches
Rogério,br BRA,DF,25-083,24.3,5,0,0,20,26,0,83,27,16,0,0,0,124,18,25,41.9,Matches
Jeremy Toljan,de GER,DF,28-241,21.7,2,0,0,7,11,0,17,14,21,0,1,0,105,7,14,33.3,Matches
Armand Lauriente,fr FRA,FW,24-123,19.2,7,1,1,15,35,5,92,10,10,1,0,0,85,1,4,20.0,Matches
Gian Marco Ferrari,it ITA,DF,31-050,20.0,5,0,0,19,25,0,1,20,15,0,2,0,81,35,19,64.8,Matches
Andrea Pinamonti,it ITA,FW,23-322,19.0,2,0,0,17,19,5,11,2,6,1,0,0,26,32,68,32.0,Matches
Martin Erlic,hr CRO,DF,25-072,18.9,2,0,0,16,10,0,0,25,10,0,0,0,87,30,29,50.8,Matches
Maxime Lopez,fr FRA,MF,25-123,17.8,8,0,0,22,10,0,16,19,14,0,0,0,126,4,2,66.7,Matches
Domenico Berardi,it ITA,FW,28-248,13.9,5,0,0,21,28,5,51,13,12,1,0,0,62,9,15,37.5,Matches
Matheus Henrique,br BRA,MF,25-108,14.1,2,0,0,9,24,1,5,10,8,0,0,0,66,9,16,36.0,Matches
Ruan,br BRA,DF,23-303,11.3,5,1,0,14,9,0,0,14,19,0,1,0,63,34,23,59.6,Matches
Kristian Thorstvedt,no NOR,MF,24-024,11.1,4,0,0,16,22,0,7,12,7,0,0,0,52,24,18,57.1,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-060,8.5,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,35.0,Matches
Pedro Obiang,gq EQG,MF,31-010,7.8,2,0,0,14,6,0,1,7,16,0,0,0,42,14,17,45.2,Matches
Grégoire Defrel,mq MTQ,FW,31-293,7.8,2,0,0,10,8,3,1,1,6,0,0,0,23,1,18,5.3,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-049,6.6,1,0,0,9,2,1,26,2,6,0,0,0,35,3,5,37.5,Matches
Kaan Ayhan,tr TUR,DF,28-147,6.1,1,0,0,4,8,0,0,5,4,0,0,0,28,2,7,22.2,Matches
Nadir Zortea,it ITA,DF,23-291,5.0,3,0,0,8,5,0,20,3,7,0,0,0,26,3,6,33.3,Matches
Luca D'Andrea,it ITA,FW,18-212,3.5,0,0,0,4,9,1,7,1,0,0,0,0,13,2,3,40.0,Matches
Emil Ceide,no NOR,FW,21-215,3.7,0,0,0,3,5,0,4,1,1,1,0,0,12,1,3,25.0,Matches
Abdou Harroui,nl NED,MF,25-083,3.9,1,0,0,9,0,0,9,0,1,0,0,0,23,5,4,55.6,Matches
Nedim Bajrami,al ALB,FW,24-037,3.7,0,0,0,4,3,1,15,4,2,0,0,0,23,1,3,25.0,Matches
Riccardo Marchizza,it ITA,DF,25-011,2.0,0,0,0,4,0,1,8,1,2,0,0,0,6,4,2,66.7,Matches
Gianluca Pegolo,it ITA,GK,42-012,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-322,3.5,1,0,0,7,4,2,2,3,2,0,0,0,18,8,10,44.4,Matches
Mert Müldür,tr TUR,DF,24-003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Janis Antiste,fr FRA,FW,20-231,0.6,0,0,0,4,0,0,0,0,0,0,0,0,4,2,1,66.7,Matches
Giacomo Raspadori,it ITA,FW,23-047,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.9,28.0,65,2,1,297,328,25,431,216,220,5,4,0,1314,284,344,45.2,
Opponent Total,,,27.1,28.0,64,4,1,356,270,84,521,234,279,2,7,1,1456,344,284,54.8,
