Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Lewis Dunk,eng ENG,DF,31-118,25,25,2249.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.7,12.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,Matches
Pascal Groß,de GER,"MF,DF",31-277,25,25,2181.0,24.2,6.0,4.0,10.0,6.0,0.0,0.0,2.0,0.0,3.5,3.5,6.9,10.4,37.0,169.0,149.0,0.25,0.17,0.41,0.25,0.41,0.15,0.28,0.43,0.15,0.43,Matches
Solly March,eng ENG,"FW,DF",28-242,25,25,2150.0,23.9,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,6.5,6.5,5.1,11.5,83.0,109.0,284.0,0.29,0.17,0.46,0.29,0.46,0.27,0.21,0.48,0.27,0.48,Matches
Moisés Caicedo,ec ECU,MF,21-137,24,23,2089.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,1.5,2.6,21.0,148.0,33.0,0.04,0.04,0.09,0.04,0.09,0.05,0.06,0.11,0.05,0.11,Matches
Robert Sánchez,es ESP,GK,25-121,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexis Mac Allister,ar ARG,MF,24-085,22,21,1904.0,21.2,7.0,1.0,8.0,3.0,4.0,4.0,6.0,0.0,7.8,4.6,2.2,6.9,36.0,113.0,49.0,0.33,0.05,0.38,0.14,0.19,0.37,0.11,0.47,0.22,0.32,Matches
Pervis Estupiñán,ec ECU,DF,25-057,22,19,1577.0,17.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.9,3.4,55.0,97.0,114.0,0.0,0.17,0.17,0.0,0.17,0.03,0.17,0.19,0.03,0.19,Matches
Joël Veltman,nl NED,DF,31-063,23,18,1718.0,19.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,1.9,37.0,128.0,36.0,0.05,0.05,0.1,0.05,0.1,0.08,0.02,0.1,0.08,0.1,Matches
Adam Webster,eng ENG,DF,28-074,20,17,1498.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,1.6,15.0,84.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.1,Matches
Leandro Trossard,be BEL,"FW,MF",28-105,16,16,1315.0,14.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.4,4.4,2.1,6.5,40.0,67.0,118.0,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45,Matches
Danny Welbeck,eng ENG,FW,32-113,19,14,1258.0,14.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,5.4,5.4,2.5,7.9,20.0,29.0,86.0,0.14,0.14,0.29,0.14,0.29,0.38,0.18,0.56,0.38,0.56,Matches
Kaoru Mitoma,jp JPN,"FW,MF",25-303,20,13,1270.0,14.1,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,3.2,3.2,3.9,7.1,79.0,57.0,141.0,0.43,0.21,0.64,0.43,0.64,0.23,0.28,0.5,0.23,0.5,Matches
