Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Robert Sánchez,es ESP,GK,25-136,22,22,1980,22.0,29,1.32,72,45,66.7,10,5,7,6,27.3,6,5,1,0,16.7,Matches
Jason Steele,eng ENG,GK,32-228,4,4,360,4.0,5,1.25,14,9,64.3,2,2,0,2,50.0,0,0,0,0,,Matches
Squad Total,,,27.4,26,26,2340,26.0,34,1.31,86,54,66.3,12,7,7,8,30.8,6,5,1,0,16.7,
Opponent Total,,,27.3,26,26,2340,26.0,49,1.88,152,107,71.1,7,7,12,5,19.2,5,5,0,0,0.0,
