Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Lewis Dunk,eng ENG,DF,31-133,26.0,0,16,2,12.5,0.62,0.08,0.0,0.0,12.9,1,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
Pascal Groß,de GER,"MF,DF",31-292,25.2,6,25,11,44.0,0.99,0.44,0.24,0.55,16.0,0,0,0,4.0,4.0,0.16,2.0,2.0,Matches
Solly March,eng ENG,"FW,DF",28-257,24.9,7,63,27,42.9,2.53,1.08,0.11,0.26,15.9,1,0,0,7.4,7.4,0.12,-0.4,-0.4,Matches
Moisés Caicedo,ec ECU,MF,21-152,24.2,1,19,6,31.6,0.78,0.25,0.05,0.17,23.5,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
Alexis Mac Allister,ar ARG,MF,24-100,22.2,8,53,20,37.7,2.39,0.9,0.06,0.15,23.0,8,5,5,8.8,4.8,0.09,-0.8,-1.8,Matches
Robert Sánchez,es ESP,GK,25-136,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pervis Estupiñán,ec ECU,DF,25-072,18.4,0,14,1,7.1,0.76,0.05,0.0,0.0,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Joël Veltman,nl NED,DF,31-078,19.9,1,12,4,33.3,0.6,0.2,0.08,0.25,16.1,0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches
Adam Webster,eng ENG,DF,28-089,16.6,0,15,1,6.7,0.9,0.06,0.0,0.0,11.3,0,0,0,1.6,1.6,0.1,-1.6,-1.6,Matches
Leandro Trossard,be BEL,"FW,MF",28-120,14.6,7,38,17,44.7,2.6,1.16,0.18,0.41,15.0,0,0,0,4.4,4.4,0.12,2.6,2.6,Matches
Danny Welbeck,eng ENG,FW,32-128,14.9,3,39,15,38.5,2.62,1.01,0.08,0.2,13.6,0,0,0,6.2,6.2,0.16,-3.2,-3.2,Matches
Kaoru Mitoma,jp JPN,"FW,MF",25-318,15.1,7,25,14,56.0,1.65,0.93,0.28,0.5,13.2,0,0,0,3.4,3.4,0.13,3.6,3.6,Matches
Adam Lallana,eng ENG,"MF,FW",34-328,8.0,2,8,5,62.5,1.0,0.62,0.25,0.4,13.3,0,0,0,0.9,0.9,0.11,1.1,1.1,Matches
Levi Colwill,eng ENG,DF,20-036,7.1,0,3,0,0.0,0.42,0.0,0.0,,8.5,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Evan Ferguson,ie IRL,FW,18-166,5.2,3,17,9,52.9,3.28,1.74,0.18,0.33,15.8,0,0,0,2.2,2.2,0.13,0.8,0.8,Matches
Jason Steele,eng ENG,GK,32-228,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tariq Lamptey,gh GHA,DF,22-185,5.0,0,5,0,0.0,0.99,0.0,0.0,,20.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Deniz Undav,de GER,"FW,MF",26-258,2.9,0,14,4,28.6,4.9,1.4,0.0,0.0,10.1,0,0,0,2.2,2.2,0.18,-2.2,-2.2,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-092,2.4,0,2,1,50.0,0.85,0.42,0.0,0.0,16.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Billy Gilmour,sct SCO,MF,21-296,1.8,0,2,0,0.0,1.1,0.0,0.0,,17.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Jeremy Sarmiento,ec ECU,MF,20-291,2.0,0,5,2,40.0,2.56,1.02,0.0,0.0,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Jan Paul van Hecke,nl NED,DF,22-299,0.9,0,2,0,0.0,2.17,0.0,0.0,,16.3,0,0,0,0.6,0.6,0.3,-0.6,-0.6,Matches
Julio César Enciso,py PAR,"FW,MF",19-070,1.9,0,12,8,66.7,6.35,4.24,0.0,0.0,23.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18-101,0.6,0,2,0,0.0,3.1,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Andrew Moran,ie IRL,FW,19-170,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.4,26.0,45,391,147,37.6,15.04,5.65,0.1,0.27,16.7,10,5,5,46.9,43.4,0.11,-1.9,-3.4,
Opponent Total,,,27.3,26.0,31,237,80,33.8,9.12,3.08,0.11,0.33,16.2,8,5,6,30.5,25.6,0.11,0.5,0.4,
