Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Lewis Dunk,eng ENG,DF,31-133,26.0,2419,294,1233,1132,62,27,2419,1,1,100.0,0,0.0,1629,7836,4028,12,11,0,8,3,1822,1,Matches
Pascal Groß,de GER,"MF,DF",31-292,25.2,1800,47,315,808,686,74,1800,25,11,44.0,11,44.0,1001,4523,2133,42,35,5,28,15,1259,154,Matches
Solly March,eng ENG,"FW,DF",28-257,24.9,1362,39,166,419,788,117,1362,84,41,48.8,28,33.3,838,5397,2478,91,41,39,41,26,927,289,Matches
Moisés Caicedo,ec ECU,MF,21-152,24.2,1764,63,389,1022,377,19,1764,33,17,51.5,14,42.4,1039,4313,1942,22,18,5,29,17,1289,36,Matches
Alexis Mac Allister,ar ARG,MF,24-100,22.2,1482,34,261,816,418,39,1477,46,27,58.7,13,28.3,875,3901,1886,40,40,6,27,24,1084,51,Matches
Robert Sánchez,es ESP,GK,25-136,22.0,791,662,787,4,0,0,791,0,0,,0,,498,2281,1390,0,0,0,0,0,458,0,Matches
Pervis Estupiñán,ec ECU,DF,25-072,18.4,1416,56,329,692,407,41,1416,27,10,37.0,12,44.4,834,3978,2095,60,34,9,27,19,924,121,Matches
Joël Veltman,nl NED,DF,31-078,19.9,1476,84,495,751,239,19,1476,19,5,26.3,8,42.1,803,3843,2031,39,29,2,16,7,908,39,Matches
Adam Webster,eng ENG,DF,28-089,16.6,1400,122,613,708,86,20,1400,6,1,16.7,4,66.7,901,4509,2717,15,12,0,8,3,997,6,Matches
Leandro Trossard,be BEL,"FW,MF",28-120,14.6,697,3,62,278,368,90,697,40,14,35.0,19,47.5,429,2443,1192,40,27,24,38,26,531,118,Matches
Danny Welbeck,eng ENG,FW,32-128,14.9,453,12,26,161,271,77,453,29,16,55.2,10,34.5,275,1236,589,20,10,6,50,14,349,93,Matches
Kaoru Mitoma,jp JPN,"FW,MF",25-318,15.1,826,13,101,302,435,87,826,70,34,48.6,27,38.6,555,4022,2309,82,44,40,33,15,627,149,Matches
Adam Lallana,eng ENG,"MF,FW",34-328,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43,Matches
Levi Colwill,eng ENG,DF,20-036,7.1,635,65,307,299,31,3,635,0,0,,0,,419,2274,1385,10,6,0,1,2,461,1,Matches
Evan Ferguson,ie IRL,FW,18-166,5.2,177,4,12,93,74,19,177,8,4,50.0,4,50.0,97,443,171,6,2,3,13,10,128,30,Matches
Jason Steele,eng ENG,GK,32-228,4.0,132,110,132,0,0,0,132,0,0,,0,,98,434,215,0,0,0,0,0,79,0,Matches
Tariq Lamptey,gh GHA,DF,22-185,5.0,376,15,80,138,161,17,376,28,8,28.6,13,46.4,232,1451,808,28,12,7,16,2,256,58,Matches
Deniz Undav,de GER,"FW,MF",26-258,2.9,95,1,6,27,62,23,95,1,0,0.0,1,100.0,42,156,89,3,3,2,6,5,71,22,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-092,2.4,116,1,12,54,53,7,116,5,1,20.0,4,80.0,58,318,141,5,2,1,10,5,80,17,Matches
Billy Gilmour,sct SCO,MF,21-296,1.8,169,6,40,101,29,3,169,1,0,0.0,1,100.0,108,530,280,3,4,1,3,4,136,3,Matches
Jeremy Sarmiento,ec ECU,MF,20-291,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20,Matches
Jan Paul van Hecke,nl NED,DF,22-299,0.9,111,3,22,81,8,2,111,0,0,,0,,94,497,250,3,4,0,1,0,93,0,Matches
Julio César Enciso,py PAR,"FW,MF",19-070,1.9,79,0,3,33,45,9,79,8,4,50.0,3,37.5,54,339,240,7,7,4,7,9,54,10,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18-101,0.6,29,0,1,9,20,4,29,0,0,,0,,26,133,65,2,2,0,1,1,26,3,Matches
Andrew Moran,ie IRL,FW,19-170,0.1,6,0,0,5,1,0,6,0,0,,0,,3,2,1,0,0,0,2,0,3,1,Matches
Squad Total,,,27.4,26.0,18284,1640,5448,8152,4820,740,18279,448,203,45.3,179,40.0,11183,56084,28984,545,350,159,386,225,12934,1265,
Opponent Total,,,27.3,26.0,13494,1925,5395,5346,2868,467,13488,403,175,43.4,173,42.9,7039,36959,17895,343,231,107,374,261,8106,722,
