Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Lewis Dunk,eng ENG,DF,31-133,26.0,2,0,0,14,17,1,1,25,11,0,3,1,169,48,37,56.5,Matches
Pascal Groß,de GER,"MF,DF",31-292,25.2,2,0,0,20,14,9,173,12,23,0,1,0,93,5,27,15.6,Matches
Solly March,eng ENG,"FW,DF",28-257,24.9,2,0,0,40,34,12,128,20,23,0,0,0,104,26,32,44.8,Matches
Moisés Caicedo,ec ECU,MF,21-152,24.2,8,0,0,49,35,0,10,39,34,0,0,0,171,26,15,63.4,Matches
Alexis Mac Allister,ar ARG,MF,24-100,22.2,7,0,0,25,34,0,18,21,30,0,0,1,160,16,8,66.7,Matches
Robert Sánchez,es ESP,GK,25-136,22.0,1,0,0,1,0,0,0,3,0,0,1,0,25,6,0,100.0,Matches
Pervis Estupiñán,ec ECU,DF,25-072,18.4,3,0,0,25,15,7,61,28,23,1,0,0,113,26,19,57.8,Matches
Joël Veltman,nl NED,DF,31-078,19.9,2,0,0,21,31,0,17,18,29,0,1,0,104,18,18,50.0,Matches
Adam Webster,eng ENG,DF,28-089,16.6,1,0,0,8,5,0,2,16,10,0,0,1,107,45,22,67.2,Matches
Leandro Trossard,be BEL,"FW,MF",28-120,14.6,1,0,0,10,13,4,35,6,6,1,0,0,65,6,11,35.3,Matches
Danny Welbeck,eng ENG,FW,32-128,14.9,0,0,0,23,11,3,0,3,5,1,0,0,20,24,23,51.1,Matches
Kaoru Mitoma,jp JPN,"FW,MF",25-318,15.1,0,0,0,13,14,5,26,8,19,1,0,0,65,10,8,55.6,Matches
Adam Lallana,eng ENG,"MF,FW",34-328,8.0,0,0,0,2,7,0,3,2,4,0,0,0,25,8,9,47.1,Matches
Levi Colwill,eng ENG,DF,20-036,7.1,0,0,0,2,7,0,0,8,2,0,0,0,39,27,6,81.8,Matches
Evan Ferguson,ie IRL,FW,18-166,5.2,1,0,0,4,3,1,0,1,3,0,0,0,16,5,7,41.7,Matches
Jason Steele,eng ENG,GK,32-228,4.0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,,Matches
Tariq Lamptey,gh GHA,DF,22-185,5.0,1,0,0,6,14,0,31,7,6,0,0,0,31,2,7,22.2,Matches
Deniz Undav,de GER,"FW,MF",26-258,2.9,0,0,0,3,1,4,1,0,3,0,0,0,6,5,5,50.0,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-092,2.4,0,0,0,2,1,2,3,1,5,0,0,0,9,0,7,0.0,Matches
Billy Gilmour,sct SCO,MF,21-296,1.8,1,0,0,1,0,0,0,1,0,0,0,0,8,1,3,25.0,Matches
Jeremy Sarmiento,ec ECU,MF,20-291,2.0,1,0,0,4,4,0,3,1,3,0,0,0,4,0,4,0.0,Matches
Jan Paul van Hecke,nl NED,DF,22-299,0.9,0,0,0,0,0,0,0,4,1,0,0,0,4,2,2,50.0,Matches
Julio César Enciso,py PAR,"FW,MF",19-070,1.9,1,0,0,4,3,0,1,1,0,0,0,0,10,1,2,33.3,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18-101,0.6,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,,Matches
Andrew Moran,ie IRL,FW,19-170,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.4,26.0,34,0,0,280,263,48,514,225,240,4,6,3,1361,307,272,53.0,
Opponent Total,,,27.3,26.0,61,1,0,279,271,32,309,291,239,5,5,4,1259,272,307,47.0,
