Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Lewis Dunk,eng ENG,DF,31-136,27.0,19,11,15,3,1,7,19,36.8,12,25,17,8,27,46,65,0,Matches
Pascal Groß,de GER,"MF,DF",31-295,26.2,42,24,17,20,5,18,39,46.2,21,26,8,18,12,54,13,1,Matches
Solly March,eng ENG,"FW,DF",28-260,25.9,43,23,13,12,18,5,22,22.7,17,30,3,27,21,64,27,0,Matches
Moisés Caicedo,ec ECU,MF,21-155,25.1,77,38,30,38,9,32,50,64.0,18,25,4,21,40,117,22,2,Matches
Alexis Mac Allister,ar ARG,MF,24-103,23.0,53,30,17,31,5,25,55,45.5,30,17,2,15,21,74,5,1,Matches
Robert Sánchez,es ESP,GK,25-139,22.0,1,0,1,0,0,0,0,,0,0,0,0,3,4,8,2,Matches
Pervis Estupiñán,ec ECU,DF,25-075,19.4,42,23,23,13,6,26,40,65.0,14,20,6,14,29,71,27,0,Matches
Joël Veltman,nl NED,DF,31-081,20.9,54,30,41,11,2,31,48,64.6,17,27,8,19,19,73,47,0,Matches
Adam Webster,eng ENG,DF,28-092,17.6,16,11,8,6,2,7,12,58.3,5,25,15,10,16,32,44,4,Matches
Leandro Trossard,be BEL,"FW,MF",28-123,14.6,10,6,7,1,2,1,8,12.5,7,17,0,17,6,16,1,0,Matches
Kaoru Mitoma,jp JPN,"FW,MF",25-321,16.1,30,20,11,11,8,13,25,52.0,12,17,0,17,9,39,8,0,Matches
Danny Welbeck,eng ENG,FW,32-131,15.1,11,6,0,4,7,4,8,50.0,4,15,1,14,3,14,11,0,Matches
Adam Lallana,eng ENG,"MF,FW",34-331,8.0,9,4,6,2,1,0,7,0.0,7,6,0,6,2,11,1,0,Matches
Levi Colwill,eng ENG,DF,20-039,7.1,2,2,1,1,0,1,3,33.3,2,3,1,2,8,10,17,0,Matches
Evan Ferguson,ie IRL,FW,18-169,6.0,6,3,1,3,2,1,5,20.0,4,8,1,7,1,7,3,0,Matches
Jason Steele,eng ENG,GK,32-231,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Tariq Lamptey,gh GHA,DF,22-188,5.0,11,6,6,4,1,5,7,71.4,2,7,3,4,7,18,2,0,Matches
Deniz Undav,de GER,"FW,MF",26-261,2.9,4,3,2,1,1,1,1,100.0,0,1,0,1,0,4,1,0,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-095,2.4,10,5,1,6,3,3,4,75.0,1,3,1,2,1,11,1,0,Matches
Billy Gilmour,sct SCO,MF,21-299,1.8,1,0,0,1,0,1,7,14.3,6,1,0,1,1,2,3,0,Matches
Jeremy Sarmiento,ec ECU,MF,20-294,2.0,6,3,4,1,1,2,5,40.0,3,2,0,2,1,7,0,0,Matches
Jan Paul van Hecke,nl NED,DF,22-302,0.9,2,1,1,1,0,1,1,100.0,0,0,0,0,4,6,3,0,Matches
Julio César Enciso,py PAR,"FW,MF",19-073,2.1,2,0,0,2,0,1,1,100.0,0,1,0,1,1,3,1,0,Matches
Facundo Buonanotte,ar ARG,"FW,MF",18-104,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Andrew Moran,ie IRL,FW,19-173,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Yasin Ayari,se SWE,MF,19-182,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.4,27.0,452,250,205,173,74,185,368,50.3,183,277,70,207,232,684,311,11,
Opponent Total,,,27.3,27.0,422,247,224,144,54,186,404,46.0,218,345,105,240,306,728,579,16,
