Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Alban Lafont,fr FRA,GK,24-073,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,2,Matches
Andrei Girotto,br BRA,"DF,MF",31-048,27.5,98,60,61,32,5,59,105,56.2,46,43,17,26,63,161,146,1,Matches
Ludovic Blas,fr FRA,"FW,MF",25-096,23.8,36,24,13,15,8,13,36,36.1,23,23,1,22,14,50,6,0,Matches
Pedro Chirivella,es ESP,MF,25-318,21.0,26,19,10,12,4,13,38,34.2,25,22,1,21,20,46,6,0,Matches
Moses Simon,ng NGA,"FW,MF",27-268,20.8,18,9,6,7,5,7,12,58.3,5,10,1,9,6,24,3,0,Matches
Jean-Charles Castelletto,cm CMR,DF,28-070,19.5,32,19,23,7,2,16,26,61.5,10,24,14,10,43,75,62,0,Matches
Nicolas Pallois,fr FRA,DF,35-199,19.0,55,36,42,11,2,32,49,65.3,17,34,17,17,23,78,93,2,Matches
Samuel Moutoussamy,cd COD,MF,26-237,18.2,46,26,18,21,7,14,48,29.2,34,17,2,15,22,68,8,0,Matches
Moussa Sissoko,fr FRA,MF,33-233,17.0,23,16,16,5,2,12,16,75.0,4,19,5,14,13,36,13,0,Matches
Quentin Merlin,fr FRA,DF,20-325,14.1,22,13,14,6,2,12,25,48.0,13,18,4,14,18,40,21,0,Matches
Mostafa Mohamed,eg EGY,FW,25-129,16.2,14,9,5,4,5,7,14,50.0,7,16,1,15,5,19,28,0,Matches
Fabien Centonze,fr FRA,DF,27-080,12.9,36,24,19,15,2,20,28,71.4,8,16,6,10,34,70,37,0,Matches
Evann Guessand,fr FRA,"FW,MF",21-279,12.4,20,14,8,10,2,6,12,50.0,6,15,1,14,6,26,5,0,Matches
Ignatius Ganago,cm CMR,"FW,MF",24-049,13.1,8,6,2,2,4,4,7,57.1,3,10,0,10,2,10,11,0,Matches
Dennis Appiah,fr FRA,"DF,MF",30-301,8.8,21,11,14,7,0,10,27,37.0,17,13,5,8,10,31,16,0,Matches
Florent Mollet,fr FRA,MF,31-138,7.5,8,4,2,1,5,3,12,25.0,9,8,0,8,5,13,7,0,Matches
Jaouen Hadjam,dz ALG,DF,20-011,7.1,21,16,10,8,3,12,21,57.1,9,8,2,6,9,30,11,0,Matches
Sébastien Corchia,fr FRA,DF,32-156,7.9,16,6,10,2,4,11,21,52.4,10,8,2,6,11,27,20,0,Matches
João Victor,br BRA,DF,24-263,6.1,8,4,4,2,2,2,6,33.3,4,7,1,6,10,18,25,0,Matches
Charles Traore,ml MLI,DF,31-095,3.6,5,3,4,1,0,4,6,66.7,2,9,2,7,8,13,6,0,Matches
Marcus Coco,fr FRA,"DF,FW",26-286,3.7,12,6,5,3,4,3,9,33.3,6,8,3,5,8,20,4,0,Matches
Andy Delort,dz ALG,FW,31-179,3.2,2,1,1,1,0,0,2,0.0,2,2,0,2,0,2,1,0,Matches
Fábio,br BRA,"DF,MF",32-271,2.5,4,2,1,2,1,4,6,66.7,2,2,0,2,3,7,11,0,Matches
Rémy Descamps,fr FRA,GK,26-285,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",28-316,0.9,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0,Matches
Nathan Zeze,fr FRA,DF,17-292,0.7,3,2,2,1,0,1,1,100.0,0,0,0,0,0,3,1,0,Matches
Lohann Doucet,fr FRA,"MF,FW",20-204,1.0,3,0,2,0,1,3,4,75.0,1,2,0,2,2,5,4,0,Matches
Mohamed Achi,fr FRA,FW,21-080,0.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Stredair Appuah,fr FRA,MF,18-283,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,27.4,29.0,538,331,293,175,70,269,535,50.3,266,338,86,252,335,873,561,5,
Opponent Total,,,27.1,29.0,509,308,274,185,50,251,527,47.6,276,290,83,207,260,769,543,8,
