Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
12,Toulouse,15,6,4,5,25,23,2,22,1.47,23.7,20.8,2.9,0.19,13,4,1,8,18,25,-7,13,1.0,15.3,21.9,-6.6,-0.51
13,Clermont Foot,14,4,3,7,11,25,-14,15,1.07,15.5,22.9,-7.4,-0.53,14,5,4,5,16,15,1,19,1.36,15.2,24.5,-9.3,-0.66
14,Nantes,13,4,6,3,15,14,1,18,1.38,18.2,16.6,1.6,0.13,15,2,6,7,15,23,-8,12,0.8,13.8,19.7,-5.9,-0.39
15,Strasbourg,15,3,6,6,18,22,-4,15,1.0,18.4,22.7,-4.3,-0.29,13,2,5,6,16,24,-8,11,0.85,16.2,24.4,-8.2,-0.63
16,Auxerre,14,4,5,5,12,20,-8,17,1.21,16.4,16.7,-0.2,-0.01,15,2,3,10,12,31,-19,9,0.6,14.0,26.1,-12.1,-0.8
