Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Alban Lafont,fr FRA,GK,24-055,27.0,969,842,967,3,0,0,969,3,1,33.3,2,66.7,628,3336,1820,1,0,0,1,0,400,0,Matches
Andrei Girotto,br BRA,"DF,MF",31-030,26.8,1745,248,798,862,92,19,1745,9,2,22.2,6,66.7,1137,5583,2624,10,11,0,9,2,1038,6,Matches
Ludovic Blas,fr FRA,"FW,MF",25-078,22.8,1189,8,116,601,503,63,1185,117,54,46.2,52,44.4,924,6784,2901,83,55,24,65,56,849,175,Matches
Pedro Chirivella,es ESP,MF,25-300,20.5,1391,20,204,1001,194,9,1391,13,7,53.8,5,38.5,1127,5589,2255,15,18,1,5,6,1045,22,Matches
Moses Simon,ng NGA,"FW,MF",27-250,20.2,747,2,79,254,434,82,746,74,24,32.4,40,54.1,567,4847,2329,98,39,31,37,27,528,163,Matches
Jean-Charles Castelletto,cm CMR,DF,28-052,19.5,1134,112,490,591,58,13,1134,16,10,62.5,4,25.0,744,3841,1909,15,16,0,16,3,636,13,Matches
Nicolas Pallois,fr FRA,DF,35-181,18.0,1058,134,523,529,20,8,1058,5,3,60.0,2,40.0,723,3546,1705,3,4,0,11,5,610,1,Matches
Samuel Moutoussamy,cd COD,MF,26-219,17.7,977,32,187,637,166,21,977,17,9,52.9,6,35.3,733,3843,1856,20,18,1,15,10,666,29,Matches
Moussa Sissoko,fr FRA,MF,33-215,16.4,715,24,147,426,161,21,715,18,5,27.8,12,66.7,509,3214,1526,22,17,4,23,12,461,51,Matches
Quentin Merlin,fr FRA,DF,20-307,14.1,1037,41,262,514,275,7,1037,27,13,48.1,11,40.7,675,3942,1984,33,25,5,16,9,604,62,Matches
Mostafa Mohamed,eg EGY,FW,25-111,15.9,451,34,55,191,209,74,451,26,11,42.3,12,46.2,255,1545,468,11,12,9,38,18,299,73,Matches
Fabien Centonze,fr FRA,DF,27-062,12.6,825,65,221,399,212,10,825,44,25,56.8,15,34.1,508,3138,1342,27,25,5,18,7,461,83,Matches
Evann Guessand,fr FRA,"FW,MF",21-261,12.4,442,9,67,201,187,43,442,69,36,52.2,28,40.6,336,2706,1165,39,19,7,44,24,313,86,Matches
Ignatius Ganago,cm CMR,FW,24-031,12.7,370,12,40,170,166,54,370,17,5,29.4,10,58.8,249,1496,455,15,5,4,32,15,256,73,Matches
Dennis Appiah,fr FRA,"DF,MF",30-283,8.8,554,37,158,292,113,4,554,18,6,33.3,10,55.6,372,2193,1173,15,13,0,12,10,339,51,Matches
Jaouen Hadjam,fr FRA,DF,19-358,7.1,457,26,129,234,104,11,457,35,22,62.9,11,31.4,291,2065,957,16,13,5,12,10,256,29,Matches
Florent Mollet,fr FRA,MF,31-120,6.5,357,6,48,180,131,6,357,16,7,43.8,5,31.3,251,1526,613,12,6,0,10,9,236,35,Matches
Sébastien Corchia,fr FRA,"DF,MF",32-138,6.9,375,21,93,150,137,9,375,8,2,25.0,1,12.5,232,1215,504,19,7,3,10,5,204,60,Matches
João Victor,br BRA,DF,24-245,5.1,260,30,127,121,18,1,260,5,2,40.0,2,40.0,166,1139,625,5,6,1,6,2,146,3,Matches
Charles Traore,ml MLI,DF,31-077,3.6,207,21,77,98,33,1,207,2,0,0.0,0,0.0,109,481,213,2,3,0,3,0,93,6,Matches
Marcus Coco,fr FRA,"DF,FW",26-268,3.6,202,9,48,79,81,16,202,4,1,25.0,3,75.0,140,841,440,10,3,3,13,7,125,30,Matches
Fábio,br BRA,"DF,MF",32-253,2.5,149,10,32,64,53,4,149,4,1,25.0,3,75.0,87,409,191,4,6,0,4,1,80,18,Matches
Andy Delort,dz ALG,FW,31-161,2.3,95,0,6,42,47,21,95,6,4,66.7,2,33.3,58,293,78,2,1,1,8,3,66,21,Matches
Rémy Descamps,fr FRA,GK,26-267,1.0,28,26,28,0,0,0,28,0,0,,0,,18,149,124,0,0,0,0,0,5,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",28-298,0.9,54,0,8,23,23,2,54,1,0,0.0,0,0.0,42,236,79,1,1,1,1,4,40,12,Matches
Nathan Zeze,fr FRA,DF,17-274,0.7,30,1,15,15,0,0,30,0,0,,0,,20,103,49,0,0,0,0,0,18,0,Matches
Lohann Doucet,fr FRA,"MF,FW",20-186,1.0,92,5,20,59,14,1,92,2,1,50.0,1,50.0,63,355,201,2,3,0,0,0,54,1,Matches
Mohamed Achi,fr FRA,FW,21-062,0.4,25,0,4,11,10,0,25,1,0,0.0,1,100.0,21,134,75,2,2,0,0,1,19,1,Matches
Stredair Appuah,fr FRA,MF,18-265,0.1,8,0,1,4,3,0,8,1,1,100.0,0,0.0,6,85,44,1,1,0,1,0,5,1,Matches
Squad Total,,,27.3,28.0,15943,1775,4950,7751,3444,500,15938,558,252,45.2,244,43.7,10991,64634,29705,483,329,105,410,246,9852,1105,
Opponent Total,,,27.1,28.0,18329,1680,5340,8804,4357,653,18325,579,249,43.0,266,45.9,13484,78982,36398,552,461,136,468,259,12345,1332,
