Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Alban Lafont,fr FRA,GK,24-073,28,2519.0,90.0,96.5,28.0,28,90.0,27,0,,0,1.04,29.0,39.0,-10.0,-0.36,-0.36,31.6,37.8,-6.2,-0.22,-1.27,Matches
Andrei Girotto,br BRA,"DF,MF",31-048,28,2471.0,88.0,94.7,27.5,28,88.0,24,0,,1,1.07,29.0,37.0,-8.0,-0.29,1.0,32.1,36.2,-4.1,-0.15,0.56,Matches
Ludovic Blas,fr FRA,"FW,MF",25-096,28,2140.0,76.0,82.0,23.8,23,87.0,16,5,28.0,1,1.07,26.0,27.0,-1.0,-0.04,1.68,30.0,28.1,1.8,0.08,1.42,Matches
Pedro Chirivella,es ESP,MF,25-318,24,1891.0,79.0,72.5,21.0,23,81.0,10,1,28.0,2,0.92,18.0,28.0,-10.0,-0.48,-0.48,23.8,29.1,-5.2,-0.25,-0.26,Matches
Moses Simon,ng NGA,"FW,MF",27-268,25,1875.0,75.0,71.8,20.8,23,80.0,8,2,22.0,0,0.92,20.0,29.0,-9.0,-0.43,-0.31,23.1,27.9,-4.8,-0.23,-0.19,Matches
Jean-Charles Castelletto,cm CMR,DF,28-070,23,1758.0,76.0,67.4,19.5,21,83.0,18,2,13.0,2,1.17,20.0,26.0,-6.0,-0.31,0.12,21.5,24.9,-3.4,-0.17,0.01,Matches
Nicolas Pallois,fr FRA,DF,35-199,20,1707.0,85.0,65.4,19.0,20,85.0,17,0,,1,0.9,21.0,30.0,-9.0,-0.47,-0.37,23.4,24.4,-1.0,-0.05,0.36,Matches
Samuel Moutoussamy,cd COD,MF,26-237,26,1635.0,63.0,62.6,18.2,18,81.0,10,8,21.0,0,1.12,19.0,24.0,-5.0,-0.28,0.19,21.0,23.4,-2.5,-0.14,0.11,Matches
Moussa Sissoko,fr FRA,MF,33-233,22,1531.0,70.0,58.7,17.0,18,82.0,8,4,12.0,2,0.95,17.0,26.0,-9.0,-0.53,-0.45,16.8,23.0,-6.2,-0.37,-0.46,Matches
Quentin Merlin,fr FRA,DF,20-325,16,1265.0,79.0,48.5,14.1,15,84.0,8,1,4.0,0,1.06,15.0,20.0,-5.0,-0.36,-0.02,17.7,18.9,-1.2,-0.09,0.18,Matches
Mostafa Mohamed,eg EGY,FW,25-129,29,1462.0,50.0,56.0,16.2,14,75.0,3,15,28.0,0,1.03,22.0,21.0,1.0,0.06,0.92,18.5,22.4,-3.8,-0.23,-0.13,Matches
Fabien Centonze,fr FRA,DF,27-080,16,1163.0,73.0,44.6,12.9,13,82.0,10,3,33.0,1,1.19,13.0,12.0,1.0,0.08,0.76,14.6,13.6,1.0,0.08,0.46,Matches
