Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Alban Lafont,fr FRA,GK,24-055,27,27,2429,27.0,36,1.33,126,94,74.6,6,11,10,9,33.3,4,4,0,0,0.0,Matches
Rémy Descamps,fr FRA,GK,26-267,1,1,90,1.0,1,1.0,6,5,83.3,0,1,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.3,28,28,2519,28.0,37,1.32,132,99,75.0,6,12,10,9,32.1,4,4,0,0,0.0,
Opponent Total,,,27.1,28,28,2520,28.0,30,1.07,108,79,75.0,10,12,6,10,35.7,5,3,1,1,25.0,
