Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alban Lafont,fr FRA,GK,24-073,28.0,640,917,69.8,19724,15073,82,83,98.8,299,306,97.7,258,525,49.1,0,0.1,0.1,-0.1,1,10,1,0,1,Matches
Andrei Girotto,br BRA,"DF,MF",31-048,27.5,1154,1375,83.9,23742,7808,367,408,90.0,569,637,89.3,189,280,67.5,1,1.9,0.8,-0.9,12,104,5,2,108,Matches
Ludovic Blas,fr FRA,"FW,MF",25-096,23.8,735,916,80.2,13745,3014,303,344,88.1,306,361,84.8,99,158,62.7,2,3.8,3.4,-1.8,35,73,23,5,124,Matches
Pedro Chirivella,es ESP,MF,25-318,21.0,1117,1310,85.3,20629,5980,473,508,93.1,446,501,89.0,154,232,66.4,1,1.6,0.8,-0.6,22,176,10,1,164,Matches
Moses Simon,ng NGA,"FW,MF",27-268,20.8,361,567,63.7,5920,1545,185,235,78.7,132,203,65.0,31,81,38.3,3,2.9,2.9,0.1,34,29,21,12,46,Matches
Jean-Charles Castelletto,cm CMR,DF,28-070,19.5,773,933,82.9,14440,5211,282,327,86.2,386,435,88.7,82,134,61.2,0,0.0,0.5,0.0,1,61,4,2,68,Matches
Nicolas Pallois,fr FRA,DF,35-199,19.0,740,885,83.6,15555,5875,219,242,90.5,383,424,90.3,127,199,63.8,0,0.3,1.0,-0.3,2,64,5,1,59,Matches
Samuel Moutoussamy,cd COD,MF,26-237,18.2,728,842,86.5,12319,3310,320,357,89.6,313,344,91.0,63,84,75.0,2,0.7,1.2,1.3,14,84,9,1,105,Matches
Moussa Sissoko,fr FRA,MF,33-233,17.0,475,600,79.2,7797,2256,218,265,82.3,196,232,84.5,35,51,68.6,0,0.9,0.8,-0.9,15,57,8,5,74,Matches
Quentin Merlin,fr FRA,DF,20-325,14.1,680,902,75.4,12930,4785,278,317,87.7,292,372,78.5,92,178,51.7,1,1.9,1.9,-0.9,25,55,16,11,64,Matches
Mostafa Mohamed,eg EGY,FW,25-129,16.2,162,272,59.6,2227,527,88,140,62.9,46,73,63.0,11,18,61.1,2,1.7,0.7,0.3,15,14,4,1,19,Matches
Fabien Centonze,fr FRA,DF,27-080,12.9,496,658,75.4,7888,3347,247,296,83.4,197,255,77.3,32,64,50.0,0,0.5,0.5,-0.5,7,42,10,8,66,Matches
Evann Guessand,fr FRA,"FW,MF",21-279,12.4,176,272,64.7,2573,812,99,135,73.3,59,92,64.1,10,26,38.5,2,1.2,0.9,0.8,11,16,10,2,31,Matches
Ignatius Ganago,cm CMR,"FW,MF",24-049,13.1,164,261,62.8,2441,506,97,138,70.3,45,75,60.0,12,25,48.0,3,1.6,1.5,1.4,8,14,3,0,17,Matches
Dennis Appiah,fr FRA,"DF,MF",30-301,8.8,339,468,72.4,5590,2196,152,191,79.6,154,204,75.5,22,53,41.5,0,0.2,0.3,-0.2,4,30,7,4,39,Matches
Florent Mollet,fr FRA,MF,31-138,7.5,275,342,80.4,4543,1406,124,136,91.2,107,128,83.6,28,51,54.9,1,2.3,1.4,-1.3,16,25,8,3,45,Matches
Jaouen Hadjam,dz ALG,DF,20-011,7.1,294,364,80.8,4695,1579,150,164,91.5,116,145,80.0,20,37,54.1,1,0.2,0.3,0.8,5,25,10,4,33,Matches
Sébastien Corchia,fr FRA,DF,32-156,7.9,231,340,67.9,3863,1670,109,138,79.0,92,137,67.2,19,40,47.5,1,0.3,0.4,0.7,5,16,7,5,26,Matches
João Victor,br BRA,DF,24-263,6.1,220,269,81.8,4364,1048,71,90,78.9,117,129,90.7,30,45,66.7,1,0.4,0.2,0.6,1,14,1,1,22,Matches
Charles Traore,ml MLI,DF,31-095,3.6,133,167,79.6,2421,1006,50,57,87.7,61,74,82.4,15,25,60.0,0,0.5,0.4,-0.5,2,10,3,2,7,Matches
Marcus Coco,fr FRA,"DF,FW",26-286,3.7,107,145,73.8,1645,566,63,77,81.8,31,39,79.5,9,21,42.9,0,0.6,0.5,-0.6,4,6,4,3,14,Matches
Andy Delort,dz ALG,FW,31-179,3.2,45,91,49.5,712,175,25,49,51.0,13,22,59.1,5,14,35.7,0,0.5,0.4,-0.5,6,4,3,2,4,Matches
Fábio,br BRA,"DF,MF",32-271,2.5,87,117,74.4,1376,431,47,57,82.5,34,44,77.3,4,11,36.4,0,0.6,0.7,-0.6,4,5,5,1,11,Matches
Rémy Descamps,fr FRA,GK,26-285,1.0,22,26,84.6,684,521,2,2,100.0,10,10,100.0,9,13,69.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",28-316,0.9,36,44,81.8,485,148,16,20,80.0,15,17,88.2,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches
Nathan Zeze,fr FRA,DF,17-292,0.7,18,26,69.2,325,104,4,5,80.0,12,17,70.6,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Lohann Doucet,fr FRA,"MF,FW",20-204,1.0,67,79,84.8,1244,307,24,30,80.0,34,35,97.1,7,11,63.6,0,0.2,0.0,-0.2,1,3,1,0,9,Matches
Mohamed Achi,fr FRA,FW,21-080,0.4,18,21,85.7,274,76,7,7,100.0,10,12,83.3,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,3,Matches
Stredair Appuah,fr FRA,MF,18-283,0.1,5,6,83.3,75,6,2,2,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,27.4,29.0,10298,13215,77.9,194226,71288,4104,4820,85.1,4476,5324,84.1,1365,2382,57.3,21,24.6,21.4,-3.6,252,942,178,76,1163,
Opponent Total,,,27.1,29.0,12828,15757,81.4,220355,83931,5851,6670,87.7,5405,6224,86.8,1097,1999,54.9,22,27.5,30.4,-5.5,267,1103,274,50,1386,
