Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Alban Lafont,fr FRA,GK,24-073,28,28,2519.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrei Girotto,br BRA,"DF,MF",31-048,28,28,2471.0,27.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.9,2.8,10.0,108.0,6.0,0.04,0.04,0.07,0.04,0.07,0.03,0.07,0.1,0.03,0.1,Matches
Ludovic Blas,fr FRA,"FW,MF",25-096,28,23,2140.0,23.8,6.0,2.0,8.0,4.0,2.0,4.0,2.0,0.0,7.3,4.4,3.8,8.2,92.0,124.0,182.0,0.25,0.08,0.34,0.17,0.25,0.31,0.16,0.47,0.18,0.34,Matches
Pedro Chirivella,es ESP,MF,25-318,24,23,1891.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.6,2.4,15.0,164.0,22.0,0.0,0.05,0.05,0.0,0.05,0.04,0.08,0.11,0.04,0.11,Matches
Moses Simon,ng NGA,"FW,MF",27-268,25,23,1875.0,20.8,5.0,3.0,8.0,4.0,1.0,1.0,3.0,0.0,4.1,3.2,2.9,6.0,103.0,46.0,167.0,0.24,0.14,0.38,0.19,0.34,0.2,0.14,0.34,0.15,0.29,Matches
Jean-Charles Castelletto,cm CMR,DF,28-070,23,21,1758.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,15.0,68.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Nicolas Pallois,fr FRA,DF,35-199,20,20,1707.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.9,0.9,0.3,1.1,3.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Samuel Moutoussamy,cd COD,MF,26-237,26,18,1635.0,18.2,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,0.7,2.1,21.0,105.0,29.0,0.0,0.11,0.11,0.0,0.11,0.07,0.04,0.11,0.07,0.11,Matches
Moussa Sissoko,fr FRA,MF,33-233,22,18,1531.0,17.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,0.9,3.2,22.0,74.0,55.0,0.12,0.0,0.12,0.12,0.12,0.14,0.05,0.19,0.14,0.19,Matches
Quentin Merlin,fr FRA,DF,20-325,16,15,1265.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.9,2.3,33.0,64.0,62.0,0.0,0.07,0.07,0.0,0.07,0.03,0.13,0.16,0.03,0.16,Matches
