Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Alban Lafont,fr FRA,GK,24-073,28.0,917,639,277,77,0,9,0,0,0,0,0,0,640,1,2,Matches
Andrei Girotto,br BRA,"DF,MF",31-048,27.5,1375,1337,34,33,1,14,8,1,0,0,0,0,1154,4,10,Matches
Ludovic Blas,fr FRA,"FW,MF",25-096,23.8,916,826,85,36,2,22,78,12,26,17,7,0,735,5,17,Matches
Pedro Chirivella,es ESP,MF,25-318,21.0,1310,1244,61,42,1,17,13,3,0,0,0,0,1117,5,15,Matches
Moses Simon,ng NGA,"FW,MF",27-268,20.8,567,518,45,12,3,2,101,5,27,9,10,0,361,4,28,Matches
Jean-Charles Castelletto,cm CMR,DF,28-070,19.5,933,878,53,25,0,6,6,28,0,0,0,0,773,2,5,Matches
Nicolas Pallois,fr FRA,DF,35-199,19.0,885,863,21,17,0,7,3,4,0,0,0,0,740,1,7,Matches
Samuel Moutoussamy,cd COD,MF,26-237,18.2,842,829,11,9,1,6,4,2,0,0,0,0,728,2,18,Matches
Moussa Sissoko,fr FRA,MF,33-233,17.0,600,575,25,18,0,2,19,7,0,0,0,0,475,0,21,Matches
Quentin Merlin,fr FRA,DF,20-325,14.1,902,721,180,23,0,12,85,119,37,4,24,0,680,1,18,Matches
Mostafa Mohamed,eg EGY,FW,25-129,16.2,272,257,15,0,1,1,9,1,0,0,0,0,162,0,16,Matches
Fabien Centonze,fr FRA,DF,27-080,12.9,658,549,108,6,0,1,44,102,0,0,0,0,496,1,16,Matches
Evann Guessand,fr FRA,"FW,MF",21-279,12.4,272,265,3,1,1,2,28,1,0,0,0,0,176,4,10,Matches
Ignatius Ganago,cm CMR,"FW,MF",24-049,13.1,261,251,10,0,1,2,17,0,0,0,0,0,164,0,9,Matches
Dennis Appiah,fr FRA,"DF,MF",30-301,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8,Matches
Florent Mollet,fr FRA,MF,31-138,7.5,342,285,55,13,0,1,43,3,29,9,18,0,275,2,8,Matches
Jaouen Hadjam,dz ALG,DF,20-011,7.1,364,296,65,9,0,0,19,56,0,0,0,0,294,3,4,Matches
Sébastien Corchia,fr FRA,DF,32-156,7.9,340,276,63,5,0,0,41,51,7,0,5,0,231,1,11,Matches
João Victor,br BRA,DF,24-263,6.1,269,239,29,15,0,0,5,14,0,0,0,0,220,1,4,Matches
Charles Traore,ml MLI,DF,31-095,3.6,167,124,43,4,0,0,5,39,0,0,0,0,133,0,5,Matches
Marcus Coco,fr FRA,"DF,FW",26-286,3.7,145,135,10,3,0,0,14,6,1,0,1,0,107,0,6,Matches
Andy Delort,dz ALG,FW,31-179,3.2,91,82,8,0,0,0,12,2,1,0,1,0,45,1,2,Matches
Fábio,br BRA,"DF,MF",32-271,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2,Matches
Rémy Descamps,fr FRA,GK,26-285,1.0,26,18,8,2,0,0,0,0,0,0,0,0,22,0,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",28-316,0.9,44,39,5,2,0,1,3,2,1,1,0,0,36,0,1,Matches
Nathan Zeze,fr FRA,DF,17-292,0.7,26,25,1,1,0,0,0,0,0,0,0,0,18,0,0,Matches
Lohann Doucet,fr FRA,"MF,FW",20-204,1.0,79,76,3,2,0,2,0,1,0,0,0,0,67,0,1,Matches
Mohamed Achi,fr FRA,FW,21-080,0.4,21,20,1,0,0,0,1,0,1,0,1,0,18,0,0,Matches
Stredair Appuah,fr FRA,MF,18-283,0.1,6,5,1,1,0,1,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,27.4,29.0,13215,11859,1315,362,11,108,585,548,130,40,67,0,10298,41,244,
Opponent Total,,,27.1,29.0,15757,14323,1399,379,46,72,494,605,151,71,53,1,12828,35,288,
