Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Kevin Danso,at AUT,DF,24-196,29.0,1719,1902,90.4,32591,11594,566,612,92.5,982,1048,93.7,156,210,74.3,1,0.9,1.1,0.1,8,119,2,0,135,Matches
Brice Samba,fr FRA,GK,28-343,29.0,740,964,76.8,19612,13117,164,165,99.4,312,318,98.1,250,463,54.0,0,0.0,0.0,0.0,0,12,1,0,1,Matches
Salis Abdul Samed,gh GHA,MF,23-008,27.0,1551,1693,91.6,24598,5977,755,813,92.9,656,694,94.5,86,109,78.9,1,1.5,1.9,-0.5,15,145,14,2,143,Matches
Florian Sotoca,fr FRA,"FW,MF",32-160,26.5,877,1147,76.5,15194,4144,401,479,83.7,336,438,76.7,97,144,67.4,8,7.3,5.5,0.7,50,91,44,15,144,Matches
Seko Fofana,ci CIV,MF,27-331,26.1,1170,1344,87.1,19338,4066,581,640,90.8,448,497,90.1,98,125,78.4,4,3.2,2.9,0.8,26,115,29,8,141,Matches
Facundo Medina,ar ARG,DF,23-310,22.9,1746,1944,89.8,28898,11245,816,864,94.4,734,798,92.0,125,191,65.4,3,0.8,1.3,2.2,12,187,13,8,196,Matches
Jonathan Gradit,fr FRA,DF,30-130,22.4,1369,1520,90.1,24869,9360,517,565,91.5,709,753,94.2,113,151,74.8,3,1.1,1.3,1.9,10,162,10,3,179,Matches
Przemysław Frankowski,pl POL,"DF,MF",27-356,23.6,1055,1422,74.2,17830,6400,517,590,87.6,419,559,75.0,95,212,44.8,2,5.4,5.6,-3.4,53,72,39,21,109,Matches
Loïs Openda,be BEL,FW,23-046,19.7,214,324,66.0,3151,696,100,149,67.1,80,103,77.7,10,27,37.0,2,2.6,2.6,-0.6,16,12,13,2,30,Matches
Deiver Machado,co COL,"DF,MF",29-213,18.9,572,696,82.2,9079,2560,298,351,84.9,210,245,85.7,42,64,65.6,1,1.4,1.8,-0.4,14,28,18,11,45,Matches
