Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Kevin Danso,at AUT,DF,24-199,29.0,35,1.21,33,0,1,0,1,0,4,0.14,4,0,0,0,0,0,Matches
Brice Samba,fr FRA,GK,28-346,29.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Salis Abdul Samed,gh GHA,MF,23-011,27.0,46,1.71,39,0,2,2,2,1,1,0.04,1,0,0,0,0,0,Matches
Florian Sotoca,fr FRA,"FW,MF",32-163,26.5,108,4.07,87,0,2,13,4,2,16,0.6,14,0,0,1,1,0,Matches
Seko Fofana,ci CIV,MF,27-334,26.1,76,2.91,66,0,3,1,4,2,10,0.38,8,0,1,0,1,0,Matches
Facundo Medina,ar ARG,DF,23-313,22.9,37,1.62,34,1,0,2,0,0,4,0.17,3,0,0,1,0,0,Matches
Jonathan Gradit,fr FRA,DF,30-133,22.4,34,1.51,28,0,1,0,3,2,6,0.27,6,0,0,0,0,0,Matches
Przemysław Frankowski,pl POL,"DF,MF",27-359,23.6,96,4.08,55,35,1,1,2,2,9,0.38,5,4,0,0,0,0,Matches
Loïs Openda,be BEL,FW,23-049,19.7,44,2.24,25,1,6,6,6,0,5,0.25,2,0,3,0,0,0,Matches
Deiver Machado,co COL,"DF,MF",29-216,18.9,31,1.64,20,3,0,0,6,2,4,0.21,1,2,0,0,0,1,Matches
David Pereira da Costa,pt POR,"MF,FW",22-091,15.1,59,3.89,48,0,6,3,1,1,7,0.46,6,0,1,0,0,0,Matches
Massadio Haïdara,ml MLI,"DF,MF",30-125,14.8,15,1.01,12,0,1,0,1,1,2,0.13,0,0,0,0,1,1,Matches
Adrien Thomasson,fr FRA,"MF,FW",29-117,7.4,20,2.72,18,1,0,1,0,0,4,0.54,4,0,0,0,0,0,Matches
Angelo Fulgini,fr FRA,"FW,MF",26-229,5.4,22,4.06,10,11,0,0,1,0,1,0.18,1,0,0,0,0,0,Matches
Wesley Saïd,fr FRA,"FW,MF",27-352,6.7,21,3.11,10,0,8,3,0,0,3,0.44,0,0,2,1,0,0,Matches
Jimmy Cabot,fr FRA,"DF,MF",28-353,5.7,31,5.45,23,7,0,0,0,1,1,0.18,1,0,0,0,0,0,Matches
Jean Onana,cm CMR,MF,23-088,4.2,7,1.66,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",24-304,5.6,14,2.5,9,1,1,2,0,1,2,0.36,2,0,0,0,0,0,Matches
Łukasz Poręba,pl POL,MF,23-024,2.7,9,3.28,8,0,0,0,0,1,2,0.73,1,0,0,0,0,1,Matches
Julien Le Cardinal,fr FRA,DF,25-246,1.6,7,4.34,4,1,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Rémy Labeau Lascary,gp GLP,"FW,MF",20-034,1.3,1,0.79,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ismaëlben Boura,fr FRA,"DF,FW",22-235,1.0,2,1.94,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Adam Buksa,pl POL,"FW,MF",26-268,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ignatius Ganago,cm CMR,FW,24-049,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Patrick Berg,no NOR,"MF,FW",25-133,0.3,2,7.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gaël Kakuta,cd COD,FW,31-289,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Steven Fortes,cv CPV,DF,30-354,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Christopher Wooh,cm CMR,MF,21-200,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,29.0,718,24.76,540,61,33,36,32,16,81,2.79,59,6,7,3,3,3,
Opponent Total,,,26.8,29.0,485,16.72,355,51,21,32,15,11,31,1.07,20,4,0,4,2,1,
