Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Brice Samba,fr FRA,GK,28-343,29.0,21,2,0,5,1,25.2,0.24,5.2,0.18,136,324,42.0,851,110,34.3,32.7,111,28.8,31.0,288,21,7.3,38,1.31,16.9,Matches
Squad Total,,,27.0,29.0,21,2,0,5,1,25.2,0.24,5.2,0.18,136,324,42.0,851,110,34.3,32.7,111,28.8,31.0,288,21,7.3,38,1.31,16.9,
Opponent Total,,,26.8,29.0,48,3,0,2,2,43.2,0.28,-2.8,-0.1,140,419,33.4,711,121,40.6,35.0,237,54.9,41.5,510,26,5.1,31,1.07,12.4,
