Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Kevin Danso,at AUT,DF,24-196,29.0,1,21,2,9.5,0.72,0.07,0.05,0.5,15.0,0,0,0,2.5,2.4,0.11,-1.5,-1.4,Matches
Brice Samba,fr FRA,GK,28-343,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Salis Abdul Samed,gh GHA,MF,23-008,27.0,1,12,3,25.0,0.45,0.11,0.08,0.33,20.3,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Florian Sotoca,fr FRA,"FW,MF",32-160,26.5,6,75,27,36.0,2.83,1.02,0.07,0.19,15.3,0,1,3,9.6,7.3,0.1,-3.6,-2.3,Matches
Seko Fofana,ci CIV,MF,27-331,26.1,4,64,18,28.1,2.45,0.69,0.05,0.17,19.7,0,1,2,7.5,5.9,0.09,-3.5,-2.9,Matches
Facundo Medina,ar ARG,DF,23-310,22.9,1,13,3,23.1,0.57,0.13,0.08,0.33,14.4,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches
Jonathan Gradit,fr FRA,DF,30-130,22.4,1,5,1,20.0,0.22,0.04,0.2,1.0,14.0,0,0,0,0.8,0.8,0.17,0.2,0.2,Matches
Przemysław Frankowski,pl POL,"DF,MF",27-356,23.6,2,21,3,14.3,0.89,0.13,0.05,0.33,21.5,1,1,1,2.2,1.4,0.07,-0.2,-0.4,Matches
Loïs Openda,be BEL,FW,23-046,19.7,15,70,33,47.1,3.55,1.68,0.21,0.45,12.5,0,0,0,13.1,13.1,0.19,1.9,1.9,Matches
Deiver Machado,co COL,"DF,MF",29-213,18.9,3,12,5,41.7,0.64,0.27,0.25,0.6,18.2,0,0,0,1.0,1.0,0.08,2.0,2.0,Matches
David Pereira da Costa,pt POR,"MF,FW",22-088,15.1,1,25,7,28.0,1.65,0.46,0.04,0.14,17.6,3,0,0,2.7,2.7,0.11,-1.7,-1.7,Matches
Massadio Haïdara,ml MLI,"DF,MF",30-122,14.8,0,9,0,0.0,0.61,0.0,0.0,,12.0,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Matches
Adrien Thomasson,fr FRA,"MF,FW",29-114,7.4,2,10,3,30.0,1.36,0.41,0.2,0.67,13.3,0,0,0,1.5,1.5,0.15,0.5,0.5,Matches
Angelo Fulgini,fr FRA,"FW,MF",26-226,5.4,1,7,3,42.9,1.29,0.55,0.14,0.33,14.4,0,0,0,0.8,0.8,0.12,0.2,0.2,Matches
Wesley Saïd,fr FRA,"FW,MF",27-349,6.7,5,25,9,36.0,3.71,1.33,0.2,0.56,14.4,0,0,0,3.1,3.1,0.12,1.9,1.9,Matches
Jimmy Cabot,fr FRA,"DF,MF",28-350,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Jean Onana,cm CMR,MF,23-085,4.2,0,3,0,0.0,0.71,0.0,0.0,,18.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",24-301,5.6,3,11,6,54.5,1.97,1.08,0.27,0.5,17.9,0,0,0,1.1,1.1,0.1,1.9,1.9,Matches
Łukasz Poręba,pl POL,MF,23-021,2.7,0,3,0,0.0,1.09,0.0,0.0,,17.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
Julien Le Cardinal,fr FRA,DF,25-243,1.6,0,5,2,40.0,3.1,1.24,0.0,0.0,9.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Rémy Labeau Lascary,gp GLP,"FW,MF",20-031,1.3,0,3,1,33.3,2.35,0.78,0.0,0.0,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Ismaëlben Boura,fr FRA,"DF,FW",22-232,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Adam Buksa,pl POL,"FW,MF",26-265,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ignatius Ganago,cm CMR,FW,24-046,0.7,0,1,0,0.0,1.53,0.0,0.0,,23.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Patrick Berg,no NOR,"MF,FW",25-130,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaël Kakuta,cd COD,FW,31-286,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Steven Fortes,cv CPV,DF,30-351,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Christopher Wooh,cm CMR,MF,21-197,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.0,29.0,46,403,128,31.8,13.9,4.41,0.11,0.34,16.1,4,3,6,51.4,46.7,0.12,-5.4,-3.7,
Opponent Total,,,26.8,29.0,20,275,96,34.9,9.48,3.31,0.07,0.19,17.7,5,2,2,31.6,30.0,0.11,-11.6,-12.0,
