Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Brice Samba,fr FRA,GK,28-346,29,29,2610,29.0,21,0.72,98,78,80.6,17,9,3,12,41.4,2,2,0,0,0.0,Matches
Squad Total,,,27.0,29,29,2610,29.0,21,0.72,98,78,80.6,17,9,3,12,41.4,2,2,0,0,0.0,
Opponent Total,,,26.8,29,29,2610,29.0,48,1.66,134,85,66.4,3,9,17,5,17.2,6,3,3,0,50.0,
