1,Benfica,25,22,2,1.1,66,14,+52,68,2.72,66.0,15.3,+50.7,+2.03,W W W W W,"51,236",João Mário - 17,Odisseas Vlachodimos,Unnamed: 19
2,Porto,24,18,3,3,55,17,38,57,2.38,51.5,20.9,30.5,1.27,W W L W W,41784,Mehdi Taremi - 13,Diogo Costa,
3,Braga,24,18,1,5,54,22,32,55,2.29,41.2,26.1,15.2,0.63,W W L W W,14585,Simon Banza - 10,Matheus,
4,Sporting CP,24,16,2,6,49,23,26,50,2.08,49.8,21.2,28.7,1.2,L W W W W,28738,Pedro Gonçalves - 12,Antonio Adán,
5,Vitória,25,12,4,9,25,29,-4,40,1.6,26.1,29.8,-3.8,-0.15,D W W L L,14957,Safira - 5,Bruno Varela,
