Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Matheus,br BRA,GK,30-258,23.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nuno Sequeira,pt POR,DF,32-227,21.2,1,10,3,30.0,0.47,0.14,0.1,0.33,24.0,1,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Almoatasem Al Musrati,ly LBY,MF,26-362,20.7,3,20,9,45.0,0.97,0.43,0.15,0.33,17.6,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
Vítor Tormena,br BRA,DF,27-089,21.1,1,13,7,53.8,0.62,0.33,0.08,0.14,9.7,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
Ricardo Horta,pt POR,"MF,FW",28-200,20.3,9,61,28,45.9,3.0,1.38,0.13,0.29,22.1,4,1,3,8.8,6.5,0.11,0.2,1.5,Matches
Iuri Medeiros,pt POR,"MF,FW",28-267,16.4,7,62,25,40.3,3.79,1.53,0.1,0.24,21.4,5,1,1,5.4,4.6,0.07,1.6,1.4,Matches
André Horta,pt POR,MF,26-147,16.8,1,31,9,29.0,1.85,0.54,0.03,0.11,25.6,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches
Abel Ruiz,es ESP,"FW,MF",23-065,15.4,4,37,15,40.5,2.4,0.97,0.11,0.27,15.2,0,0,0,4.3,4.3,0.12,-0.3,-0.3,Matches
Sikou Niakaté,fr FRA,DF,23-267,14.8,1,7,2,28.6,0.47,0.14,0.14,0.5,12.5,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Simon Banza,fr FRA,FW,26-233,14.6,10,40,18,45.0,2.75,1.24,0.25,0.56,11.5,0,0,0,7.2,7.2,0.18,2.8,2.8,Matches
Victor Perea,es ESP,DF,23-002,14.0,0,4,1,25.0,0.29,0.07,0.0,0.0,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Vitinha,pt POR,FW,23-019,12.2,7,48,20,41.7,3.94,1.64,0.15,0.35,15.5,0,0,0,6.1,6.1,0.13,0.9,0.9,Matches
Paulo Oliveira,pt POR,DF,31-085,12.3,0,3,1,33.3,0.24,0.08,0.0,0.0,10.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Fabiano,br BRA,DF,23-020,10.7,0,4,1,25.0,0.37,0.09,0.0,0.0,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Uroš Račić,rs SRB,MF,25-017,9.3,1,20,4,20.0,2.16,0.43,0.0,0.0,21.5,2,1,1,1.9,1.2,0.06,-0.9,-1.2,Matches
Bruma,pt POR,"MF,FW",28-161,3.3,3,10,6,60.0,2.99,1.79,0.3,0.5,16.8,0,0,0,1.5,1.5,0.15,1.5,1.5,Matches
André Castro,pt POR,MF,35-001,6.2,1,5,2,40.0,0.81,0.32,0.2,0.5,21.5,0,0,0,0.7,0.7,0.13,0.3,0.3,Matches
Cristian Borja,co COL,DF,30-044,2.4,0,1,0,0.0,0.41,0.0,0.0,,25.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Serdar Saatçı,tr TUR,DF,20-048,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro djaló,es ESP,"FW,MF",23-230,5.0,1,19,6,31.6,3.79,1.2,0.05,0.17,21.4,0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
Rodrigo Gomes,pt POR,"FW,MF",19-270,3.5,1,5,2,40.0,1.44,0.58,0.2,0.5,14.9,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Pizzi,pt POR,"FW,MF",33-179,2.0,0,3,0,0.0,1.51,0.0,0.0,,12.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Diego Lainez,mx MEX,MF,22-298,1.7,1,8,3,37.5,4.62,1.73,0.13,0.33,18.0,1,0,0,0.7,0.7,0.08,0.3,0.3,Matches
Tiago Sá,pt POR,GK,28-082,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Rodrigues,pt POR,DF,21-299,1.0,0,1,0,0.0,1.0,0.0,0.0,,14.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Hernani Infande,pt POR,"MF,FW",22-000,0.9,0,3,0,0.0,3.29,0.0,0.0,,20.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Jean Gorby,fr FRA,"MF,FW",20-252,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joe Mendes,se SWE,MF,20-093,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dinis Pinto,pt POR,DF,22-222,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Santos,pt POR,FW,22-173,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.1,25.0,52,415,162,39.0,16.6,6.48,0.12,0.3,18.7,13,3,5,42.1,38.2,0.1,9.9,10.8,
Opponent Total,,,26.8,25.0,22,273,80,29.3,10.92,3.2,0.07,0.25,19.1,5,2,3,27.2,24.8,0.09,-5.2,-4.8,
