Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Matheus,br BRA,GK,30-243,23,23,2063,22.9,20,0.87,76,56,76.3,18,1,4,13,56.5,3,2,0,1,0.0,Matches
Tiago Sá,pt POR,GK,28-067,2,1,95,1.1,2,1.89,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.1,24,24,2158,24.0,22,0.92,80,58,75.0,18,1,5,13,54.2,3,2,0,1,0.0,
Opponent Total,,,26.8,24,24,2160,24.0,54,2.25,162,109,68.5,5,1,18,3,12.5,5,3,1,1,25.0,
