Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Matheus,br BRA,GK,30-258,24,2153.0,90.0,95.7,23.9,24,90.0,23,0,,0,2.33,54.0,20.0,34.0,1.42,3.28,40.3,25.3,15.0,0.63,0.7,Matches
Nuno Sequeira,pt POR,DF,32-227,24,1910.0,80.0,84.9,21.2,23,82.0,13,1,17.0,0,2.21,47.0,16.0,31.0,1.46,1.2,33.9,19.9,14.0,0.66,0.4,Matches
Almoatasem Al Musrati,ly LBY,MF,26-362,22,1865.0,85.0,82.9,20.7,22,85.0,16,0,,0,2.27,46.0,18.0,28.0,1.35,0.42,34.7,23.1,11.6,0.56,-0.22,Matches
Vítor Tormena,br BRA,DF,27-089,22,1895.0,86.0,84.2,21.1,21,89.0,19,1,17.0,2,2.14,41.0,21.0,20.0,0.95,-2.09,35.5,23.1,12.4,0.59,-0.04,Matches
Ricardo Horta,pt POR,"MF,FW",28-200,21,1830.0,87.0,81.3,20.3,21,87.0,16,0,,0,2.24,44.0,14.0,30.0,1.48,1.05,35.1,20.7,14.4,0.71,0.6,Matches
Iuri Medeiros,pt POR,"MF,FW",28-267,22,1473.0,67.0,65.5,16.4,21,68.0,1,1,36.0,1,2.41,34.0,11.0,23.0,1.41,0.36,29.9,17.1,12.8,0.78,0.53,Matches
André Horta,pt POR,MF,26-147,24,1512.0,63.0,67.2,16.8,19,72.0,0,5,28.0,1,2.21,36.0,13.0,23.0,1.37,0.27,29.0,15.9,13.2,0.78,0.57,Matches
Abel Ruiz,es ESP,"FW,MF",23-065,25,1388.0,56.0,61.7,15.4,17,71.0,4,8,23.0,0,2.24,26.0,14.0,12.0,0.78,-1.31,22.9,15.8,7.1,0.46,-0.35,Matches
Sikou Niakaté,fr FRA,DF,23-267,17,1329.0,78.0,59.1,14.8,16,82.0,12,1,17.0,2,1.88,33.0,12.0,21.0,1.42,0.35,24.9,17.0,7.9,0.53,-0.16,Matches
Simon Banza,fr FRA,FW,26-233,22,1310.0,60.0,58.2,14.6,15,78.0,4,7,20.0,3,2.14,31.0,13.0,18.0,1.24,-0.1,25.8,14.8,10.9,0.75,0.37,Matches
Victor Perea,es ESP,DF,23-002,17,1263.0,74.0,56.1,14.0,14,86.0,12,3,22.0,2,1.88,28.0,15.0,13.0,0.93,-0.81,20.3,17.2,3.1,0.22,-0.86,Matches
Vitinha,pt POR,FW,23-019,17,1097.0,65.0,48.8,12.2,12,80.0,6,5,28.0,0,2.35,28.0,9.0,19.0,1.56,0.54,21.3,12.9,8.4,0.69,0.18,Matches
Paulo Oliveira,pt POR,DF,31-085,14,1104.0,79.0,49.1,12.3,11,90.0,10,3,38.0,9,2.57,26.0,10.0,16.0,1.3,0.05,19.2,11.2,8.0,0.65,0.11,Matches
Fabiano,br BRA,DF,23-020,12,963.0,80.0,42.8,10.7,11,83.0,7,1,47.0,1,2.33,26.0,7.0,19.0,1.78,0.87,21.4,9.7,11.7,1.09,0.87,Matches
Uroš Račić,rs SRB,MF,25-017,18,833.0,46.0,37.0,9.3,10,66.0,2,8,22.0,1,2.17,15.0,11.0,4.0,0.43,-1.35,15.1,11.2,3.9,0.43,-0.27,Matches
Bruma,pt POR,"MF,FW",28-161,7,301.0,43.0,13.4,3.3,4,57.0,0,3,25.0,0,2.29,7.0,1.0,6.0,1.79,0.59,4.3,2.5,1.8,0.52,-0.09,Matches
André Castro,pt POR,MF,35-001,21,556.0,26.0,24.7,6.2,3,75.0,1,18,18.0,4,2.67,18.0,4.0,14.0,2.27,1.31,10.4,6.8,3.6,0.59,-0.01,Matches
Cristian Borja,co COL,DF,30-044,8,220.0,28.0,9.8,2.4,2,73.0,0,6,12.0,6,2.63,4.0,5.0,-1.0,-0.41,-1.87,4.4,3.9,0.5,0.22,-0.42,Matches
Serdar Saatçı,tr TUR,DF,20-048,2,180.0,90.0,8.0,2.0,2,90.0,2,0,,4,3.0,6.0,0.0,6.0,3.0,1.87,3.6,2.0,1.6,0.82,0.24,Matches
Álvaro djaló,es ESP,"FW,MF",23-230,17,451.0,27.0,20.0,5.0,1,73.0,0,16,24.0,6,2.06,19.0,5.0,14.0,2.79,1.89,12.4,8.5,3.9,0.78,0.23,Matches
Rodrigo Gomes,pt POR,"FW,MF",19-270,13,312.0,24.0,13.9,3.5,1,63.0,0,12,21.0,9,1.92,2.0,6.0,-4.0,-1.15,-2.83,2.6,4.2,-1.6,-0.46,-1.23,Matches
Pizzi,pt POR,"FW,MF",33-179,7,179.0,26.0,8.0,2.0,1,56.0,0,6,21.0,1,2.29,8.0,4.0,4.0,2.01,0.79,4.6,3.3,1.2,0.63,0.04,Matches
Diego Lainez,mx MEX,MF,22-298,6,156.0,26.0,6.9,1.7,1,45.0,0,5,22.0,7,2.5,7.0,1.0,6.0,3.46,2.34,3.5,1.6,1.9,1.07,0.51,Matches
Tiago Sá,pt POR,GK,28-082,2,95.0,48.0,4.2,1.1,1,90.0,1,1,5.0,23,0.0,0.0,2.0,-2.0,-1.89,-3.31,1.8,1.9,-0.1,-0.08,-0.7,Matches
Bruno Rodrigues,pt POR,DF,21-299,1,90.0,90.0,4.0,1.0,1,90.0,1,0,,5,3.0,3.0,2.0,1.0,1.0,-0.29,2.8,1.0,1.8,1.77,1.22,Matches
Hernani Infande,pt POR,"MF,FW",22-000,3,82.0,27.0,3.6,0.9,1,57.0,0,2,13.0,2,3.0,1.0,0.0,1.0,1.1,-0.19,0.9,0.7,0.2,0.22,-0.39,Matches
Jean Gorby,fr FRA,"MF,FW",20-252,3,51.0,17.0,2.3,0.6,0,,0,3,17.0,3,2.0,2.0,0.0,2.0,3.53,2.3,1.2,0.7,0.5,0.99,0.4,Matches
Joe Mendes,se SWE,MF,20-093,1,24.0,24.0,1.1,0.3,0,,0,1,24.0,5,0.0,0.0,2.0,-2.0,-7.5,-8.87,0.1,0.8,-0.7,-2.66,-3.29,Matches
Dinis Pinto,pt POR,DF,22-222,1,9.0,9.0,0.4,0.1,0,,0,1,9.0,4,3.0,0.0,0.0,0.0,0.0,-1.29,0.2,0.2,0.0,-0.31,-0.91,Matches
Pedro Santos,pt POR,FW,22-173,2,5.0,3.0,0.2,0.1,0,,0,2,3.0,0,3.0,1.0,0.0,1.0,18.0,16.76,0.2,0.0,0.2,3.09,2.5,Matches
Diogo Fonseca,pt POR,DF,20-358,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Lukáš Horníček,cz CZE,GK,20-264,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Lucas Mineiro,br BRA,MF,27-038,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.1,25,2250.0,90.0,100.0,25.0,275,80.0,150,120,21.0,105,2.24,54.0,22.0,32.0,1.28,,42.1,27.2,14.9,0.6,,
Opponent Total,,,26.8,25,2250.0,90.0,100.0,25.0,275,80.0,150,120,21.0,103,0.68,22.0,54.0,-32.0,-1.28,,27.2,42.1,-14.9,-0.6,,
