Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Matheus,br BRA,GK,30-258,23.9,717,937,76.5,20157,14386,107,108,99.1,369,378,97.6,240,445,53.9,0,0.0,0.1,0.0,0,18,2,0,0,Matches
Nuno Sequeira,pt POR,DF,32-227,21.2,1107,1482,74.7,19066,7778,516,580,89.0,443,579,76.5,113,224,50.4,1,2.1,2.6,-1.1,35,87,30,19,106,Matches
Almoatasem Al Musrati,ly LBY,MF,26-362,20.7,1053,1269,83.0,22426,6871,343,397,86.4,481,542,88.7,210,272,77.2,2,2.5,1.7,-0.5,17,133,8,0,158,Matches
Vítor Tormena,br BRA,DF,27-089,21.1,1063,1252,84.9,22582,7678,270,304,88.8,646,691,93.5,136,227,59.9,0,0.4,0.4,-0.4,7,99,5,1,75,Matches
Ricardo Horta,pt POR,"MF,FW",28-200,20.3,675,843,80.1,10067,2857,352,401,87.8,218,264,82.6,50,86,58.1,6,4.3,4.1,1.7,52,72,31,4,119,Matches
Iuri Medeiros,pt POR,"MF,FW",28-267,16.4,498,636,78.3,9102,2339,247,281,87.9,155,186,83.3,83,130,63.8,4,6.8,5.8,-2.8,41,49,34,7,87,Matches
André Horta,pt POR,MF,26-147,16.8,1028,1211,84.9,19031,4968,431,461,93.5,453,503,90.1,123,207,59.4,2,2.0,3.0,0.0,29,129,25,8,138,Matches
Abel Ruiz,es ESP,"FW,MF",23-065,15.4,287,377,76.1,3624,555,183,216,84.7,60,82,73.2,14,19,73.7,5,2.2,2.0,2.8,22,4,12,3,20,Matches
Sikou Niakaté,fr FRA,DF,23-267,14.8,744,878,84.7,14205,5818,239,254,94.1,445,480,92.7,58,131,44.3,0,0.2,0.2,-0.2,5,42,3,1,51,Matches
Simon Banza,fr FRA,FW,26-233,14.6,174,256,68.0,2380,444,107,146,73.3,43,65,66.2,10,13,76.9,1,1.1,1.1,-0.1,14,12,6,0,20,Matches
Victor Perea,es ESP,DF,23-002,14.0,656,845,77.6,11734,3482,274,304,90.1,297,381,78.0,71,128,55.5,2,1.6,2.2,0.4,16,38,20,11,65,Matches
Vitinha,pt POR,FW,23-019,12.2,156,228,68.4,2392,441,84,110,76.4,51,67,76.1,12,24,50.0,2,1.4,0.9,0.6,16,10,6,2,15,Matches
Paulo Oliveira,pt POR,DF,31-085,12.3,559,681,82.1,12319,4305,119,137,86.9,344,373,92.2,92,159,57.9,0,0.2,0.3,-0.2,1,35,0,0,39,Matches
Fabiano,br BRA,DF,23-020,10.7,443,577,76.8,8616,2498,174,199,87.4,198,242,81.8,63,106,59.4,0,0.7,1.3,-0.7,12,27,16,11,29,Matches
Uroš Račić,rs SRB,MF,25-017,9.3,419,498,84.1,7977,1820,172,201,85.6,173,188,92.0,64,85,75.3,0,0.2,0.5,-0.2,7,61,3,1,59,Matches
Bruma,pt POR,"MF,FW",28-161,3.3,107,141,75.9,1442,304,67,78,85.9,35,44,79.5,3,5,60.0,1,0.1,0.2,0.9,4,8,3,0,16,Matches
André Castro,pt POR,MF,35-001,6.2,298,353,84.4,5150,1215,135,148,91.2,126,144,87.5,26,37,70.3,1,0.1,0.2,0.9,1,26,0,0,31,Matches
Cristian Borja,co COL,DF,30-044,2.4,110,146,75.3,1799,699,54,65,83.1,47,57,82.5,7,15,46.7,0,0.4,0.1,-0.4,2,11,2,1,12,Matches
Serdar Saatçı,tr TUR,DF,20-048,2.0,115,136,84.6,2014,462,44,51,86.3,67,76,88.2,3,7,42.9,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Álvaro djaló,es ESP,"FW,MF",23-230,5.0,92,143,64.3,1447,547,49,67,73.1,30,43,69.8,9,19,47.4,4,1.8,1.1,2.2,12,10,7,3,17,Matches
Rodrigo Gomes,pt POR,"FW,MF",19-270,3.5,57,78,73.1,769,145,31,37,83.8,20,27,74.1,2,4,50.0,0,0.0,0.3,0.0,1,4,2,0,6,Matches
Pizzi,pt POR,"FW,MF",33-179,2.0,89,104,85.6,1216,237,52,55,94.5,27,31,87.1,2,4,50.0,1,0.2,0.4,0.8,4,4,3,0,9,Matches
Diego Lainez,mx MEX,MF,22-298,1.7,78,91,85.7,1264,254,41,45,91.1,17,22,77.3,13,16,81.3,2,0.4,0.2,1.6,4,2,5,0,11,Matches
Tiago Sá,pt POR,GK,28-082,1.1,26,32,81.3,725,488,2,2,100.0,16,16,100.0,8,14,57.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bruno Rodrigues,pt POR,DF,21-299,1.0,48,56,85.7,974,299,13,13,100.0,29,32,90.6,5,7,71.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Hernani Infande,pt POR,"MF,FW",22-000,0.9,19,29,65.5,328,75,8,14,57.1,7,8,87.5,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Jean Gorby,fr FRA,"MF,FW",20-252,0.6,43,45,95.6,820,233,18,18,100.0,17,18,94.4,7,8,87.5,0,0.0,0.0,0.0,0,8,0,0,7,Matches
Joe Mendes,se SWE,MF,20-093,0.3,9,10,90.0,107,5,7,8,87.5,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Dinis Pinto,pt POR,DF,22-222,0.1,4,5,80.0,65,49,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,1,0,1,Matches
Pedro Santos,pt POR,FW,22-173,0.1,5,9,55.6,110,24,2,2,100.0,2,4,50.0,1,2,50.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
Squad Total,,,27.1,25.0,10679,13348,80.0,203908,71276,4143,4704,88.1,4820,5547,86.9,1428,2398,59.5,34,28.2,28.7,5.8,304,896,224,72,1095,
Opponent Total,,,26.8,25.0,8776,11343,77.4,163045,62527,3702,4234,87.4,3754,4465,84.1,1097,2004,54.7,18,20.6,20.8,-2.6,203,659,153,54,792,
