Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Manuel Riemann,de GER,GK,34-206,26.0,1350,993,349,153,0,19,1,0,0,0,0,0,813,8,3,Matches
Anthony Losilla,fr FRA,MF,37-024,23.4,759,752,5,5,3,3,9,0,0,0,0,0,518,2,15,Matches
Kevin Stöger,at AUT,MF,29-219,22.4,1228,1033,182,80,9,6,110,15,60,24,28,1,853,13,24,Matches
Philipp Hofmann,de GER,FW,30-004,22.1,578,555,19,0,1,0,3,0,0,0,0,0,337,4,10,Matches
Ivan Ordets,ua UKR,DF,30-269,19.2,671,648,22,9,1,6,0,9,0,0,0,0,490,1,1,Matches
Danilo Soares,br BRA,DF,31-156,15.2,750,583,161,7,1,0,12,153,1,0,1,0,549,6,15,Matches
Simon Zoller,de GER,FW,31-281,14.2,296,275,20,0,2,2,16,5,0,0,0,0,187,1,14,Matches
Erhan Mašović,rs SRB,DF,24-132,16.5,574,561,12,10,0,1,1,1,0,0,0,0,461,1,6,Matches
Cristian Gamboa,cr CRC,DF,33-161,14.1,583,484,97,2,1,2,34,95,0,0,0,0,389,2,11,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",29-055,14.5,427,305,120,3,1,2,38,106,3,0,0,0,257,2,17,Matches
Takuma Asano,jp JPN,"FW,MF",28-144,12.1,218,212,4,1,2,0,14,2,1,0,0,0,149,2,12,Matches
Philipp Förster,de GER,MF,28-058,11.4,410,344,64,23,0,1,51,9,27,20,4,0,299,2,12,Matches
Kostas Stafylidis,gr GRE,"DF,MF",29-122,9.9,366,312,52,9,1,7,22,42,1,0,1,0,256,2,9,Matches
Saidy Janko,gm GAM,DF,27-163,9.0,340,261,79,3,0,0,18,76,0,0,0,0,235,0,13,Matches
Gerrit Holtmann,ph PHI,FW,28-009,9.5,247,236,10,1,1,0,48,6,1,0,0,0,143,1,18,Matches
Patrick Osterhage,de GER,MF,23-061,8.1,250,238,11,3,1,0,10,8,0,0,0,0,173,1,10,Matches
Vassilis Lambropoulos,gr GRE,DF,33-003,6.9,240,230,10,5,0,1,0,5,0,0,0,0,163,0,1,Matches
Jordi Osei-Tutu,eng ENG,"DF,FW",24-183,7.2,180,152,26,1,0,0,14,25,0,0,0,0,124,2,7,Matches
Keven Schlotterbeck,de GER,DF,25-340,6.5,255,239,13,1,0,0,2,1,0,0,0,0,174,3,0,Matches
Dominique Heintz,de GER,DF,29-231,5.6,167,155,12,4,0,1,4,7,0,0,0,0,136,0,1,Matches
Pierre Kunde,cm CMR,MF,27-251,3.6,162,143,19,6,1,2,7,11,2,2,0,0,89,0,3,Matches
Tim Oermann,de GER,DF,19-179,2.2,51,51,0,0,0,0,0,0,0,0,0,0,39,0,1,Matches
Jacek Góralski,pl POL,MF,30-194,1.6,39,35,4,4,0,1,0,0,0,0,0,0,31,0,1,Matches
Jannes Horn,de GER,"DF,FW",26-056,0.7,19,17,2,0,0,0,0,2,0,0,0,0,15,0,2,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",26-285,2.6,82,78,4,0,0,0,1,0,0,0,0,0,45,0,1,Matches
Moritz Broschinski,de GER,"FW,MF",22-192,1.2,28,27,1,0,0,0,2,0,0,0,0,0,20,0,0,Matches
Squad Total,,,30.1,26.0,10270,8919,1298,330,25,54,417,578,96,46,34,1,6945,53,207,
Opponent Total,,,27.1,26.0,12822,11341,1428,358,26,108,535,670,140,61,61,1,9503,53,259,
