Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Manuel Riemann,de GER,GK,34-191,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anthony Losilla,fr FRA,MF,37-009,23,23,2013.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.9,0.9,0.7,1.7,12.0,71.0,32.0,0.0,0.09,0.09,0.0,0.09,0.04,0.03,0.07,0.04,0.07,Matches
Kevin Stöger,at AUT,MF,29-204,24,22,1936.0,21.5,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.4,1.7,4.1,5.8,28.0,148.0,71.0,0.09,0.05,0.14,0.05,0.09,0.11,0.19,0.3,0.08,0.27,Matches
Philipp Hofmann,de GER,FW,29-354,25,22,1897.0,21.1,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,5.7,5.7,2.3,8.0,7.0,50.0,87.0,0.33,0.05,0.38,0.33,0.38,0.27,0.11,0.38,0.27,0.38,Matches
Ivan Ordets,ua UKR,DF,30-254,21,19,1666.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.6,1.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
Danilo Soares,br BRA,DF,31-141,18,18,1367.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.1,1.1,12.0,66.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Simon Zoller,de GER,FW,31-266,19,17,1275.0,14.2,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.8,3.8,0.9,4.8,7.0,18.0,54.0,0.21,0.07,0.28,0.21,0.28,0.27,0.06,0.34,0.27,0.34,Matches
Cristian Gamboa,cr CRC,DF,33-146,15,15,1272.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,7.0,47.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Erhan Mašović,rs SRB,DF,24-117,20,14,1399.0,15.5,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.5,2.4,3.0,41.0,2.0,0.26,0.0,0.26,0.26,0.26,0.13,0.03,0.16,0.13,0.16,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",29-040,20,13,1216.0,13.5,2.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.2,5.2,39.0,18.0,150.0,0.15,0.44,0.59,0.15,0.59,0.14,0.24,0.38,0.14,0.38,Matches
Takuma Asano,jp JPN,"FW,MF",28-129,16,13,1005.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,1.0,3.6,17.0,19.0,69.0,0.09,0.18,0.27,0.09,0.27,0.24,0.09,0.32,0.24,0.32,Matches
Philipp Förster,de GER,MF,28-043,20,12,1024.0,11.4,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,2.0,2.7,15.0,47.0,38.0,0.18,0.44,0.62,0.18,0.62,0.06,0.17,0.23,0.06,0.23,Matches
Saidy Janko,gm GAM,DF,27-148,15,9,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,19.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Gerrit Holtmann,ph PHI,FW,27-359,18,8,854.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.8,2.8,34.0,8.0,74.0,0.11,0.11,0.21,0.11,0.21,0.22,0.08,0.3,0.22,0.3,Matches
Kostas Stafylidis,gr GRE,"DF,MF",29-107,14,8,802.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,9.0,25.0,11.0,0.0,0.22,0.22,0.0,0.22,0.03,0.03,0.06,0.03,0.06,Matches
