Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Manuel Riemann,de GER,GK,34-209,26,26,2340,26.0,57,2.19,161,104,69.6,8,2,16,4,15.4,13,8,3,2,27.3,Matches
Squad Total,,,30.1,26,26,2340,26.0,57,2.19,161,104,69.6,8,2,16,4,15.4,13,8,3,2,27.3,
Opponent Total,,,27.2,26,26,2340,26.0,28,1.08,90,64,70.0,16,2,8,11,42.3,1,1,0,0,0.0,
